Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.3490         -912.613     -917.505        4.892   305.2
5.3500         -912.616     -917.461        4.844   302.2
5.3510         -912.617     -917.414        4.797   299.3
5.3520         -912.616     -917.367        4.751   296.4
5.3530         -912.612     -917.322        4.710   293.8
5.3540         -912.606     -917.280        4.674   291.6
5.3550         -912.599     -917.244        4.645   289.8
5.3560         -912.590     -917.215        4.625   288.5
5.3570         -912.581     -917.193        4.612   287.8
5.3580         -912.571     -917.179        4.609   287.5
5.3590         -912.561     -917.173        4.613   287.8
5.3600         -912.551     -917.174        4.623   288.4
5.3610         -912.542     -917.181        4.639   289.4
5.3620         -912.534     -917.192        4.658   290.6
5.3630         -912.527     -917.204        4.677   291.8
5.3640         -912.521     -917.216        4.696   293.0
5.3650         -912.515     -917.226        4.711   293.9
5.3660         -912.511     -917.233        4.722   294.6
5.3670         -912.507     -917.235        4.728   295.0
5.3680         -912.503     -917.232        4.729   295.0
5.3690         -912.499     -917.223        4.725   294.8
5.3700         -912.494     -917.211        4.716   294.2
5.3710         -912.490     -917.194        4.705   293.5
5.3720         -912.484     -917.176        4.692   292.7
5.3730         -912.478     -917.157        4.679   291.9
5.3740         -912.471     -917.140        4.669   291.3
5.3750         -912.464     -917.126        4.662   290.9
5.3760         -912.457     -917.118        4.661   290.8
5.3770         -912.449     -917.116        4.667   291.2
5.3780         -912.443     -917.122        4.679   291.9
5.3790         -912.436     -917.134        4.698   293.1
5.3800         -912.431     -917.154        4.722   294.6
5.3810         -912.428     -917.178        4.751   296.4
5.3820         -912.425     -917.207        4.782   298.3
5.3830         -912.425     -917.238        4.813   300.3
5.3840         -912.425     -917.268        4.842   302.1
5.3850         -912.428     -917.296        4.868   303.7
5.3860         -912.431     -917.321        4.890   305.1
5.3870         -912.436     -917.340        4.905   306.0
5.3880         -912.441     -917.354        4.913   306.5
5.3890         -912.446     -917.360        4.914   306.6
5.3900         -912.451     -917.359        4.908   306.2
5.3910         -912.456     -917.350        4.894   305.4
5.3920         -912.460     -917.333        4.874   304.1
5.3930         -912.462     -917.309        4.847   302.4
5.3940         -912.464     -917.279        4.815   300.4
5.3950         -912.463     -917.244        4.780   298.2
5.3960         -912.461     -917.204        4.743   295.9
5.3970         -912.457     -917.163        4.706   293.6
5.3980         -912.451     -917.121        4.670   291.4
5.3990         -912.444     -917.082        4.638   289.4
5.4000         -912.435     -917.046        4.612   287.7
5.4010         -912.424     -917.017        4.593   286.6
5.4020         -912.413     -916.996        4.583   285.9
5.4030         -912.402     -916.984        4.582   285.9
5.4040         -912.391     -916.981        4.590   286.4
5.4050         -912.380     -916.987        4.606   287.4
5.4060         -912.371     -917.000        4.629   288.8
5.4070         -912.362     -917.019        4.657   290.6
5.4080         -912.355     -917.043        4.687   292.5
5.4090         -912.350     -917.068        4.718   294.4
5.4100         -912.346     -917.093        4.747   296.2
5.4110         -912.343     -917.116        4.772   297.7
5.4120         -912.342     -917.135        4.793   299.0
5.4130         -912.342     -917.150        4.808   300.0
5.4140         -912.342     -917.159        4.817   300.6
5.4150         -912.342     -917.163        4.821   300.8
5.4160         -912.343     -917.161        4.819   300.6
5.4170         -912.343     -917.155        4.812   300.2
5.4180         -912.343     -917.144        4.800   299.5
5.4190         -912.342     -917.129        4.786   298.6
5.4200         -912.341     -917.112        4.771   297.6
5.4210         -912.339     -917.093        4.755   296.6
5.4220         -912.336     -917.076        4.740   295.7
5.4230         -912.332     -917.060        4.728   295.0
5.4240         -912.328     -917.048        4.720   294.5
5.4250         -912.323     -917.041        4.717   294.3
5.4260         -912.319     -917.037        4.719   294.4
5.4270         -912.315     -917.039        4.724   294.8
5.4280         -912.310     -917.044        4.734   295.3
5.4290         -912.307     -917.053        4.746   296.1
5.4300         -912.304     -917.063        4.759   296.9
5.4310         -912.302     -917.074        4.772   297.7
5.4320         -912.300     -917.084        4.784   298.5
5.4330         -912.299     -917.093        4.793   299.1
5.4340         -912.299     -917.098        4.799   299.4
5.4350         -912.298     -917.099        4.801   299.5
5.4360         -912.298     -917.096        4.798   299.4
5.4370         -912.297     -917.089        4.791   298.9
5.4380         -912.296     -917.077        4.781   298.3
5.4390         -912.295     -917.063        4.769   297.5
5.4400         -912.292     -917.048        4.756   296.7
5.4410         -912.289     -917.034        4.744   296.0
5.4420         -912.286     -917.021        4.735   295.4
5.4430         -912.282     -917.012        4.730   295.1
5.4440         -912.278     -917.009        4.730   295.1
5.4450         -912.274     -917.011        4.736   295.5
5.4460         -912.271     -917.020        4.749   296.3
5.4470         -912.268     -917.035        4.766   297.4
5.4480         -912.267     -917.056        4.789   298.8
5.4490         -912.266     -917.082        4.816   300.5
5.4500         -912.267     -917.113        4.846   302.3
5.4510         -912.270     -917.147        4.877   304.3
5.4520         -912.274     -917.183        4.909   306.3
5.4530         -912.280     -917.219        4.940   308.2
5.4540         -912.287     -917.255        4.968   310.0
5.4550         -912.295     -917.289        4.994   311.6
5.4560         -912.305     -917.320        5.015   312.9
5.4570         -912.316     -917.347        5.032   313.9
5.4580         -912.327     -917.370        5.043   314.6
5.4590         -912.339     -917.388        5.049   315.0
5.4600         -912.351     -917.402        5.051   315.1
5.4610         -912.363     -917.411        5.048   314.9
5.4620         -912.375     -917.415        5.040   314.5
5.4630         -912.386     -917.416        5.030   313.8
5.4640         -912.397     -917.413        5.016   312.9
5.4650         -912.407     -917.406        4.999   311.9
5.4660         -912.416     -917.397        4.981   310.8
5.4670         -912.425     -917.386        4.962   309.6
5.4680         -912.432     -917.375        4.943   308.4
5.4690         -912.438     -917.363        4.925   307.3
5.4700         -912.444     -917.352        4.909   306.3
5.4710         -912.448     -917.343        4.895   305.4
5.4720         -912.452     -917.336        4.884   304.7
5.4730         -912.456     -917.332        4.876   304.2
5.4740         -912.459     -917.329        4.870   303.8
5.4750         -912.462     -917.328        4.866   303.6
5.4760         -912.465     -917.329        4.864   303.4
5.4770         -912.468     -917.330        4.862   303.3
5.4780         -912.470     -917.331        4.860   303.2
5.4790         -912.473     -917.331        4.858   303.1
5.4800         -912.475     -917.330        4.855   302.9
5.4810         -912.478     -917.328        4.851   302.6
5.4820         -912.480     -917.326        4.846   302.3
5.4830         -912.481     -917.323        4.841   302.0
5.4840         -912.483     -917.320        4.836   301.7
5.4850         -912.484     -917.317        4.833   301.5
5.4860         -912.485     -917.315        4.830   301.3
5.4870         -912.486     -917.314        4.828   301.2
5.4880         -912.487     -917.314        4.827   301.2
5.4890         -912.488     -917.316        4.828   301.2
5.4900         -912.489     -917.319        4.830   301.3
5.4910         -912.490     -917.324        4.833   301.6
5.4920         -912.492     -917.330        4.838   301.8
5.4930         -912.493     -917.337        4.843   302.2
5.4940         -912.495     -917.344        4.849   302.5
5.4950         -912.497     -917.351        4.853   302.8
5.4960         -912.500     -917.357        4.857   303.1
5.4970         -912.502     -917.362        4.860   303.2
5.4980         -912.505     -917.365        4.861   303.3
5.4990         -912.507     -917.366        4.859   303.1
5.5000         -912.510     -917.364        4.854   302.8
5.5010         -912.512     -917.358        4.846   302.3
5.5020         -912.514     -917.347        4.834   301.6
5.5030         -912.514     -917.333        4.818   300.6
5.5040         -912.515     -917.315        4.800   299.5
5.5050         -912.514     -917.294        4.780   298.2
5.5060         -912.512     -917.271        4.759   296.9
5.5070         -912.509     -917.249        4.740   295.7
5.5080         -912.505     -917.228        4.723   294.7
5.5090         -912.501     -917.210        4.709   293.8
5.5100         -912.496     -917.196        4.700   293.2
5.5110         -912.490     -917.186        4.695   292.9
5.5120         -912.484     -917.180        4.695   292.9
5.5130         -912.479     -917.178        4.700   293.2
5.5140         -912.474     -917.181        4.708   293.7
5.5150         -912.469     -917.188        4.719   294.4
5.5160         -912.465     -917.197        4.732   295.3
5.5170         -912.461     -917.208        4.747   296.2
5.5180         -912.458     -917.219        4.761   297.0
5.5190         -912.456     -917.230        4.774   297.8
5.5200         -912.455     -917.239        4.784   298.5
5.5210         -912.454     -917.245        4.791   298.9
5.5220         -912.453     -917.247        4.794   299.1
5.5230         -912.452     -917.245        4.793   299.1
5.5240         -912.451     -917.240        4.789   298.8
5.5250         -912.450     -917.231        4.781   298.3
5.5260         -912.449     -917.218        4.770   297.6
5.5270         -912.446     -917.203        4.756   296.8
5.5280         -912.443     -917.185        4.742   295.8
5.5290         -912.440     -917.165        4.726   294.8
5.5300         -912.435     -917.145        4.709   293.8
5.5310         -912.430     -917.124        4.694   292.9
5.5320         -912.424     -917.104        4.680   292.0
5.5330         -912.417     -917.086        4.668   291.3
5.5340         -912.410     -917.070        4.660   290.7
5.5350         -912.403     -917.058        4.656   290.5
5.5360         -912.395     -917.049        4.654   290.4
5.5370         -912.387     -917.044        4.657   290.6
5.5380         -912.380     -917.043        4.664   291.0
5.5390         -912.373     -917.047        4.674   291.6
5.5400         -912.366     -917.055        4.689   292.5
5.5410         -912.361     -917.068        4.708   293.7
5.5420         -912.356     -917.088        4.732   295.2
5.5430         -912.353     -917.112        4.759   296.9
5.5440         -912.351     -917.141        4.790   298.8
5.5450         -912.351     -917.172        4.821   300.8
5.5460         -912.352     -917.203        4.851   302.7
5.5470         -912.355     -917.231        4.877   304.3
5.5480         -912.358     -917.255        4.896   305.5
5.5490         -912.363     -917.271        4.908   306.2
5.5500         -912.368     -917.279        4.911   306.4
5.5510         -912.373     -917.279        4.906   306.1
5.5520         -912.378     -917.271        4.893   305.3
5.5530         -912.382     -917.256        4.875   304.1
5.5540         -912.385     -917.237        4.853   302.8
5.5550         -912.386     -917.215        4.829   301.3
5.5560         -912.387     -917.193        4.806   299.8
5.5570         -912.386     -917.172        4.785   298.6
5.5580         -912.385     -917.154        4.769   297.6
5.5590         -912.383     -917.141        4.759   296.9
5.5600         -912.380     -917.134        4.754   296.6
5.5610         -912.377     -917.131        4.754   296.6
5.5620         -912.375     -917.134        4.760   296.9
5.5630         -912.372     -917.140        4.768   297.5
5.5640         -912.371     -917.148        4.778   298.1
5.5650         -912.369     -917.156        4.787   298.6
5.5660         -912.368     -917.161        4.793   299.0
5.5670         -912.368     -917.161        4.794   299.1
5.5680         -912.367     -917.156        4.790   298.8
5.5690         -912.366     -917.145        4.780   298.2
5.5700         -912.364     -917.129        4.765   297.3
5.5710         -912.361     -917.107        4.746   296.1
5.5720         -912.358     -917.081        4.723   294.7
5.5730         -912.353     -917.052        4.699   293.2
5.5740         -912.347     -917.022        4.675   291.7
5.5750         -912.340     -916.993        4.653   290.3
5.5760         -912.332     -916.964        4.633   289.0
5.5770         -912.323     -916.939        4.616   288.0
5.5780         -912.313     -916.917        4.604   287.3
5.5790         -912.302     -916.900        4.598   286.8
5.5800         -912.292     -916.888        4.597   286.8
5.5810         -912.281     -916.884        4.602   287.1
5.5820         -912.271     -916.886        4.615   287.9
5.5830         -912.262     -916.897        4.635   289.2
5.5840         -912.254     -916.915        4.662   290.8
5.5850         -912.247     -916.941        4.694   292.8
5.5860         -912.242     -916.971        4.729   295.1
5.5870         -912.239     -917.005        4.766   297.4
5.5880         -912.237     -917.040        4.802   299.6
5.5890         -912.238     -917.073        4.835   301.7
5.5900         -912.240     -917.103        4.863   303.4
5.5910         -912.243     -917.128        4.885   304.8
5.5920         -912.247     -917.147        4.900   305.7
5.5930         -912.252     -917.159        4.907   306.2
5.5940         -912.257     -917.164        4.907   306.2
5.5950         -912.262     -917.161        4.900   305.7
5.5960         -912.266     -917.151        4.885   304.8
5.5970         -912.269     -917.134        4.864   303.5
5.5980         -912.272     -917.111        4.839   301.9
5.5990         -912.273     -917.084        4.811   300.2
5.6000         -912.272     -917.055        4.782   298.4
5.6010         -912.270     -917.026        4.756   296.7
5.6020         -912.267     -917.000        4.733   295.3
5.6030         -912.263     -916.980        4.717   294.3
5.6040         -912.258     -916.967        4.709   293.8
5.6050         -912.253     -916.962        4.709   293.8
5.6060         -912.248     -916.967        4.719   294.4
5.6070         -912.244     -916.981        4.737   295.5
5.6080         -912.241     -917.003        4.762   297.1
5.6090         -912.239     -917.031        4.792   299.0
5.6100         -912.239     -917.063        4.824   300.9
5.6110         -912.241     -917.094        4.854   302.8
5.6120         -912.243     -917.123        4.880   304.4
5.6130         -912.247     -917.146        4.899   305.6
5.6140         -912.252     -917.162        4.910   306.3
5.6150         -912.257     -917.169        4.912   306.4
5.6160         -912.262     -917.167        4.904   306.0
5.6170         -912.267     -917.156        4.889   305.0
5.6180         -912.271     -917.137        4.867   303.6
5.6190         -912.273     -917.112        4.839   301.9
5.6200         -912.274     -917.083        4.809   300.1
5.6210         -912.273     -917.052        4.779   298.2
5.6220         -912.271     -917.022        4.751   296.4
5.6230         -912.268     -916.996        4.728   295.0
5.6240         -912.263     -916.976        4.712   294.0
5.6250         -912.258     -916.964        4.705   293.5
5.6260         -912.253     -916.961        4.707   293.7
5.6270         -912.249     -916.968        4.720   294.5
5.6280         -912.244     -916.985        4.741   295.8
5.6290         -912.242     -917.011        4.769   297.6
5.6300         -912.240     -917.044        4.803   299.7
5.6310         -912.241     -917.081        4.840   302.0
5.6320         -912.243     -917.119        4.876   304.2
5.6330         -912.247     -917.156        4.909   306.3
5.6340         -912.253     -917.189        4.936   308.0
5.6350         -912.260     -917.216        4.956   309.2
5.6360         -912.267     -917.234        4.967   309.9
5.6370         -912.275     -917.243        4.968   309.9
5.6380         -912.283     -917.242        4.959   309.4
5.6390         -912.290     -917.233        4.943   308.4
5.6400         -912.297     -917.216        4.919   306.9
5.6410         -912.301     -917.193        4.891   305.2
5.6420         -912.305     -917.167        4.862   303.3
5.6430         -912.307     -917.141        4.833   301.6
5.6440         -912.308     -917.117        4.809   300.0
5.6450         -912.307     -917.098        4.790   298.9
5.6460         -912.306     -917.086        4.780   298.2
5.6470         -912.305     -917.084        4.779   298.2
5.6480         -912.303     -917.092        4.788   298.7
5.6490         -912.303     -917.111        4.808   300.0
5.6500         -912.303     -917.140        4.837   301.8
5.6510         -912.305     -917.178        4.873   304.0
5.6520         -912.309     -917.223        4.914   306.6
5.6530         -912.316     -917.272        4.957   309.2
5.6540         -912.324     -917.322        4.998   311.8
5.6550         -912.334     -917.370        5.036   314.2
5.6560         -912.346     -917.412        5.066   316.0
5.6570         -912.359     -917.445        5.086   317.3
5.6580         -912.374     -917.468        5.095   317.9
5.6590         -912.388     -917.479        5.091   317.7
5.6600         -912.402     -917.478        5.076   316.7
5.6610         -912.415     -917.464        5.049   315.0
5.6620         -912.426     -917.440        5.014   312.8
5.6630         -912.435     -917.409        4.973   310.3
5.6640         -912.443     -917.373        4.930   307.6
5.6650         -912.448     -917.338        4.889   305.1
5.6660         -912.451     -917.305        4.854   302.8
5.6670         -912.453     -917.278        4.825   301.0
5.6680         -912.453     -917.258        4.805   299.8
5.6690         -912.453     -917.246        4.793   299.1
5.6700         -912.452     -917.242        4.790   298.8
5.6710         -912.451     -917.245        4.794   299.1
5.6720         -912.451     -917.254        4.803   299.7
5.6730         -912.451     -917.268        4.817   300.5
5.6740         -912.451     -917.286        4.835   301.6
5.6750         -912.453     -917.307        4.854   302.9
5.6760         -912.456     -917.330        4.874   304.1
5.6770         -912.459     -917.353        4.893   305.3
5.6780         -912.464     -917.374        4.909   306.3
5.6790         -912.469     -917.391        4.921   307.0
5.6800         -912.475     -917.403        4.928   307.4
5.6810         -912.481     -917.409        4.928   307.5
5.6820         -912.487     -917.408        4.921   307.0
5.6830         -912.492     -917.401        4.908   306.2
5.6840         -912.497     -917.386        4.889   305.0
5.6850         -912.501     -917.365        4.865   303.5
5.6860         -912.503     -917.340        4.837   301.8
5.6870         -912.504     -917.312        4.808   300.0
5.6880         -912.503     -917.282        4.779   298.2
5.6890         -912.501     -917.253        4.752   296.5
5.6900         -912.498     -917.226        4.728   295.0
5.6910         -912.493     -917.201        4.708   293.7
5.6920         -912.488     -917.182        4.694   292.8
5.6930         -912.482     -917.167        4.685   292.3
5.6940         -912.476     -917.157        4.681   292.1
5.6950         -912.469     -917.151        4.682   292.1
5.6960         -912.463     -917.149        4.686   292.4
5.6970         -912.457     -917.150        4.692   292.8
5.6980         -912.452     -917.151        4.699   293.2
5.6990         -912.446     -917.151        4.705   293.5
5.7000         -912.441     -917.151        4.709   293.8
5.7010         -912.436     -917.148        4.712   294.0
5.7020         -912.431     -917.144        4.713   294.0
5.7030         -912.427     -917.138        4.712   294.0
5.7040         -912.422     -917.132        4.710   293.9
5.7050         -912.417     -917.125        4.708   293.8
5.7060         -912.412     -917.120        4.708   293.7
5.7070         -912.407     -917.117        4.710   293.8
5.7080         -912.402     -917.116        4.715   294.1
5.7090         -912.397     -917.120        4.723   294.7
5.7100         -912.393     -917.129        4.736   295.5
5.7110         -912.390     -917.144        4.754   296.6
5.7120         -912.388     -917.164        4.776   298.0
5.7130         -912.387     -917.190        4.803   299.7
5.7140         -912.387     -917.223        4.835   301.7
5.7150         -912.389     -917.261        4.872   304.0
5.7160         -912.393     -917.305        4.912   306.4
5.7170         -912.399     -917.354        4.955   309.1
5.7180         -912.407     -917.406        4.998   311.9
5.7190         -912.418     -917.459        5.041   314.5
5.7200         -912.430     -917.511        5.081   317.0
5.7210         -912.444     -917.558        5.114   319.0
5.7220         -912.460     -917.598        5.138   320.5
5.7230         -912.477     -917.628        5.151   321.4
5.7240         -912.494     -917.645        5.151   321.4
5.7250         -912.511     -917.650        5.139   320.6
5.7260         -912.527     -917.641        5.113   319.0
5.7270         -912.542     -917.619        5.077   316.7
5.7280         -912.554     -917.585        5.031   313.9
5.7290         -912.564     -917.542        4.978   310.6
5.7300         -912.572     -917.493        4.921   307.0
5.7310         -912.576     -917.439        4.863   303.4
5.7320         -912.578     -917.384        4.807   299.9
5.7330         -912.577     -917.331        4.754   296.6
5.7340         -912.573     -917.282        4.709   293.8
5.7350         -912.567     -917.239        4.672   291.5
5.7360         -912.560     -917.206        4.646   289.9
5.7370         -912.551     -917.182        4.631   288.9
5.7380         -912.542     -917.170        4.628   288.7
5.7390         -912.533     -917.170        4.636   289.2
5.7400         -912.525     -917.180        4.655   290.4
5.7410         -912.518     -917.201        4.683   292.2
5.7420         -912.512     -917.230        4.717   294.3
5.7430         -912.509     -917.264        4.755   296.7
5.7440         -912.507     -917.301        4.794   299.1
5.7450         -912.507     -917.337        4.830   301.3
5.7460         -912.508     -917.369        4.861   303.3
5.7470         -912.512     -917.396        4.885   304.7
5.7480         -912.516     -917.415        4.899   305.7
5.7490         -912.520     -917.425        4.905   306.0
5.7500         -912.525     -917.427        4.901   305.8
5.7510         -912.530     -917.419        4.889   305.0
5.7520         -912.533     -917.403        4.869   303.8
5.7530         -912.536     -917.380        4.844   302.2
5.7540         -912.537     -917.352        4.815   300.4
5.7550         -912.537     -917.320        4.784   298.5
5.7560         -912.535     -917.288        4.753   296.6
5.7570         -912.532     -917.257        4.725   294.8
5.7580         -912.527     -917.228        4.701   293.3
5.7590         -912.521     -917.204        4.683   292.1
5.7600         -912.515     -917.184        4.670   291.3
5.7610         -912.507     -917.171        4.663   290.9
5.7620         -912.500     -917.162        4.662   290.9
5.7630         -912.493     -917.159        4.667   291.1
5.7640         -912.486     -917.161        4.675   291.7
5.7650         -912.480     -917.166        4.687   292.4
5.7660         -912.474     -917.174        4.700   293.2
5.7670         -912.469     -917.183        4.714   294.1
5.7680         -912.464     -917.192        4.728   295.0
5.7690         -912.460     -917.201        4.741   295.8
5.7700         -912.457     -917.209        4.752   296.5
5.7710         -912.455     -917.215        4.761   297.0
5.7720         -912.452     -917.220        4.767   297.4
5.7730         -912.450     -917.222        4.772   297.7
5.7740         -912.449     -917.222        4.773   297.8
5.7750         -912.447     -917.219        4.773   297.8
5.7760         -912.445     -917.215        4.770   297.6
5.7770         -912.443     -917.208        4.765   297.3
5.7780         -912.441     -917.198        4.758   296.8
5.7790         -912.438     -917.186        4.749   296.3
5.7800         -912.435     -917.173        4.739   295.6
5.7810         -912.431     -917.159        4.728   295.0
5.7820         -912.427     -917.145        4.719   294.4
5.7830         -912.422     -917.133        4.711   293.9
5.7840         -912.417     -917.124        4.707   293.7
5.7850         -912.412     -917.119        4.707   293.7
5.7860         -912.407     -917.119        4.712   294.0
5.7870         -912.402     -917.124        4.721   294.6
5.7880         -912.398     -917.133        4.735   295.4
5.7890         -912.395     -917.146        4.751   296.4
5.7900         -912.392     -917.162        4.770   297.6
5.7910         -912.391     -917.179        4.788   298.7
5.7920         -912.390     -917.196        4.806   299.8
5.7930         -912.390     -917.210        4.820   300.7
5.7940         -912.391     -917.221        4.830   301.4
5.7950         -912.392     -917.228        4.835   301.7
5.7960         -912.394     -917.229        4.835   301.7
5.7970         -912.395     -917.224        4.829   301.3
5.7980         -912.396     -917.215        4.819   300.7
5.7990         -912.396     -917.202        4.806   299.8
5.8000         -912.396     -917.186        4.790   298.9
5.8010         -912.394     -917.169        4.775   297.9
5.8020         -912.393     -917.155        4.762   297.1
5.8030         -912.390     -917.143        4.753   296.6
5.8040         -912.387     -917.137        4.750   296.4
5.8050         -912.384     -917.138        4.754   296.6
5.8060         -912.382     -917.147        4.765   297.3
5.8070         -912.380     -917.163        4.783   298.4
5.8080         -912.379     -917.186        4.807   299.9
5.8090         -912.380     -917.217        4.837   301.8
5.8100         -912.382     -917.252        4.870   303.8
5.8110         -912.385     -917.289        4.904   306.0
5.8120         -912.391     -917.328        4.937   308.0
5.8130         -912.398     -917.365        4.967   309.9
5.8140         -912.406     -917.397        4.991   311.4
5.8150         -912.416     -917.423        5.007   312.4
5.8160         -912.426     -917.440        5.014   312.8
5.8170         -912.436     -917.447        5.011   312.6
5.8180         -912.446     -917.443        4.997   311.8
5.8190         -912.455     -917.428        4.973   310.3
5.8200         -912.463     -917.402        4.939   308.2
5.8210         -912.468     -917.366        4.898   305.6
5.8220         -912.472     -917.322        4.850   302.6
5.8230         -912.473     -917.273        4.800   299.5
5.8240         -912.472     -917.220        4.749   296.3
5.8250         -912.468     -917.167        4.699   293.2
5.8260         -912.461     -917.115        4.654   290.4
5.8270         -912.453     -917.068        4.616   288.0
5.8280         -912.442     -917.028        4.586   286.1
5.8290         -912.431     -916.996        4.566   284.9
5.8300         -912.418     -916.975        4.556   284.3
5.8310         -912.406     -916.963        4.557   284.3
5.8320         -912.393     -916.963        4.569   285.1
5.8330         -912.382     -916.972        4.590   286.4
5.8340         -912.371     -916.991        4.619   288.2
5.8350         -912.363     -917.017        4.655   290.4
5.8360         -912.356     -917.050        4.694   292.9
5.8370         -912.351     -917.086        4.735   295.4
5.8380         -912.348     -917.125        4.777   298.0
5.8390         -912.347     -917.164        4.817   300.5
5.8400         -912.349     -917.202        4.854   302.8
5.8410         -912.351     -917.238        4.887   304.9
5.8420         -912.356     -917.271        4.915   306.7
5.8430         -912.362     -917.302        4.940   308.2
5.8440         -912.369     -917.330        4.961   309.5
5.8450         -912.377     -917.356        4.979   310.7
5.8460         -912.386     -917.381        4.995   311.7
5.8470         -912.395     -917.404        5.009   312.5
5.8480         -912.406     -917.426        5.020   313.2
5.8490         -912.416     -917.445        5.029   313.7
5.8500         -912.427     -917.462        5.034   314.1
5.8510         -912.439     -917.476        5.037   314.3
5.8520         -912.450     -917.488        5.038   314.3
5.8530         -912.462     -917.498        5.036   314.2
5.8540         -912.473     -917.505        5.032   314.0
5.8550         -912.484     -917.510        5.026   313.6
5.8560         -912.495     -917.514        5.019   313.1
5.8570         -912.505     -917.514        5.009   312.5
5.8580         -912.515     -917.512        4.997   311.8
5.8590         -912.524     -917.506        4.982   310.8
5.8600         -912.532     -917.497        4.964   309.7
5.8610         -912.540     -917.482        4.943   308.4
5.8620         -912.546     -917.463        4.917   306.8
5.8630         -912.551     -917.439        4.888   305.0
5.8640         -912.554     -917.409        4.855   302.9
5.8650         -912.556     -917.376        4.820   300.7
5.8660         -912.556     -917.339        4.784   298.4
5.8670         -912.554     -917.302        4.748   296.2
5.8680         -912.550     -917.265        4.715   294.1
5.8690         -912.545     -917.230        4.686   292.3
5.8700         -912.538     -917.201        4.663   290.9
5.8710         -912.531     -917.179        4.649   290.0
5.8720         -912.522     -917.165        4.643   289.7
5.8730         -912.514     -917.161        4.647   289.9
5.8740         -912.506     -917.167        4.661   290.8
5.8750         -912.499     -917.183        4.684   292.2
5.8760         -912.494     -917.209        4.715   294.2
5.8770         -912.490     -917.243        4.753   296.5
5.8780         -912.488     -917.283        4.795   299.1
5.8790         -912.488     -917.327        4.839   301.9
5.8800         -912.490     -917.373        4.882   304.6
5.8810         -912.495     -917.418        4.923   307.1
5.8820         -912.501     -917.459        4.957   309.3
5.8830         -912.509     -917.493        4.984   310.9
5.8840         -912.519     -917.519        5.000   312.0
5.8850         -912.528     -917.533        5.005   312.2
5.8860         -912.538     -917.534        4.996   311.7
5.8870         -912.547     -917.523        4.976   310.4
5.8880         -912.555     -917.498        4.944   308.4
5.8890         -912.561     -917.462        4.901   305.8
5.8900         -912.564     -917.415        4.851   302.6
5.8910         -912.565     -917.361        4.796   299.2
5.8920         -912.564     -917.302        4.739   295.6
5.8930         -912.559     -917.242        4.683   292.2
5.8940         -912.552     -917.184        4.632   289.0
5.8950         -912.542     -917.131        4.589   286.3
5.8960         -912.530     -917.086        4.556   284.3
5.8970         -912.517     -917.051        4.534   282.9
5.8980         -912.503     -917.027        4.524   282.3
5.8990         -912.489     -917.014        4.525   282.3
5.9000         -912.475     -917.012        4.537   283.1
5.9010         -912.462     -917.019        4.558   284.3
5.9020         -912.450     -917.035        4.585   286.1
5.9030         -912.439     -917.056        4.617   288.0
5.9040         -912.430     -917.082        4.651   290.2
5.9050         -912.423     -917.109        4.686   292.3
5.9060         -912.418     -917.136        4.719   294.4
5.9070         -912.414     -917.162        4.748   296.2
5.9080         -912.411     -917.185        4.774   297.8
5.9090         -912.410     -917.204        4.794   299.1
5.9100         -912.410     -917.219        4.809   300.0
5.9110         -912.410     -917.229        4.819   300.7
5.9120         -912.411     -917.236        4.825   301.0
5.9130         -912.411     -917.240        4.828   301.2
5.9140         -912.412     -917.241        4.829   301.3
5.9150         -912.413     -917.242        4.829   301.3
5.9160         -912.415     -917.244        4.830   301.3
5.9170         -912.416     -917.248        4.832   301.5
5.9180         -912.417     -917.255        4.838   301.8
5.9190         -912.418     -917.265        4.847   302.4
5.9200         -912.421     -917.280        4.860   303.2
5.9210         -912.424     -917.300        4.877   304.2
5.9220         -912.427     -917.324        4.897   305.5
5.9230         -912.432     -917.351        4.919   306.9
5.9240         -912.438     -917.380        4.942   308.3
5.9250         -912.445     -917.408        4.963   309.6
5.9260         -912.453     -917.434        4.981   310.8
5.9270         -912.462     -917.456        4.994   311.6
5.9280         -912.472     -917.471        4.999   311.9
5.9290         -912.481     -917.478        4.996   311.7
5.9300         -912.490     -917.475        4.984   311.0
5.9310         -912.499     -917.461        4.962   309.6
5.9320         -912.506     -917.438        4.932   307.7
5.9330         -912.511     -917.404        4.893   305.3
5.9340         -912.515     -917.363        4.849   302.5
5.9350         -912.516     -917.317        4.801   299.5
5.9360         -912.514     -917.268        4.754   296.6
5.9370         -912.511     -917.220        4.709   293.8
5.9380         -912.505     -917.176        4.671   291.4
5.9390         -912.498     -917.140        4.642   289.6
5.9400         -912.489     -917.114        4.625   288.6
5.9410         -912.480     -917.101        4.621   288.3
5.9420         -912.470     -917.101        4.631   288.9
5.9430         -912.462     -917.114        4.652   290.3
5.9440         -912.455     -917.140        4.685   292.3
5.9450         -912.449     -917.175        4.726   294.9
5.9460         -912.446     -917.219        4.773   297.8
5.9470         -912.445     -917.267        4.822   300.8
5.9480         -912.447     -917.317        4.870   303.8
5.9490         -912.451     -917.364        4.913   306.6
5.9500         -912.457     -917.407        4.950   308.8
5.9510         -912.465     -917.442        4.977   310.5
5.9520         -912.473     -917.467        4.993   311.5
5.9530         -912.483     -917.481        4.998   311.8
5.9540         -912.492     -917.483        4.991   311.4
5.9550         -912.501     -917.474        4.973   310.2
