# Time(fs) Population Fitted_Population
4.230000000000000000e+02 3.139999999999999042e-02 4.220165160470397414e-02
4.240000000000000000e+02 3.162199999999999039e-02 4.190369481309844796e-02
4.250000000000000000e+02 3.169999999999999901e-02 4.160784168915255404e-02
4.260000000000000000e+02 3.444399999999998851e-02 4.131407738031804555e-02
4.270000000000000000e+02 3.359599999999999392e-02 4.102238713891029342e-02
4.280000000000000000e+02 3.108999999999999611e-02 4.073275632136788560e-02
4.290000000000000000e+02 3.010200000000000375e-02 4.044517038751756915e-02
4.300000000000000000e+02 2.897199999999999429e-02 4.015961489984418847e-02
4.310000000000000000e+02 2.881000000000000574e-02 3.987607552276593859e-02
4.320000000000000000e+02 3.186999999999999555e-02 3.959453802191469779e-02
4.330000000000000000e+02 2.971000000000000377e-02 3.931498826342139791e-02
4.340000000000000000e+02 2.739400000000000862e-02 3.903741221320651544e-02
4.350000000000000000e+02 2.686799999999999952e-02 3.876179593627548242e-02
4.360000000000000000e+02 2.649399999999998978e-02 3.848812559601910016e-02
4.370000000000000000e+02 2.615800000000000416e-02 3.821638745351895600e-02
4.380000000000000000e+02 2.572599999999999887e-02 3.794656786685766947e-02
4.390000000000000000e+02 2.529800000000000104e-02 3.767865329043407208e-02
4.400000000000000000e+02 2.522000000000000283e-02 3.741263027428313320e-02
4.410000000000000000e+02 2.510999999999999691e-02 3.714848546340073637e-02
4.420000000000000000e+02 2.597799999999999415e-02 3.688620559707329188e-02
4.430000000000000000e+02 2.785800000000000082e-02 3.662577750821192218e-02
4.440000000000000000e+02 2.751200000000000867e-02 3.636718812269155998e-02
4.450000000000000000e+02 2.713600000000000040e-02 3.611042445869448725e-02
4.460000000000000000e+02 2.706999999999999684e-02 3.585547362605865512e-02
4.470000000000000000e+02 2.606200000000000183e-02 3.560232282563059736e-02
4.480000000000000000e+02 2.609400000000000955e-02 3.535095934862282629e-02
4.490000000000000000e+02 2.753600000000000492e-02 3.510137057597583626e-02
4.500000000000000000e+02 3.067000000000000282e-02 3.485354397772467971e-02
4.510000000000000000e+02 3.223200000000001064e-02 3.460746711236978301e-02
4.520000000000000000e+02 2.997400000000000758e-02 3.436312762625246681e-02
4.530000000000000000e+02 3.004400000000000126e-02 3.412051325293471993e-02
4.540000000000000000e+02 3.168400000000000383e-02 3.387961181258336563e-02
4.550000000000000000e+02 3.346400000000000069e-02 3.364041121135873114e-02
4.560000000000000000e+02 3.019199999999999662e-02 3.340289944080732099e-02
4.570000000000000000e+02 2.807599999999999332e-02 3.316706457725909774e-02
4.580000000000000000e+02 2.846799999999998637e-02 3.293289478122884278e-02
4.590000000000000000e+02 2.845399999999999319e-02 3.270037829682177072e-02
4.600000000000000000e+02 2.840399999999998829e-02 3.246950345114341108e-02
4.610000000000000000e+02 2.826399999999998358e-02 3.224025865371351468e-02
4.620000000000000000e+02 2.813199999999998341e-02 3.201263239588426207e-02
4.630000000000000000e+02 2.723399999999999085e-02 3.178661325026244100e-02
4.640000000000000000e+02 2.687199999999999658e-02 3.156218987013580113e-02
4.650000000000000000e+02 2.782999999999999363e-02 3.133935098890344023e-02
4.660000000000000000e+02 2.615800000000000070e-02 3.111808541951012475e-02
4.670000000000000000e+02 2.734199999999999825e-02 3.089838205388473202e-02
4.680000000000000000e+02 2.963999999999999968e-02 3.068022986238255756e-02
4.690000000000000000e+02 2.852000000000000021e-02 3.046361789323165370e-02
4.700000000000000000e+02 2.546600000000000599e-02 3.024853527198293965e-02
4.710000000000000000e+02 2.524800000000000655e-02 3.003497120096440196e-02
4.720000000000000000e+02 2.533200000000000382e-02 2.982291495873888934e-02
4.730000000000000000e+02 2.546600000000000599e-02 2.961235589956595984e-02
4.740000000000000000e+02 2.548800000000000718e-02 2.940328345286739864e-02
4.750000000000000000e+02 2.506000000000000241e-02 2.919568712269656266e-02
4.760000000000000000e+02 2.560800000000000923e-02 2.898955648721148609e-02
4.770000000000000000e+02 2.505600000000000882e-02 2.878488119815161839e-02
4.780000000000000000e+02 2.465400000000000230e-02 2.858165098031835091e-02
4.790000000000000000e+02 2.443400000000000086e-02 2.837985563105919345e-02
4.800000000000000000e+02 2.420000000000000276e-02 2.817948501975552425e-02
4.810000000000000000e+02 2.396800000000000319e-02 2.798052908731409397e-02
4.820000000000000000e+02 2.432400000000000881e-02 2.778297784566192974e-02
4.830000000000000000e+02 2.458000000000000115e-02 2.758682137724498967e-02
4.840000000000000000e+02 2.490799999999999959e-02 2.739204983453023823e-02
4.850000000000000000e+02 2.480200000000000460e-02 2.719865343951128125e-02
4.860000000000000000e+02 2.487000000000000668e-02 2.700662248321752251e-02
4.870000000000000000e+02 2.461800000000000099e-02 2.681594732522668903e-02
4.880000000000000000e+02 2.429799999999999668e-02 2.662661839318089529e-02
4.890000000000000000e+02 2.423400000000000554e-02 2.643862618230608322e-02
4.900000000000000000e+02 2.342000000000000678e-02 2.625196125493484481e-02
4.910000000000000000e+02 2.345799999999999969e-02 2.606661424003268307e-02
4.920000000000000000e+02 2.329200000000000020e-02 2.588257583272747173e-02
4.930000000000000000e+02 2.318999999999999881e-02 2.569983679384240174e-02
4.940000000000000000e+02 2.476999999999998994e-02 2.551838794943211627e-02
4.950000000000000000e+02 2.416199999999999598e-02 2.533822019032217626e-02
4.960000000000000000e+02 2.484000000000000444e-02 2.515932447165173530e-02
4.970000000000000000e+02 2.471399999999999639e-02 2.498169181241950351e-02
4.980000000000000000e+02 2.435199999999999865e-02 2.480531329503283047e-02
4.990000000000000000e+02 2.439199999999999702e-02 2.463018006486005634e-02
5.000000000000000000e+02 2.441599999999999673e-02 2.445628332978597164e-02
5.010000000000000000e+02 2.443399999999999739e-02 2.428361435977042376e-02
5.020000000000000000e+02 2.413999999999999826e-02 2.411216448641009813e-02
5.030000000000000000e+02 2.419800000000000076e-02 2.394192510250326908e-02
5.040000000000000000e+02 2.435800000000000118e-02 2.377288766161774272e-02
5.050000000000000000e+02 2.450200000000000294e-02 2.360504367766180084e-02
5.060000000000000000e+02 2.559400000000000217e-02 2.343838472445815627e-02
5.070000000000000000e+02 2.556200000000000486e-02 2.327290243532098915e-02
5.080000000000000000e+02 2.538600000000000578e-02 2.310858850263586284e-02
5.090000000000000000e+02 2.500400000000000539e-02 2.294543467744267207e-02
5.100000000000000000e+02 2.947200000000000167e-02 2.278343276902155753e-02
5.110000000000000000e+02 2.996400000000000105e-02 2.262257464448167582e-02
5.120000000000000000e+02 2.948400000000000326e-02 2.246285222835294262e-02
5.130000000000000000e+02 2.937400000000000774e-02 2.230425750218058972e-02
5.140000000000000000e+02 2.939399999999998958e-02 2.214678250412263627e-02
5.150000000000000000e+02 2.933399999999999203e-02 2.199041932855018422e-02
5.160000000000000000e+02 2.882400000000000240e-02 2.183516012565053788e-02
5.170000000000000000e+02 2.904599999999999890e-02 2.168099710103310943e-02
5.180000000000000000e+02 3.037000000000000810e-02 2.152792251533816245e-02
5.190000000000000000e+02 2.980999999999999969e-02 2.137592868384822348e-02
5.200000000000000000e+02 2.958600000000000466e-02 2.122500797610231763e-02
5.210000000000000000e+02 2.952000000000000110e-02 2.107515281551291045e-02
5.220000000000000000e+02 2.928200000000000941e-02 2.092635567898551430e-02
5.230000000000000000e+02 2.871000000000000288e-02 2.077860909654105637e-02
5.240000000000000000e+02 2.849399999999999156e-02 2.063190565094082454e-02
5.250000000000000000e+02 2.845399999999999319e-02 2.048623797731411247e-02
5.260000000000000000e+02 2.799400000000000499e-02 2.034159876278850143e-02
5.270000000000000000e+02 2.759800000000000100e-02 2.019798074612271996e-02
5.280000000000000000e+02 2.874000000000000166e-02 2.005537671734215072e-02
5.290000000000000000e+02 2.961000000000000437e-02 1.991377951737679716e-02
5.300000000000000000e+02 3.054399999999999823e-02 1.977318203770194946e-02
5.310000000000000000e+02 3.057599999999999554e-02 1.963357721998128247e-02
5.320000000000000000e+02 3.096399999999998806e-02 1.949495805571252807e-02
5.330000000000000000e+02 3.087599999999999373e-02 1.935731758587563162e-02
5.340000000000000000e+02 3.203999999999999210e-02 1.922064890058337513e-02
5.350000000000000000e+02 3.177199999999999469e-02 1.908494513873449858e-02
5.360000000000000000e+02 3.299000000000000543e-02 1.895019948766924270e-02
5.370000000000000000e+02 3.400800000000000350e-02 1.881640518282736221e-02
5.380000000000000000e+02 3.028799999999999895e-02 1.868355550740849122e-02
5.390000000000000000e+02 3.163600000000000440e-02 1.855164379203499275e-02
5.400000000000000000e+02 3.096799999999999900e-02 1.842066341441709124e-02
5.410000000000000000e+02 3.073200000000000931e-02 1.829060779902043701e-02
5.420000000000000000e+02 3.068800000000000347e-02 1.816147041673600582e-02
5.430000000000000000e+02 2.974799999999999667e-02 1.803324478455229848e-02
5.440000000000000000e+02 2.839399999999999563e-02 1.790592446522992764e-02
5.450000000000000000e+02 2.834000000000000061e-02 1.777950306697839364e-02
5.460000000000000000e+02 2.776200000000000195e-02 1.765397424313523006e-02
5.470000000000000000e+02 2.767800000000000121e-02 1.752933169184738363e-02
5.480000000000000000e+02 2.765199999999999950e-02 1.740556915575483532e-02
5.490000000000000000e+02 2.756600000000000716e-02 1.728268042167650440e-02
5.500000000000000000e+02 2.738000000000000503e-02 1.716065932029827573e-02
5.510000000000000000e+02 2.768600000000000227e-02 1.703949972586331005e-02
5.520000000000000000e+02 2.655599999999999627e-02 1.691919555586453294e-02
5.530000000000000000e+02 2.628399999999999487e-02 1.679974077073924724e-02
5.540000000000000000e+02 2.600999999999999840e-02 1.668112937356596576e-02
5.550000000000000000e+02 2.543200000000000668e-02 1.656335540976331885e-02
5.560000000000000000e+02 3.001000000000000889e-02 1.644641296679113379e-02
5.570000000000000000e+02 2.929200000000000553e-02 1.633029617385361315e-02
5.580000000000000000e+02 2.593799999999999925e-02 1.621499920160461572e-02
5.590000000000000000e+02 2.581999999999998879e-02 1.610051626185498089e-02
