# Time(fs) Population Fitted_Population
3.500000000000000000e+01 6.527079999999999549e-01 6.595622498732667260e-01
3.600000000000000000e+01 6.347519999999999829e-01 6.549055351627349753e-01
3.700000000000000000e+01 6.349200000000001509e-01 6.502816983070219825e-01
3.800000000000000000e+01 6.289480000000001736e-01 6.456905071782425010e-01
3.900000000000000000e+01 6.187380000000004543e-01 6.411317312874067476e-01
4.000000000000000000e+01 6.124540000000000539e-01 6.366051417728485484e-01
4.100000000000000000e+01 6.071460000000000745e-01 6.321105113887361959e-01
4.200000000000000000e+01 6.035739999999999439e-01 6.276476144936649071e-01
4.300000000000000000e+01 5.982960000000002720e-01 6.232162270393276637e-01
4.400000000000000000e+01 5.965600000000000902e-01 6.188161265592685423e-01
4.500000000000000000e+01 5.849979999999999070e-01 6.144470921577142031e-01
4.600000000000000000e+01 5.796599999999998420e-01 6.101089044984840948e-01
4.700000000000000000e+01 5.793000000000000371e-01 6.058013457939790403e-01
4.800000000000000000e+01 5.710999999999998300e-01 6.015241997942483154e-01
4.900000000000000000e+01 5.628499999999999615e-01 5.972772517761333333e-01
5.000000000000000000e+01 5.589659999999999629e-01 5.930602885324874896e-01
5.100000000000000000e+01 5.607259999999999467e-01 5.888730983614731684e-01
5.200000000000000000e+01 5.555800000000000738e-01 5.847154710559333557e-01
5.300000000000000000e+01 5.558019999999999072e-01 5.805871978928394128e-01
5.400000000000000000e+01 5.500180000000000069e-01 5.764880716228117929e-01
5.500000000000000000e+01 5.465400000000001368e-01 5.724178864597162519e-01
5.600000000000000000e+01 5.515479999999999272e-01 5.683764380703327790e-01
5.700000000000000000e+01 5.480639999999999956e-01 5.643635235640972470e-01
5.800000000000000000e+01 5.494540000000001090e-01 5.603789414829162263e-01
5.900000000000000000e+01 5.582700000000000440e-01 5.564224917910528534e-01
6.000000000000000000e+01 5.476999999999998536e-01 5.524939758650851962e-01
6.100000000000000000e+01 5.365960000000000729e-01 5.485931964839343422e-01
6.200000000000000000e+01 5.403239999999996934e-01 5.447199578189634295e-01
6.300000000000000000e+01 5.327680000000000193e-01 5.408740654241466217e-01
6.400000000000000000e+01 5.262480000000001601e-01 5.370553262263078054e-01
6.500000000000000000e+01 5.174939999999998985e-01 5.332635485154275656e-01
6.600000000000000000e+01 5.175099999999999145e-01 5.294985419350186628e-01
6.700000000000000000e+01 5.019500000000000073e-01 5.257601174725698989e-01
6.800000000000000000e+01 4.962300000000000599e-01 5.220480874500573742e-01
6.900000000000000000e+01 4.850779999999996761e-01 5.183622655145224689e-01
7.000000000000000000e+01 4.815639999999998255e-01 5.147024666287161043e-01
7.100000000000000000e+01 4.646639999999999104e-01 5.110685070618102843e-01
7.200000000000000000e+01 4.613519999999998178e-01 5.074602043801732520e-01
7.300000000000000000e+01 4.586859999999999271e-01 5.038773774382118154e-01
7.400000000000000000e+01 4.585760000000000947e-01 5.003198463692770659e-01
7.500000000000000000e+01 4.538199999999998346e-01 4.967874325766342136e-01
7.600000000000000000e+01 4.543880000000000141e-01 4.932799587244975359e-01
7.700000000000000000e+01 4.459420000000000606e-01 4.897972487291266663e-01
7.800000000000000000e+01 4.280899999999999150e-01 4.863391277499876098e-01
7.900000000000000000e+01 4.304240000000000843e-01 4.829054221809746528e-01
8.000000000000000000e+01 4.294860000000001454e-01 4.794959596416952796e-01
8.100000000000000000e+01 4.232960000000000611e-01 4.761105689688162612e-01
8.200000000000000000e+01 4.152139999999999720e-01 4.727490802074706955e-01
8.300000000000000000e+01 4.097359999999999891e-01 4.694113246027260544e-01
8.400000000000000000e+01 4.100920000000000676e-01 4.660971345911119057e-01
8.500000000000000000e+01 4.065200000000001590e-01 4.628063437922081969e-01
8.600000000000000000e+01 4.094780000000000086e-01 4.595387870002924924e-01
8.700000000000000000e+01 3.983559999999999324e-01 4.562943001760459971e-01
8.800000000000000000e+01 3.984259999999998358e-01 4.530727204383185880e-01
8.900000000000000000e+01 4.018380000000000285e-01 4.498738860559517994e-01
9.000000000000000000e+01 4.027539999999997788e-01 4.466976364396594845e-01
9.100000000000000000e+01 4.003799999999999581e-01 4.435438121339657647e-01
9.200000000000000000e+01 4.001160000000000272e-01 4.404122548092000433e-01
9.300000000000000000e+01 3.923659999999999370e-01 4.373028072535484756e-01
9.400000000000000000e+01 3.895300000000000429e-01 4.342153133651615038e-01
9.500000000000000000e+01 3.871180000000000176e-01 4.311496181443172926e-01
9.600000000000000000e+01 3.819440000000000612e-01 4.281055676856402870e-01
9.700000000000000000e+01 3.678419999999998913e-01 4.250830091703745039e-01
9.800000000000000000e+01 3.699900000000000411e-01 4.220817908587122247e-01
9.900000000000000000e+01 3.699779999999999736e-01 4.191017620821758660e-01
1.000000000000000000e+02 3.712400000000000144e-01 4.161427732360543086e-01
1.010000000000000000e+02 3.707460000000000200e-01 4.132046757718920160e-01
1.020000000000000000e+02 3.610200000000002296e-01 4.102873221900318335e-01
1.030000000000000000e+02 3.518820000000000281e-01 4.073905660322102995e-01
1.040000000000000000e+02 3.510879999999999557e-01 4.045142618742046392e-01
1.050000000000000000e+02 3.501700000000000368e-01 4.016582653185323259e-01
1.060000000000000000e+02 3.383379999999999721e-01 3.988224329872021023e-01
1.070000000000000000e+02 3.365180000000000393e-01 3.960066225145159602e-01
1.080000000000000000e+02 3.308100000000000485e-01 3.932106925399219133e-01
1.090000000000000000e+02 3.305600000000000205e-01 3.904345027009175073e-01
1.100000000000000000e+02 3.338380000000000236e-01 3.876779136260031788e-01
1.110000000000000000e+02 3.331020000000000092e-01 3.849407869276856853e-01
1.120000000000000000e+02 3.302780000000001270e-01 3.822229851955303292e-01
1.130000000000000000e+02 3.302240000000001841e-01 3.795243719892629763e-01
1.140000000000000000e+02 3.311800000000000299e-01 3.768448118319202567e-01
1.150000000000000000e+02 3.302639999999998910e-01 3.741841702030482275e-01
1.160000000000000000e+02 3.336559999999999526e-01 3.715423135319493864e-01
1.170000000000000000e+02 3.336299999999999266e-01 3.689191091909767573e-01
1.180000000000000000e+02 3.358119999999998884e-01 3.663144254888757723e-01
1.190000000000000000e+02 3.211680000000000645e-01 3.637281316641733930e-01
1.200000000000000000e+02 3.212660000000001070e-01 3.611600978786129179e-01
1.210000000000000000e+02 3.199840000000000462e-01 3.586101952106364177e-01
1.220000000000000000e+02 3.219879999999999964e-01 3.560782956489121354e-01
1.230000000000000000e+02 3.179499999999999549e-01 3.535642720859079602e-01
1.240000000000000000e+02 3.167940000000000755e-01 3.510679983115109759e-01
1.250000000000000000e+02 3.164379999999999415e-01 3.485893490066905853e-01
1.260000000000000000e+02 3.080299999999999150e-01 3.461281997372075425e-01
1.270000000000000000e+02 3.060279999999999667e-01 3.436844269473672275e-01
1.280000000000000000e+02 3.055499999999999883e-01 3.412579079538166082e-01
1.290000000000000000e+02 3.035019999999999940e-01 3.388485209393851671e-01
1.300000000000000000e+02 3.034979999999998235e-01 3.364561449469695709e-01
1.310000000000000000e+02 2.981259999999999466e-01 3.340806598734615274e-01
1.320000000000000000e+02 2.939640000000000586e-01 3.317219464637176096e-01
1.330000000000000000e+02 2.935219999999999496e-01 3.293798863045732106e-01
1.340000000000000000e+02 3.001940000000000164e-01 3.270543618188972435e-01
1.350000000000000000e+02 3.036320000000000130e-01 3.247452562596899184e-01
1.360000000000000000e+02 3.054559999999999498e-01 3.224524537042214867e-01
1.370000000000000000e+02 3.107980000000000742e-01 3.201758390482128402e-01
1.380000000000000000e+02 3.110600000000001142e-01 3.179152980000568007e-01
1.390000000000000000e+02 3.134360000000000479e-01 3.156707170750805425e-01
1.400000000000000000e+02 3.201979999999998716e-01 3.134419835898483164e-01
1.410000000000000000e+02 3.255199999999998650e-01 3.112289856565045310e-01
1.420000000000000000e+02 3.231039999999998913e-01 3.090316121771566893e-01
1.430000000000000000e+02 3.266919999999998714e-01 3.068497528382977957e-01
1.440000000000000000e+02 3.258799999999999475e-01 3.046832981052688960e-01
1.450000000000000000e+02 3.258319999999998995e-01 3.025321392167594770e-01
1.460000000000000000e+02 3.305840000000000445e-01 3.003961681793478333e-01
1.470000000000000000e+02 3.319919999999997873e-01 2.982752777620795159e-01
1.480000000000000000e+02 3.300200000000000911e-01 2.961693614910838601e-01
1.490000000000000000e+02 3.266280000000001404e-01 2.940783136442288170e-01
1.500000000000000000e+02 3.178639999999999799e-01 2.920020292458136990e-01
1.510000000000000000e+02 3.087560000000000304e-01 2.899404040612986178e-01
1.520000000000000000e+02 3.081360000000001320e-01 2.878933345920723363e-01
1.530000000000000000e+02 3.081040000000002665e-01 2.858607180702557038e-01
1.540000000000000000e+02 3.009820000000001383e-01 2.838424524535428928e-01
1.550000000000000000e+02 2.923820000000001973e-01 2.818384364200785530e-01
1.560000000000000000e+02 2.925419999999999687e-01 2.798485693633711024e-01
1.570000000000000000e+02 2.947819999999999885e-01 2.778727513872421007e-01
1.580000000000000000e+02 2.947140000000000315e-01 2.759108833008112049e-01
1.590000000000000000e+02 3.001380000000000159e-01 2.739628666135165980e-01
1.600000000000000000e+02 2.968700000000000228e-01 2.720286035301703875e-01
1.610000000000000000e+02 2.866500000000000159e-01 2.701079969460492558e-01
1.620000000000000000e+02 2.853680000000001216e-01 2.682009504420192481e-01
1.630000000000000000e+02 2.832140000000000213e-01 2.663073682796958108e-01
1.640000000000000000e+02 2.822600000000000109e-01 2.644271553966368038e-01
1.650000000000000000e+02 2.819180000000000019e-01 2.625602174015708168e-01
1.660000000000000000e+02 2.818579999999998864e-01 2.607064605696581272e-01
1.670000000000000000e+02 2.724479999999999680e-01 2.588657918377852418e-01
1.680000000000000000e+02 2.690539999999999599e-01 2.570381187998936889e-01
1.690000000000000000e+02 2.648519999999999208e-01 2.552233497023401187e-01
1.700000000000000000e+02 2.641400000000000414e-01 2.534213934392907652e-01
1.710000000000000000e+02 2.497760000000000258e-01 2.516321595481471052e-01
1.720000000000000000e+02 2.520299999999999763e-01 2.498555582050048518e-01
1.730000000000000000e+02 2.516800000000000148e-01 2.480915002201445618e-01
1.740000000000000000e+02 2.524439999999998907e-01 2.463398970335537452e-01
1.750000000000000000e+02 2.523879999999999457e-01 2.446006607104811159e-01
1.760000000000000000e+02 2.502979999999999650e-01 2.428737039370224282e-01
1.770000000000000000e+02 2.495579999999999743e-01 2.411589400157364560e-01
1.780000000000000000e+02 2.502679999999998794e-01 2.394562828612930294e-01
1.790000000000000000e+02 2.473959999999999493e-01 2.377656469961511310e-01
1.800000000000000000e+02 2.465000000000000246e-01 2.360869475462677169e-01
1.810000000000000000e+02 2.457139999999999325e-01 2.344201002368371256e-01
1.820000000000000000e+02 2.408760000000000068e-01 2.327650213880598506e-01
1.830000000000000000e+02 2.412519999999998832e-01 2.311216279109417626e-01
1.840000000000000000e+02 2.375000000000000444e-01 2.294898373031231120e-01
1.850000000000000000e+02 2.380900000000000516e-01 2.278695676447362872e-01
1.860000000000000000e+02 2.398680000000000812e-01 2.262607375942935206e-01
1.870000000000000000e+02 2.326120000000000965e-01 2.246632663846031830e-01
1.880000000000000000e+02 2.327740000000000087e-01 2.230770738187152213e-01
1.890000000000000000e+02 2.312620000000000509e-01 2.215020802658949906e-01
1.900000000000000000e+02 2.362080000000000568e-01 2.199382066576255901e-01
1.910000000000000000e+02 2.382920000000000316e-01 2.183853744836384558e-01
1.920000000000000000e+02 2.336520000000000263e-01 2.168435057879719574e-01
1.930000000000000000e+02 2.376540000000001152e-01 2.153125231650578064e-01
1.940000000000000000e+02 2.337760000000000948e-01 2.137923497558351094e-01
1.950000000000000000e+02 2.368680000000000230e-01 2.122829092438918430e-01
1.960000000000000000e+02 2.280879999999999574e-01 2.107841258516336136e-01
1.970000000000000000e+02 2.282379999999999964e-01 2.092959243364794497e-01
1.980000000000000000e+02 2.276580000000000548e-01 2.078182299870843519e-01
1.990000000000000000e+02 2.281800000000000495e-01 2.063509686195887372e-01
2.000000000000000000e+02 2.256819999999999382e-01 2.048940665738941125e-01
2.010000000000000000e+02 2.266460000000000141e-01 2.034474507099651441e-01
2.020000000000000000e+02 2.223419999999999841e-01 2.020110484041580390e-01
2.030000000000000000e+02 2.221699999999999786e-01 2.005847875455744056e-01
2.040000000000000000e+02 2.250320000000000376e-01 1.991685965324412888e-01
2.050000000000000000e+02 2.230459999999999388e-01 1.977624042685165451e-01
2.060000000000000000e+02 2.223659999999999526e-01 1.963661401595195310e-01
2.070000000000000000e+02 2.190739999999999910e-01 1.949797341095873826e-01
2.080000000000000000e+02 2.228679999999999550e-01 1.936031165177556079e-01
2.090000000000000000e+02 2.220499999999999696e-01 1.922362182744642711e-01
2.100000000000000000e+02 2.216620000000000812e-01 1.908789707580885175e-01
2.110000000000000000e+02 2.194379999999999942e-01 1.895313058314933852e-01
2.120000000000000000e+02 2.192599999999999827e-01 1.881931558386134296e-01
2.130000000000000000e+02 2.159780000000000033e-01 1.868644536010559132e-01
2.140000000000000000e+02 2.069179999999999631e-01 1.855451324147285586e-01
2.150000000000000000e+02 2.030239999999999823e-01 1.842351260464907547e-01
2.160000000000000000e+02 2.027660000000000295e-01 1.829343687308284394e-01
2.170000000000000000e+02 1.981559999999999988e-01 1.816427951665524065e-01
2.180000000000000000e+02 1.951360000000000317e-01 1.803603405135204840e-01
2.190000000000000000e+02 1.922199999999999742e-01 1.790869403893817213e-01
2.200000000000000000e+02 1.932600000000000429e-01 1.778225308663448911e-01
2.210000000000000000e+02 1.933780000000000221e-01 1.765670484679686958e-01
2.220000000000000000e+02 1.872600000000000375e-01 1.753204301659752606e-01
2.230000000000000000e+02 1.879099999999999937e-01 1.740826133770860817e-01
2.240000000000000000e+02 1.910499999999999698e-01 1.728535359598799559e-01
2.250000000000000000e+02 1.844239999999999491e-01 1.716331362116734760e-01
2.260000000000000000e+02 1.884119999999999961e-01 1.704213528654235088e-01
2.270000000000000000e+02 1.857159999999999644e-01 1.692181250866510722e-01
2.280000000000000000e+02 1.876079999999999692e-01 1.680233924703877502e-01
2.290000000000000000e+02 1.844839999999999813e-01 1.668370950381428686e-01
2.300000000000000000e+02 1.845739999999999603e-01 1.656591732348925983e-01
2.310000000000000000e+02 1.817179999999999629e-01 1.644895679260901800e-01
2.320000000000000000e+02 1.812440000000000440e-01 1.633282203946969657e-01
2.330000000000000000e+02 1.808299999999999907e-01 1.621750723382351378e-01
2.340000000000000000e+02 1.773920000000000496e-01 1.610300658658602724e-01
2.350000000000000000e+02 1.775220000000000131e-01 1.598931434954554143e-01
2.360000000000000000e+02 1.761839999999999518e-01 1.587642481507453296e-01
2.370000000000000000e+02 1.755780000000000118e-01 1.576433231584308814e-01
2.380000000000000000e+02 1.761000000000000065e-01 1.565303122453441387e-01
2.390000000000000000e+02 1.731299999999999506e-01 1.554251595356232751e-01
2.400000000000000000e+02 1.755999999999998673e-01 1.543278095479073686e-01
2.410000000000000000e+02 1.773359999999999659e-01 1.532382071925512679e-01
2.420000000000000000e+02 1.743939999999999657e-01 1.521562977688597496e-01
2.430000000000000000e+02 1.720199999999999785e-01 1.510820269623415479e-01
2.440000000000000000e+02 1.746599999999999819e-01 1.500153408419826750e-01
2.450000000000000000e+02 1.698920000000000707e-01 1.489561858575387532e-01
2.460000000000000000e+02 1.702220000000000122e-01 1.479045088368469429e-01
2.470000000000000000e+02 1.681719999999999882e-01 1.468602569831563287e-01
2.480000000000000000e+02 1.681599999999999762e-01 1.458233778724774277e-01
2.490000000000000000e+02 1.673299999999999788e-01 1.447938194509506282e-01
2.500000000000000000e+02 1.638320000000000332e-01 1.437715300322325584e-01
2.510000000000000000e+02 1.625540000000000040e-01 1.427564582949015781e-01
2.520000000000000000e+02 1.619540000000000424e-01 1.417485532798813674e-01
2.530000000000000000e+02 1.611260000000000470e-01 1.407477643878823625e-01
2.540000000000000000e+02 1.558540000000000203e-01 1.397540413768618983e-01
2.550000000000000000e+02 1.528800000000000436e-01 1.387673343595016151e-01
2.560000000000000000e+02 1.447660000000000613e-01 1.377875938007031564e-01
2.570000000000000000e+02 1.436980000000000202e-01 1.368147705151015470e-01
2.580000000000000000e+02 1.430659999999999710e-01 1.358488156645955847e-01
2.590000000000000000e+02 1.419939999999999258e-01 1.348896807558963573e-01
2.600000000000000000e+02 1.377719999999999778e-01 1.339373176380926900e-01
2.610000000000000000e+02 1.381959999999999855e-01 1.329916785002336899e-01
2.620000000000000000e+02 1.368340000000000112e-01 1.320527158689288605e-01
2.630000000000000000e+02 1.396740000000000759e-01 1.311203826059643973e-01
2.640000000000000000e+02 1.385700000000000542e-01 1.301946319059371082e-01
2.650000000000000000e+02 1.384560000000000235e-01 1.292754172939044321e-01
2.660000000000000000e+02 1.381739999999999635e-01 1.283626926230513887e-01
2.670000000000000000e+02 1.370999999999999719e-01 1.274564120723739036e-01
2.680000000000000000e+02 1.397459999999999813e-01 1.265565301443783708e-01
2.690000000000000000e+02 1.389619999999999744e-01 1.256630016627977020e-01
2.700000000000000000e+02 1.327819999999999834e-01 1.247757817703233074e-01
2.710000000000000000e+02 1.321980000000000099e-01 1.238948259263531332e-01
2.720000000000000000e+02 1.318480000000000207e-01 1.230200899047556445e-01
2.730000000000000000e+02 1.298399999999999832e-01 1.221515297916495740e-01
2.740000000000000000e+02 1.288880000000000026e-01 1.212891019831992823e-01
2.750000000000000000e+02 1.284560000000000146e-01 1.204327631834258422e-01
2.760000000000000000e+02 1.258100000000000052e-01 1.195824704020333196e-01
2.770000000000000000e+02 1.249379999999999658e-01 1.187381809522506937e-01
2.780000000000000000e+02 1.236279999999999879e-01 1.178998524486888771e-01
2.790000000000000000e+02 1.221319999999999628e-01 1.170674428052127097e-01
2.800000000000000000e+02 1.189339999999999842e-01 1.162409102328283428e-01
2.810000000000000000e+02 1.188600000000000073e-01 1.154202132375851536e-01
2.820000000000000000e+02 1.209520000000000040e-01 1.146053106184927728e-01
2.830000000000000000e+02 1.191559999999999980e-01 1.137961614654526415e-01
2.840000000000000000e+02 1.217779999999999557e-01 1.129927251572042102e-01
2.850000000000000000e+02 1.206519999999999537e-01 1.121949613592856110e-01
2.860000000000000000e+02 1.195839999999999542e-01 1.114028300220088752e-01
2.870000000000000000e+02 1.188199999999999812e-01 1.106162913784494162e-01
2.880000000000000000e+02 1.204039999999999833e-01 1.098353059424492795e-01
2.890000000000000000e+02 1.153380000000000238e-01 1.090598345066352698e-01
2.900000000000000000e+02 1.149020000000000319e-01 1.082898381404502758e-01
2.910000000000000000e+02 1.170500000000000429e-01 1.075252781881991249e-01
2.920000000000000000e+02 1.214979999999999949e-01 1.067661162671079550e-01
2.930000000000000000e+02 1.216499999999999942e-01 1.060123142653970757e-01
2.940000000000000000e+02 1.208540000000000031e-01 1.052638343403679566e-01
2.950000000000000000e+02 1.209439999999999960e-01 1.045206389165031780e-01
2.960000000000000000e+02 1.224559999999999815e-01 1.037826906835802449e-01
2.970000000000000000e+02 1.245699999999999863e-01 1.030499525947983497e-01
2.980000000000000000e+02 1.246980000000000172e-01 1.023223878649187901e-01
2.990000000000000000e+02 1.267060000000000408e-01 1.015999599684179466e-01
3.000000000000000000e+02 1.284020000000000161e-01 1.008826326376538324e-01
3.010000000000000000e+02 1.281980000000000064e-01 1.001703698610452581e-01
3.020000000000000000e+02 1.280200000000000504e-01 9.946313588126397265e-02
3.030000000000000000e+02 1.261580000000000479e-01 9.876089519343973777e-02
3.040000000000000000e+02 1.288080000000000058e-01 9.806361254337761513e-02
3.050000000000000000e+02 1.269680000000000808e-01 9.737125292578825697e-02
3.060000000000000000e+02 1.301800000000000179e-01 9.668378158253058963e-02
3.070000000000000000e+02 1.276179999999999815e-01 9.600116400086676494e-02
3.080000000000000000e+02 1.240839999999999860e-01 9.532336591172975437e-02
3.090000000000000000e+02 1.256479999999999542e-01 9.465035328800266989e-02
3.100000000000000000e+02 1.240739999999999760e-01 9.398209234281067193e-02
3.110000000000000000e+02 1.196399999999999825e-01 9.331854952782479840e-02
3.120000000000000000e+02 1.194620000000000126e-01 9.265969153157768701e-02
3.130000000000000000e+02 1.190779999999999617e-01 9.200548527779142671e-02
3.140000000000000000e+02 1.149959999999999316e-01 9.135589792371677509e-02
3.150000000000000000e+02 1.126959999999999906e-01 9.071089685848456041e-02
3.160000000000000000e+02 1.100079999999999808e-01 9.007044970146853291e-02
3.170000000000000000e+02 1.094379999999999797e-01 8.943452430065967906e-02
3.180000000000000000e+02 1.095400000000000124e-01 8.880308873105220713e-02
3.190000000000000000e+02 1.055999999999999994e-01 8.817611129304084305e-02
3.200000000000000000e+02 1.033640000000000114e-01 8.755356051082933966e-02
3.210000000000000000e+02 1.027740000000000181e-01 8.693540513085033783e-02
3.220000000000000000e+02 1.038019999999999915e-01 8.632161412019644098e-02
3.230000000000000000e+02 1.039519999999999889e-01 8.571215666506218356e-02
3.240000000000000000e+02 1.021320000000000006e-01 8.510700216919725447e-02
3.250000000000000000e+02 1.018680000000000002e-01 8.450612025237028146e-02
3.260000000000000000e+02 1.011619999999999742e-01 8.390948074884382879e-02
3.270000000000000000e+02 1.005760000000000126e-01 8.331705370585992809e-02
3.280000000000000000e+02 9.883400000000001906e-02 8.272880938213642010e-02
3.290000000000000000e+02 9.843000000000001748e-02 8.214471824637388508e-02
3.300000000000000000e+02 9.617799999999998573e-02 8.156475097577299549e-02
3.310000000000000000e+02 9.579600000000000615e-02 8.098887845456256840e-02
3.320000000000000000e+02 9.236599999999997590e-02 8.041707177253779038e-02
3.330000000000000000e+02 9.009199999999997766e-02 7.984930222360887841e-02
3.340000000000000000e+02 8.919599999999996975e-02 7.928554130436005210e-02
3.350000000000000000e+02 9.143799999999999151e-02 7.872576071261844222e-02
3.360000000000000000e+02 9.192200000000003146e-02 7.816993234603333840e-02
3.370000000000000000e+02 9.058800000000001573e-02 7.761802830066538705e-02
3.380000000000000000e+02 9.574400000000002353e-02 7.707002086958567033e-02
3.390000000000000000e+02 9.352199999999999402e-02 7.652588254148495750e-02
3.400000000000000000e+02 8.912200000000002065e-02 7.598558599929225443e-02
3.410000000000000000e+02 9.267399999999997862e-02 7.544910411880369205e-02
3.420000000000000000e+02 9.173800000000000010e-02 7.491640996732067126e-02
3.430000000000000000e+02 8.807000000000002327e-02 7.438747680229783332e-02
3.440000000000000000e+02 8.679799999999998628e-02 7.386227807000050882e-02
3.450000000000000000e+02 8.215999999999999692e-02 7.334078740417168674e-02
3.460000000000000000e+02 7.865399999999998781e-02 7.282297862470832328e-02
3.470000000000000000e+02 7.513000000000001621e-02 7.230882573634703214e-02
3.480000000000000000e+02 7.672600000000000253e-02 7.179830292735905894e-02
3.490000000000000000e+02 7.641599999999999782e-02 7.129138456825449832e-02
3.500000000000000000e+02 7.570000000000001728e-02 7.078804521049568421e-02
3.510000000000000000e+02 7.495000000000001661e-02 7.028825958521946193e-02
3.520000000000000000e+02 7.378600000000003212e-02 6.979200260196874450e-02
3.530000000000000000e+02 7.553000000000001379e-02 6.929924934743286746e-02
3.540000000000000000e+02 7.790600000000001690e-02 6.880997508419686715e-02
3.550000000000000000e+02 7.349000000000001365e-02 6.832415524949972396e-02
3.560000000000000000e+02 7.268000000000000849e-02 6.784176545400107117e-02
3.570000000000000000e+02 7.207199999999999718e-02 6.736278148055686865e-02
3.580000000000000000e+02 7.361199999999999688e-02 6.688717928300369486e-02
3.590000000000000000e+02 7.366799999999999737e-02 6.641493498495144865e-02
3.600000000000000000e+02 7.118399999999996952e-02 6.594602487858491902e-02
3.610000000000000000e+02 7.100599999999998579e-02 6.548042542347327910e-02
3.620000000000000000e+02 7.378400000000000236e-02 6.501811324538855907e-02
3.630000000000000000e+02 7.152000000000000024e-02 6.455906513513209877e-02
3.640000000000000000e+02 6.371000000000001662e-02 6.410325804736941024e-02
3.650000000000000000e+02 6.130400000000000432e-02 6.365066909947315887e-02
3.660000000000000000e+02 6.068200000000000677e-02 6.320127557037465149e-02
3.670000000000000000e+02 5.720599999999999991e-02 6.275505489942284632e-02
3.680000000000000000e+02 5.388200000000001322e-02 6.231198468525197404e-02
3.690000000000000000e+02 5.039600000000000329e-02 6.187204268465688189e-02
3.700000000000000000e+02 5.153599999999999154e-02 6.143520681147634360e-02
3.710000000000000000e+02 5.142599999999999949e-02 6.100145513548437676e-02
3.720000000000000000e+02 5.231000000000000927e-02 6.057076588128913752e-02
3.730000000000000000e+02 4.850600000000000050e-02 6.014311742723984361e-02
3.740000000000000000e+02 4.882400000000001322e-02 5.971848830434131616e-02
3.750000000000000000e+02 4.565600000000000214e-02 5.929685719517611281e-02
3.760000000000000000e+02 4.382999999999999396e-02 5.887820293283448775e-02
3.770000000000000000e+02 4.313999999999999085e-02 5.846250449985156833e-02
3.780000000000000000e+02 4.196399999999998742e-02 5.804974102715237949e-02
3.790000000000000000e+02 4.491800000000001347e-02 5.763989179300406385e-02
3.800000000000000000e+02 4.247599999999999987e-02 5.723293622197565128e-02
3.810000000000000000e+02 3.859200000000000130e-02 5.682885388390519071e-02
3.820000000000000000e+02 3.712600000000001316e-02 5.642762449287396648e-02
3.830000000000000000e+02 3.671199999999999464e-02 5.602922790618814625e-02
3.840000000000000000e+02 3.760399999999999854e-02 5.563364412336761766e-02
3.850000000000000000e+02 3.668400000000000133e-02 5.524085328514188181e-02
3.860000000000000000e+02 3.595400000000000679e-02 5.485083567245302438e-02
3.870000000000000000e+02 3.558800000000000158e-02 5.446357170546590326e-02
3.880000000000000000e+02 3.760600000000000054e-02 5.407904194258503217e-02
3.890000000000000000e+02 3.987999999999999184e-02 5.369722707947865298e-02
3.900000000000000000e+02 4.007600000000000051e-02 5.331810794810959431e-02
3.910000000000000000e+02 3.831999999999999990e-02 5.294166551577299262e-02
3.920000000000000000e+02 4.081400000000000305e-02 5.256788088414083432e-02
3.930000000000000000e+02 4.122200000000000863e-02 5.219673528831315912e-02
3.940000000000000000e+02 4.291600000000000970e-02 5.182821009587601502e-02
3.950000000000000000e+02 4.303600000000000481e-02 5.146228680596612315e-02
3.960000000000000000e+02 4.112999999999999295e-02 5.109894704834201662e-02
3.970000000000000000e+02 4.467200000000001725e-02 5.073817258246193090e-02
3.980000000000000000e+02 4.538000000000001061e-02 5.037994529656791842e-02
3.990000000000000000e+02 4.334799999999999764e-02 5.002424720677670772e-02
4.000000000000000000e+02 4.302399999999998587e-02 4.967106045617684928e-02
4.010000000000000000e+02 4.472600000000000880e-02 4.932036731393220352e-02
4.020000000000000000e+02 4.389799999999999258e-02 4.897215017439193047e-02
4.030000000000000000e+02 4.356600000000000056e-02 4.862639155620648163e-02
4.040000000000000000e+02 4.538000000000000367e-02 4.828307410145012829e-02
4.050000000000000000e+02 4.213599999999999290e-02 4.794218057474947808e-02
4.060000000000000000e+02 3.758000000000000229e-02 4.760369386241822265e-02
4.070000000000000000e+02 3.738600000000000256e-02 4.726759697159801238e-02
4.080000000000000000e+02 3.314199999999998397e-02 4.693387302940541655e-02
4.090000000000000000e+02 3.231999999999999457e-02 4.660250528208473991e-02
4.100000000000000000e+02 3.193999999999999617e-02 4.627347709416704952e-02
4.110000000000000000e+02 3.189000000000000168e-02 4.594677194763498868e-02
4.120000000000000000e+02 3.310599999999999654e-02 4.562237344109353054e-02
4.130000000000000000e+02 3.154399999999999565e-02 4.530026528894665755e-02
4.140000000000000000e+02 3.147399999999998810e-02 4.498043132057966131e-02
4.150000000000000000e+02 3.129200000000000037e-02 4.466285547954744473e-02
4.160000000000000000e+02 3.131799999999998474e-02 4.434752182276838206e-02
4.170000000000000000e+02 3.180199999999998306e-02 4.403441451972395920e-02
4.180000000000000000e+02 3.159799999999997333e-02 4.372351785166411764e-02
4.190000000000000000e+02 3.404999999999998306e-02 4.341481621081798997e-02
4.200000000000000000e+02 3.376199999999998647e-02 4.310829409961045022e-02
4.210000000000000000e+02 3.153399999999998565e-02 4.280393612988408342e-02
4.220000000000000000e+02 3.114199999999998913e-02 4.250172702212662301e-02
