# Time(fs) Normalized_Population Fitted_Population
3.830000000000000000e+02 3.905531914893616702e-02 4.755643987176129406e-02
3.840000000000000000e+02 4.000425531914893890e-02 4.717974332838072854e-02
3.850000000000000000e+02 3.902553191489362139e-02 4.680603061402894421e-02
3.860000000000000000e+02 3.824893617021277864e-02 4.643527809367177517e-02
3.870000000000000000e+02 3.785957446808511234e-02 4.606746231948914694e-02
3.880000000000000000e+02 4.000638297872340793e-02 4.570256002939214468e-02
3.890000000000000000e+02 4.242553191489360775e-02 4.534054814555181501e-02
3.900000000000000000e+02 4.263404255319148961e-02 4.498140377293970149e-02
3.910000000000000000e+02 4.076595744680851230e-02 4.462510419787976690e-02
3.920000000000000000e+02 4.341914893617021542e-02 4.427162688661196582e-02
3.930000000000000000e+02 4.385319148936171058e-02 4.392094948386712078e-02
3.940000000000000000e+02 4.565531914893618259e-02 4.357304981145304623e-02
3.950000000000000000e+02 4.578297872340426206e-02 4.322790586685196917e-02
3.960000000000000000e+02 4.375531914893616287e-02 4.288549582182896863e-02
3.970000000000000000e+02 4.752340425531916684e-02 4.254579802105146885e-02
3.980000000000000000e+02 4.827659574468086412e-02 4.220879098071970287e-02
3.990000000000000000e+02 4.611489361702127837e-02 4.187445338720797300e-02
4.000000000000000000e+02 4.577021276595743399e-02 4.154276409571670131e-02
4.010000000000000000e+02 4.758085106382979601e-02 4.121370212893513824e-02
4.020000000000000000e+02 4.669999999999999152e-02 4.088724667571470850e-02
4.030000000000000000e+02 4.634680851063829876e-02 4.056337708975278622e-02
4.040000000000000000e+02 4.827659574468085718e-02 4.024207288828698936e-02
4.050000000000000000e+02 4.482553191489361405e-02 3.992331375079975070e-02
4.060000000000000000e+02 3.997872340425532439e-02 3.960707951773313751e-02
4.070000000000000000e+02 3.977234042553191851e-02 3.929335018921398248e-02
4.080000000000000000e+02 3.525744680851062435e-02 3.898210592378888867e-02
4.090000000000000000e+02 3.438297872340425471e-02 3.867332703716945541e-02
4.100000000000000000e+02 3.397872340425531906e-02 3.836699400098736445e-02
4.110000000000000000e+02 3.392553191489362102e-02 3.806308744155929152e-02
4.120000000000000000e+02 3.521914893617020953e-02 3.776158813866169195e-02
4.130000000000000000e+02 3.355744680851063810e-02 3.746247702431520360e-02
4.140000000000000000e+02 3.348297872340424280e-02 3.716573518157871570e-02
4.150000000000000000e+02 3.328936170212766499e-02 3.687134384335300635e-02
4.160000000000000000e+02 3.331702127659572771e-02 3.657928439119383091e-02
4.170000000000000000e+02 3.383191489361700444e-02 3.628953835413441242e-02
4.180000000000000000e+02 3.361489361702125339e-02 3.600208740751727199e-02
4.190000000000000000e+02 3.622340425531913460e-02 3.571691337183530851e-02
4.200000000000000000e+02 3.591702127659573279e-02 3.543399821158205870e-02
4.210000000000000000e+02 3.354680851063828601e-02 3.515332403411104700e-02
4.220000000000000000e+02 3.312978723404254311e-02 3.487487308850421158e-02
4.230000000000000000e+02 3.340425531914893026e-02 3.459862776444923987e-02
4.240000000000000000e+02 3.364042553191488871e-02 3.432457059112582753e-02
4.250000000000000000e+02 3.372340425531915320e-02 3.405268423610081918e-02
4.260000000000000000e+02 3.664255319148935347e-02 3.378295150423191867e-02
4.270000000000000000e+02 3.574042553191488641e-02 3.351535533658031585e-02
4.280000000000000000e+02 3.307446808510638298e-02 3.324987880933173018e-02
4.290000000000000000e+02 3.202340425531915308e-02 3.298650513272614881e-02
4.300000000000000000e+02 3.082127659574467743e-02 3.272521764999593991e-02
4.310000000000000000e+02 3.064893617021277258e-02 3.246599983631241054e-02
4.320000000000000000e+02 3.390425531914893070e-02 3.220883529774073994e-02
4.330000000000000000e+02 3.160638297872341018e-02 3.195370777020314218e-02
4.340000000000000000e+02 2.914255319148937109e-02 3.170060111845027229e-02
4.350000000000000000e+02 2.858297872340425511e-02 3.144949933504076478e-02
4.360000000000000000e+02 2.818510638297871268e-02 3.120038653932886291e-02
4.370000000000000000e+02 2.782765957446809227e-02 3.095324697646007969e-02
4.380000000000000000e+02 2.736808510638297914e-02 3.070806501637477273e-02
4.390000000000000000e+02 2.691276595744681102e-02 3.046482515281966064e-02
4.400000000000000000e+02 2.682978723404255694e-02 3.022351200236714219e-02
4.410000000000000000e+02 2.671276595744680529e-02 2.998411030344236977e-02
4.420000000000000000e+02 2.763617021276595226e-02 2.974660491535811163e-02
4.430000000000000000e+02 2.963617021276596097e-02 2.951098081735710824e-02
4.440000000000000000e+02 2.926808510638298846e-02 2.927722310766215849e-02
4.450000000000000000e+02 2.886808510638298048e-02 2.904531700253365489e-02
4.460000000000000000e+02 2.879787234042553018e-02 2.881524783533461614e-02
4.470000000000000000e+02 2.772553191489362037e-02 2.858700105560310276e-02
4.480000000000000000e+02 2.775957446808511794e-02 2.836056222813198788e-02
4.490000000000000000e+02 2.929361702127660297e-02 2.813591703205602090e-02
4.500000000000000000e+02 3.262765957446808751e-02 2.791305125994612488e-02
4.510000000000000000e+02 3.428936170212767282e-02 2.769195081691086177e-02
4.520000000000000000e+02 3.188723404255320443e-02 2.747260171970501708e-02
4.530000000000000000e+02 3.196170212765957891e-02 2.725499009584523777e-02
4.540000000000000000e+02 3.370638297872340788e-02 2.703910218273269939e-02
4.550000000000000000e+02 3.559999999999999970e-02 2.682492432678269118e-02
4.560000000000000000e+02 3.211914893617021094e-02 2.661244298256111585e-02
4.570000000000000000e+02 2.986808510638297443e-02 2.640164471192783108e-02
4.580000000000000000e+02 3.028510638297871038e-02 2.619251618318673910e-02
4.590000000000000000e+02 3.027021276595744104e-02 2.598504417024271110e-02
4.600000000000000000e+02 3.021702127659573259e-02 2.577921555176502719e-02
4.610000000000000000e+02 3.006808510638296281e-02 2.557501731035758535e-02
4.620000000000000000e+02 2.992765957446806915e-02 2.537243653173562249e-02
4.630000000000000000e+02 2.897234042553190753e-02 2.517146040390897191e-02
4.640000000000000000e+02 2.858723404255318970e-02 2.497207621637176356e-02
4.650000000000000000e+02 2.960638297872339800e-02 2.477427135929857749e-02
4.660000000000000000e+02 2.782765957446808880e-02 2.457803332274694982e-02
4.670000000000000000e+02 2.908723404255319014e-02 2.438334969586619314e-02
4.680000000000000000e+02 3.153191489361702182e-02 2.419020816611248265e-02
4.690000000000000000e+02 3.034042553191489480e-02 2.399859651847016662e-02
4.700000000000000000e+02 2.709148936170213684e-02 2.380850263467924194e-02
4.710000000000000000e+02 2.685957446808511645e-02 2.361991449246895330e-02
4.720000000000000000e+02 2.694893617021277069e-02 2.343282016479744656e-02
4.730000000000000000e+02 2.709148936170213684e-02 2.324720781909746931e-02
4.740000000000000000e+02 2.711489361702128578e-02 2.306306571652802159e-02
4.750000000000000000e+02 2.665957446808511072e-02 2.288038221123194285e-02
4.760000000000000000e+02 2.724255319148937218e-02 2.269914574959943504e-02
4.770000000000000000e+02 2.665531914893617960e-02 2.251934486953727568e-02
4.780000000000000000e+02 2.622765957446808807e-02 2.234096819974398795e-02
4.790000000000000000e+02 2.599361702127659865e-02 2.216400445899063473e-02
4.800000000000000000e+02 2.574468085106383294e-02 2.198844245540737541e-02
4.810000000000000000e+02 2.549787234042553627e-02 2.181427108577562932e-02
4.820000000000000000e+02 2.587659574468086088e-02 2.164147933482587702e-02
4.830000000000000000e+02 2.614893617021276859e-02 2.147005627454100576e-02
4.840000000000000000e+02 2.649787234042553369e-02 2.129999106346518178e-02
4.850000000000000000e+02 2.638510638297873051e-02 2.113127294601819736e-02
4.860000000000000000e+02 2.645744680851064637e-02 2.096389125181524066e-02
4.870000000000000000e+02 2.618936170212766285e-02 2.079783539499207093e-02
4.880000000000000000e+02 2.584893617021276346e-02 2.063309487353551241e-02
4.890000000000000000e+02 2.578085106382979608e-02 2.046965926861927035e-02
4.900000000000000000e+02 2.491489361702128522e-02 2.030751824394502053e-02
4.910000000000000000e+02 2.495531914893617254e-02 2.014666154508867185e-02
4.920000000000000000e+02 2.477872340425531922e-02 1.998707899885187114e-02
4.930000000000000000e+02 2.467021276595744717e-02 1.982876051261856995e-02
4.940000000000000000e+02 2.635106382978722600e-02 1.967169607371678855e-02
4.950000000000000000e+02 2.570425531914893175e-02 1.951587574878531003e-02
4.960000000000000000e+02 2.642553191489362477e-02 1.936128968314549531e-02
4.970000000000000000e+02 2.629148936170212433e-02 1.920792810017802124e-02
4.980000000000000000e+02 2.590638297872340304e-02 1.905578130070458356e-02
4.990000000000000000e+02 2.594893617021276286e-02 1.890483966237446398e-02
5.000000000000000000e+02 2.597446808510638083e-02 1.875509363905599261e-02
5.010000000000000000e+02 2.599361702127659518e-02 1.860653376023280181e-02
5.020000000000000000e+02 2.568085106382978627e-02 1.845915063040488163e-02
5.030000000000000000e+02 2.574255319148936391e-02 1.831293492849436072e-02
5.040000000000000000e+02 2.591276595744681013e-02 1.816787740725603686e-02
5.050000000000000000e+02 2.606595744680851451e-02 1.802396889269250110e-02
5.060000000000000000e+02 2.722765957446808896e-02 1.788120028347396986e-02
5.070000000000000000e+02 2.719361702127660180e-02 1.773956255036266555e-02
5.080000000000000000e+02 2.700638297872341026e-02 1.759904673564179067e-02
5.090000000000000000e+02 2.660000000000000558e-02 1.745964395254898105e-02
5.100000000000000000e+02 3.135319148936170641e-02 1.732134538471430396e-02
5.110000000000000000e+02 3.187659574468085233e-02 1.718414228560264517e-02
5.120000000000000000e+02 3.136595744680851366e-02 1.704802597796057501e-02
5.130000000000000000e+02 3.124893617021277589e-02 1.691298785326753734e-02
5.140000000000000000e+02 3.127021276595743499e-02 1.677901937119143441e-02
5.150000000000000000e+02 3.120638297872339872e-02 1.664611205904848942e-02
5.160000000000000000e+02 3.066382978723404540e-02 1.651425751126741129e-02
5.170000000000000000e+02 3.090000000000000038e-02 1.638344738885778862e-02
5.180000000000000000e+02 3.230851063829788539e-02 1.625367341888269909e-02
5.190000000000000000e+02 3.171276595744681320e-02 1.612492739393549951e-02
5.200000000000000000e+02 3.147446808510639266e-02 1.599720117162076183e-02
5.210000000000000000e+02 3.140425531914894236e-02 1.587048667403930316e-02
5.220000000000000000e+02 3.115106382978724553e-02 1.574477588727732358e-02
5.230000000000000000e+02 3.054255319148936609e-02 1.562006086089956156e-02
5.240000000000000000e+02 3.031276595744680086e-02 1.549633370744649651e-02
5.250000000000000000e+02 3.027021276595744104e-02 1.537358660193549088e-02
5.260000000000000000e+02 2.978085106382979269e-02 1.525181178136592909e-02
5.270000000000000000e+02 2.935957446808510826e-02 1.513100154422824389e-02
5.280000000000000000e+02 3.057446808510638769e-02 1.501114825001684770e-02
5.290000000000000000e+02 3.150000000000000716e-02 1.489224431874691668e-02
5.300000000000000000e+02 3.249361702127659401e-02 1.477428223047499815e-02
5.310000000000000000e+02 3.252765957446808465e-02 1.465725452482343275e-02
5.320000000000000000e+02 3.294042553191488254e-02 1.454115380050851995e-02
5.330000000000000000e+02 3.284680851063829371e-02 1.442597271487243253e-02
5.340000000000000000e+02 3.408510638297871514e-02 1.431170398341884836e-02
5.350000000000000000e+02 3.379999999999999671e-02 1.419834037935224086e-02
5.360000000000000000e+02 3.509574468085106813e-02 1.408587473312082096e-02
5.370000000000000000e+02 3.617872340425532657e-02 1.397429993196315501e-02
5.380000000000000000e+02 3.222127659574468284e-02 1.386360891945825208e-02
5.390000000000000000e+02 3.365531914893617887e-02 1.375379469507933931e-02
5.400000000000000000e+02 3.294468085106382754e-02 1.364485031375110673e-02
5.410000000000000000e+02 3.269361702127660668e-02 1.353676888541047521e-02
5.420000000000000000e+02 3.264680851063830186e-02 1.342954357457084615e-02
5.430000000000000000e+02 3.164680851063829403e-02 1.332316759988979270e-02
5.440000000000000000e+02 3.020638297872340131e-02 1.321763423374018413e-02
5.450000000000000000e+02 3.014893617021276867e-02 1.311293680178470498e-02
5.460000000000000000e+02 2.953404255319149255e-02 1.300906868255374479e-02
5.470000000000000000e+02 2.944468085106383137e-02 1.290602330702662892e-02
5.480000000000000000e+02 2.941702127659574437e-02 1.280379415821616962e-02
5.490000000000000000e+02 2.932553191489362804e-02 1.270237477075650614e-02
5.500000000000000000e+02 2.912765957446809134e-02 1.260175873049421309e-02
5.510000000000000000e+02 2.945319148936170750e-02 1.250193967408263704e-02
5.520000000000000000e+02 2.825106382978723185e-02 1.240291128857946325e-02
5.530000000000000000e+02 2.796170212765957189e-02 1.230466731104745345e-02
5.540000000000000000e+02 2.767021276595744636e-02 1.220720152815835818e-02
5.550000000000000000e+02 2.705531914893617718e-02 1.211050777579995852e-02
5.560000000000000000e+02 3.192553191489362618e-02 1.201457993868622690e-02
5.570000000000000000e+02 3.116170212765958375e-02 1.191941194997056877e-02
5.580000000000000000e+02 2.759361702127659591e-02 1.182499779086213995e-02
5.590000000000000000e+02 2.746808510638296813e-02 1.173133149024518408e-02
5.600000000000000000e+02 2.723191489361701315e-02 1.163840712430140416e-02
5.610000000000000000e+02 2.724893617021276193e-02 1.154621881613531256e-02
5.620000000000000000e+02 2.701702127659574154e-02 1.145476073540256136e-02
5.630000000000000000e+02 2.698936170212766147e-02 1.136402709794119559e-02
5.640000000000000000e+02 2.619574468085106300e-02 1.127401216540585560e-02
5.650000000000000000e+02 2.619999999999999413e-02 1.118471024490485209e-02
5.660000000000000000e+02 2.563617021276595742e-02 1.109611568864012424e-02
5.670000000000000000e+02 2.551489361702128159e-02 1.100822289355006187e-02
5.680000000000000000e+02 2.559574468085106316e-02 1.092102630095513442e-02
5.690000000000000000e+02 2.549574468085106724e-02 1.083452039620634751e-02
5.700000000000000000e+02 2.537234042553191196e-02 1.074869970833645764e-02
5.710000000000000000e+02 2.460425531914893146e-02 1.066355880971401118e-02
5.720000000000000000e+02 2.668936170212765982e-02 1.057909231570002516e-02
5.730000000000000000e+02 2.601489361702128203e-02 1.049529488430746976e-02
5.740000000000000000e+02 2.598936170212766406e-02 1.041216121586342053e-02
5.750000000000000000e+02 2.559148936170212857e-02 1.032968605267388200e-02
5.760000000000000000e+02 2.516382978723404398e-02 1.024786417869127594e-02
5.770000000000000000e+02 2.466595744680851604e-02 1.016669041918454724e-02
5.780000000000000000e+02 2.464042553191489807e-02 1.008615964041190832e-02
5.790000000000000000e+02 2.587872340425532644e-02 1.000626674929614920e-02
5.800000000000000000e+02 2.580638297872341058e-02 9.927006693102541010e-03
5.810000000000000000e+02 2.576808510638297842e-02 9.848374459119275601e-03
5.820000000000000000e+02 2.578936170212765833e-02 9.770365074340441394e-03
5.830000000000000000e+02 2.555531914893616890e-02 9.692973605151519734e-03
5.840000000000000000e+02 2.538085106382978809e-02 9.616195157017353237e-03
5.850000000000000000e+02 2.540425531914893703e-02 9.540024874172603475e-03
5.860000000000000000e+02 2.593404255319149004e-02 9.464457939314652873e-03
5.870000000000000000e+02 2.538936170212765381e-02 9.389489573298936964e-03
5.880000000000000000e+02 2.516382978723403704e-02 9.315115034836694841e-03
5.890000000000000000e+02 2.678297872340424865e-02 9.241329620195115266e-03
5.900000000000000000e+02 2.660425531914893324e-02 9.168128662899843739e-03
5.910000000000000000e+02 2.795106382978723367e-02 9.095507533439869605e-03
5.920000000000000000e+02 2.817659574468084696e-02 9.023461638974729013e-03
5.930000000000000000e+02 2.790212765957447716e-02 8.951986423044041088e-03
5.940000000000000000e+02 2.754893617021277052e-02 8.881077365279335667e-03
5.950000000000000000e+02 2.711489361702128231e-02 8.810729981118170864e-03
5.960000000000000000e+02 2.697872340425531978e-02 8.740939821520510994e-03
5.970000000000000000e+02 2.732340425531915029e-02 8.671702472687352684e-03
5.980000000000000000e+02 2.713191489361702069e-02 8.603013555781574909e-03
5.990000000000000000e+02 2.694680851063829818e-02 8.534868726651011206e-03
6.000000000000000000e+02 2.655531914893618020e-02 8.467263675553705904e-03
6.010000000000000000e+02 2.664042553191489984e-02 8.400194126885349166e-03
6.020000000000000000e+02 2.650851063829787885e-02 8.333655838908868296e-03
6.030000000000000000e+02 2.624255319148936783e-02 8.267644603486170099e-03
6.040000000000000000e+02 2.612340425531915408e-02 8.202156245811996135e-03
6.050000000000000000e+02 2.617659574468085906e-02 8.137186624149889136e-03
6.060000000000000000e+02 2.434255319148936544e-02 8.072731629570280981e-03
6.070000000000000000e+02 2.366170212765957362e-02 8.008787185690582552e-03
6.080000000000000000e+02 2.385744680851063435e-02 7.945349248417410762e-03
6.090000000000000000e+02 2.246382978723403603e-02 7.882413805690810515e-03
6.100000000000000000e+02 2.358085106382978510e-02 7.819976877230527118e-03
6.110000000000000000e+02 2.332553191489362271e-02 7.758034514284264938e-03
6.120000000000000000e+02 2.395319148936170608e-02 7.696582799377966154e-03
6.130000000000000000e+02 2.211489361702127440e-02 7.635617846068045410e-03
6.140000000000000000e+02 2.331276595744680158e-02 7.575135798695598575e-03
6.150000000000000000e+02 2.339361702127659356e-02 7.515132832142557007e-03
6.160000000000000000e+02 2.345531914893617120e-02 7.455605151589772550e-03
6.170000000000000000e+02 2.309148936170212982e-02 7.396548992277016815e-03
6.180000000000000000e+02 2.281063829787234598e-02 7.337960619264885173e-03
6.190000000000000000e+02 2.267234042553191095e-02 7.279836327198582931e-03
6.200000000000000000e+02 2.277659574468085188e-02 7.222172440073585872e-03
6.210000000000000000e+02 2.239361702127659268e-02 7.164965311003153488e-03
6.220000000000000000e+02 2.228936170212765869e-02 7.108211321987688812e-03
6.230000000000000000e+02 2.236170212765956761e-02 7.051906883685919725e-03
6.240000000000000000e+02 2.195744680851063543e-02 6.996048435187896507e-03
6.250000000000000000e+02 2.318723404255318768e-02 6.940632443789785701e-03
6.260000000000000000e+02 2.297021276595744010e-02 6.885655404770448136e-03
6.270000000000000000e+02 2.328936170212766305e-02 6.831113841169785504e-03
6.280000000000000000e+02 2.498936170212764929e-02 6.777004303568847678e-03
6.290000000000000000e+02 2.496382978723404172e-02 6.723323369871674754e-03
6.300000000000000000e+02 2.504042553191489218e-02 6.670067645088872087e-03
6.310000000000000000e+02 2.505319148936169943e-02 6.617233761122896622e-03
6.320000000000000000e+02 2.573617021276596029e-02 6.564818376555046735e-03
6.330000000000000000e+02 2.647659574468085378e-02 6.512818176434139079e-03
6.340000000000000000e+02 2.548936170212766361e-02 6.461229872066855118e-03
6.350000000000000000e+02 2.475319148936170471e-02 6.410050200809754711e-03
6.360000000000000000e+02 2.542978723404255501e-02 6.359275925862929897e-03
6.370000000000000000e+02 2.547446808510638733e-02 6.308903836065302313e-03
6.380000000000000000e+02 2.489574468085106393e-02 6.258930745691534785e-03
6.390000000000000000e+02 2.496808510638297285e-02 6.209353494250550998e-03
6.400000000000000000e+02 2.475106382978724262e-02 6.160168946285651988e-03
6.410000000000000000e+02 2.509148936170213506e-02 6.111373991176238113e-03
6.420000000000000000e+02 2.484042553191489339e-02 6.062965542941050646e-03
6.430000000000000000e+02 2.522127659574468356e-02 6.014940540043019722e-03
6.440000000000000000e+02 2.585531914893617403e-02 5.967295945195639703e-03
6.450000000000000000e+02 2.512127659574468763e-02 5.920028745170878917e-03
6.460000000000000000e+02 2.556382978723405197e-02 5.873135950608608137e-03
6.470000000000000000e+02 2.505319148936171331e-02 5.826614595827547816e-03
6.480000000000000000e+02 2.481702127659574791e-02 5.780461738637699375e-03
6.490000000000000000e+02 2.501063829787234655e-02 5.734674460154277897e-03
6.500000000000000000e+02 2.492978723404255803e-02 5.689249864613103724e-03
6.510000000000000000e+02 2.475957446808510834e-02 5.644185079187466827e-03
6.520000000000000000e+02 2.414042553191489415e-02 5.599477253806438813e-03
6.530000000000000000e+02 2.308936170212765732e-02 5.555123560974619540e-03
6.540000000000000000e+02 2.198723404255319147e-02 5.511121195593319221e-03
6.550000000000000000e+02 2.135957446808510463e-02 5.467467374783151722e-03
6.560000000000000000e+02 2.162340425531915356e-02 5.424159337708033858e-03
6.570000000000000000e+02 2.088085106382979103e-02 5.381194345400582002e-03
6.580000000000000000e+02 2.073829787234042835e-02 5.338569680588885202e-03
6.590000000000000000e+02 2.032765957446808561e-02 5.296282647524657404e-03
6.600000000000000000e+02 2.008297872340425796e-02 5.254330571812747958e-03
6.610000000000000000e+02 2.002127659574468033e-02 5.212710800242000009e-03
6.620000000000000000e+02 1.853829787234043125e-02 5.171420700617455034e-03
6.630000000000000000e+02 1.873617021276596101e-02 5.130457661593879233e-03
6.640000000000000000e+02 1.756382978723404487e-02 5.089819092510613520e-03
6.650000000000000000e+02 1.686595744680850772e-02 5.049502423227728888e-03
6.660000000000000000e+02 1.679787234042552993e-02 5.009505103963484557e-03
6.670000000000000000e+02 1.932553191489361916e-02 4.969824605133065475e-03
6.680000000000000000e+02 1.962127659574467581e-02 4.930458417188601783e-03
6.690000000000000000e+02 1.932553191489361569e-02 4.891404050460460701e-03
6.700000000000000000e+02 1.911914893617020980e-02 4.852659034999783939e-03
6.710000000000000000e+02 1.901489361702127234e-02 4.814220920422281058e-03
6.720000000000000000e+02 2.049574468085105933e-02 4.776087275753258810e-03
6.730000000000000000e+02 1.999574468085106582e-02 4.738255689273874333e-03
6.740000000000000000e+02 2.328085106382978692e-02 4.700723768368608724e-03
6.750000000000000000e+02 2.573404255319148431e-02 4.663489139373960986e-03
6.760000000000000000e+02 2.454893617021276439e-02 4.626549447428304242e-03
6.770000000000000000e+02 2.427234042553191515e-02 4.589902356322976204e-03
6.780000000000000000e+02 2.426382978723404249e-02 4.553545548354517164e-03
6.790000000000000000e+02 2.408936170212766167e-02 4.517476724178096266e-03
6.800000000000000000e+02 2.404042553191489129e-02 4.481693602662086169e-03
6.810000000000000000e+02 2.427234042553191515e-02 4.446193920743800841e-03
6.820000000000000000e+02 2.403829787234042573e-02 4.410975433286366126e-03
6.830000000000000000e+02 2.383404255319148887e-02 4.376035912936731762e-03
6.840000000000000000e+02 2.363191489361702105e-02 4.341373149984803156e-03
6.850000000000000000e+02 2.350851063829787618e-02 4.306984952223692938e-03
6.860000000000000000e+02 2.365106382978723193e-02 4.272869144811074910e-03
6.870000000000000000e+02 2.335957446808510987e-02 4.239023570131638698e-03
6.880000000000000000e+02 2.312340425531914448e-02 4.205446087660636399e-03
6.890000000000000000e+02 2.314042553191488980e-02 4.172134573828505631e-03
6.900000000000000000e+02 2.280212765957446638e-02 4.139086921886565504e-03
6.910000000000000000e+02 2.276595744680851366e-02 4.106301041773782051e-03
6.920000000000000000e+02 2.310851063829787513e-02 4.073774859984578833e-03
6.930000000000000000e+02 2.485744680851064217e-02 4.041506319437706586e-03
6.940000000000000000e+02 2.884255319148936944e-02 4.009493379346139828e-03
6.950000000000000000e+02 2.780851063829788139e-02 3.977734015088013435e-03
6.960000000000000000e+02 2.726170212765958306e-02 3.946226218078576625e-03
6.970000000000000000e+02 2.701063829787234832e-02 3.914967995643160899e-03
6.980000000000000000e+02 2.666808510638297991e-02 3.883957370891159312e-03
6.990000000000000000e+02 2.672340425531915392e-02 3.853192382590995852e-03
7.000000000000000000e+02 2.700638297872340679e-02 3.822671085046091839e-03
7.010000000000000000e+02 2.618510638297872825e-02 3.792391547971813315e-03
7.020000000000000000e+02 2.838936170212765994e-02 3.762351856373390320e-03
7.030000000000000000e+02 2.807446808510638200e-02 3.732550110424806729e-03
7.040000000000000000e+02 2.708936170212766781e-02 3.702984425348648106e-03
7.050000000000000000e+02 2.718085106382979454e-02 3.673652931296899748e-03
7.060000000000000000e+02 2.713829787234042779e-02 3.644553773232690579e-03
7.070000000000000000e+02 2.661276595744680590e-02 3.615685110812975542e-03
7.080000000000000000e+02 2.667872340425531813e-02 3.587045118272142591e-03
7.090000000000000000e+02 2.720851063829786767e-02 3.558631984306541689e-03
7.100000000000000000e+02 2.737446808510637583e-02 3.530443911959944489e-03
7.110000000000000000e+02 2.701276595744680001e-02 3.502479118509878742e-03
7.120000000000000000e+02 2.731489361702126722e-02 3.474735835354893828e-03
7.130000000000000000e+02 2.640212765957446195e-02 3.447212307902705348e-03
7.140000000000000000e+02 2.763617021276595226e-02 3.419906795459227468e-03
7.150000000000000000e+02 3.253829787234042981e-02 3.392817571118484331e-03
7.160000000000000000e+02 3.273404255319148359e-02 3.365942921653395335e-03
7.170000000000000000e+02 3.329999999999998933e-02 3.339281147407421706e-03
7.180000000000000000e+02 3.293617021276595141e-02 3.312830562187076087e-03
7.190000000000000000e+02 3.217234042553190898e-02 3.286589493155279550e-03
7.200000000000000000e+02 3.130425531914893256e-02 3.260556280725565581e-03
7.210000000000000000e+02 3.003829787234041718e-02 3.234729278457121066e-03
7.220000000000000000e+02 3.279361702127658873e-02 3.209106852950659953e-03
7.230000000000000000e+02 3.270212765957446199e-02 3.183687383745118730e-03
7.240000000000000000e+02 3.265744680851062620e-02 3.158469263215175037e-03
7.250000000000000000e+02 3.234893617021275536e-02 3.133450896469572484e-03
7.260000000000000000e+02 3.197659574468084825e-02 3.108630701250255594e-03
7.270000000000000000e+02 3.154255319148936004e-02 3.084007107832300535e-03
7.280000000000000000e+02 3.131914893617021578e-02 3.059578558924640375e-03
7.290000000000000000e+02 3.114893617021276956e-02 3.035343509571575282e-03
7.300000000000000000e+02 3.053829787234042456e-02 3.011300427055064229e-03
7.310000000000000000e+02 2.998936170212765026e-02 2.987447790797789944e-03
7.320000000000000000e+02 2.976808510638297503e-02 2.963784092266990612e-03
7.330000000000000000e+02 3.247659574468084870e-02 2.940307834879056590e-03
7.340000000000000000e+02 3.205531914893616774e-02 2.917017533904878255e-03
7.350000000000000000e+02 3.457234042553192221e-02 2.893911716375948025e-03
7.360000000000000000e+02 3.432978723404256360e-02 2.870988920991202238e-03
7.370000000000000000e+02 3.364042553191490259e-02 2.848247698024605062e-03
7.380000000000000000e+02 3.443404255319148372e-02 2.825686609233460985e-03
7.390000000000000000e+02 3.431276595744681135e-02 2.803304227767453721e-03
7.400000000000000000e+02 3.507659574468084684e-02 2.781099138078408934e-03
7.410000000000000000e+02 3.484255319148935742e-02 2.759069935830767758e-03
7.420000000000000000e+02 3.419148936170213898e-02 2.737215227812772860e-03
7.430000000000000000e+02 3.365531914893617887e-02 2.715533631848350993e-03
7.440000000000000000e+02 3.327659574468085774e-02 2.694023776709712856e-03
7.450000000000000000e+02 3.102765957446809025e-02 2.672684302030612583e-03
7.460000000000000000e+02 3.046170212765957758e-02 2.651513858220325408e-03
7.470000000000000000e+02 2.996808510638296688e-02 2.630511106378290165e-03
7.480000000000000000e+02 2.952127659574467489e-02 2.609674718209433961e-03
7.490000000000000000e+02 2.867234042553191281e-02 2.589003375940163859e-03
7.500000000000000000e+02 2.829361702127658473e-02 2.568495772235026425e-03
7.510000000000000000e+02 3.183829787234042363e-02 2.548150610114027336e-03
7.520000000000000000e+02 3.175106382978723496e-02 2.527966602870604113e-03
7.530000000000000000e+02 3.129787234042553240e-02 2.507942473990251980e-03
7.540000000000000000e+02 3.105744680851064629e-02 2.488076957069789395e-03
7.550000000000000000e+02 3.235319148936170036e-02 2.468368795737268043e-03
7.560000000000000000e+02 3.170425531914893014e-02 2.448816743572513818e-03
7.570000000000000000e+02 3.132553191489360900e-02 2.429419564028298829e-03
7.580000000000000000e+02 3.139148936170212817e-02 2.410176030352137455e-03
7.590000000000000000e+02 3.275106382978724279e-02 2.391084925508701713e-03
7.600000000000000000e+02 3.189787234042552877e-02 2.372145042102851136e-03
7.610000000000000000e+02 3.112340425531915158e-02 2.353355182303272421e-03
7.620000000000000000e+02 3.060212765957447123e-02 2.334714157766724051e-03
7.630000000000000000e+02 3.174893617021276593e-02 2.316220789562881133e-03
7.640000000000000000e+02 3.103829787234042153e-02 2.297873908099774820e-03
7.650000000000000000e+02 3.095744680851063649e-02 2.279672353049823266e-03
7.660000000000000000e+02 3.038297872340425115e-02 2.261614973276447615e-03
7.670000000000000000e+02 2.917021276595743728e-02 2.243700626761269135e-03
7.680000000000000000e+02 2.889148936170212595e-02 2.225928180531886163e-03
7.690000000000000000e+02 2.870638297872339997e-02 2.208296510590216158e-03
7.700000000000000000e+02 2.861914893617021477e-02 2.190804501841414967e-03
