# Time(fs) Normalized_Population Fitted_Population
7.710000000000000000e+02 2.827446808510638773e-02 2.173451048023349041e-03
7.720000000000000000e+02 2.817872340425532293e-02 2.156235051636634040e-03
7.730000000000000000e+02 2.804255319148936734e-02 2.139155423875224640e-03
7.740000000000000000e+02 2.813617021276597005e-02 2.122211084557552516e-03
7.750000000000000000e+02 2.760212765957447897e-02 2.105400962058213803e-03
7.760000000000000000e+02 2.692553191489362174e-02 2.088723993240193012e-03
7.770000000000000000e+02 2.330212765957447377e-02 2.072179123387627754e-03
7.780000000000000000e+02 2.330425531914892892e-02 2.055765306139102112e-03
7.790000000000000000e+02 2.526170212765957088e-02 2.039481503421478655e-03
7.800000000000000000e+02 2.464893617021275685e-02 2.023326685384233947e-03
7.810000000000000000e+02 2.603829787234041709e-02 2.007299830334336160e-03
7.820000000000000000e+02 2.677659574468084155e-02 1.991399924671626194e-03
7.830000000000000000e+02 2.638936170212765470e-02 1.975625962824714438e-03
7.840000000000000000e+02 2.408297872340425111e-02 1.959976947187383640e-03
7.850000000000000000e+02 2.254680851063829358e-02 1.944451888055497447e-03
7.860000000000000000e+02 2.223191489361701217e-02 1.929049803564407244e-03
7.870000000000000000e+02 2.206595744680850402e-02 1.913769719626854911e-03
7.880000000000000000e+02 2.133404255319148665e-02 1.898610669871368456e-03
7.890000000000000000e+02 2.058510638297871703e-02 1.883571695581144449e-03
7.900000000000000000e+02 2.290638297872340037e-02 1.868651845633415107e-03
7.910000000000000000e+02 2.312553191489361004e-02 1.853850176439296102e-03
7.920000000000000000e+02 2.601702127659573718e-02 1.839165751884109688e-03
7.930000000000000000e+02 2.579148936170212389e-02 1.824597643268181845e-03
7.940000000000000000e+02 2.558085106382977994e-02 1.810144929248106924e-03
7.950000000000000000e+02 2.370638297872339206e-02 1.795806695778479371e-03
7.960000000000000000e+02 2.349361702127658949e-02 1.781582036054084935e-03
7.970000000000000000e+02 2.477234042553190865e-02 1.767470050452551577e-03
7.980000000000000000e+02 2.471914893617020714e-02 1.753469846477453357e-03
7.990000000000000000e+02 2.496595744680850382e-02 1.739580538701866004e-03
8.000000000000000000e+02 2.583191489361701468e-02 1.725801248712368523e-03
8.010000000000000000e+02 2.511914893617020819e-02 1.712131105053489545e-03
8.020000000000000000e+02 2.603191489361701347e-02 1.698569243172592773e-03
8.030000000000000000e+02 2.784680851063828927e-02 1.685114805365199369e-03
8.040000000000000000e+02 2.667872340425531119e-02 1.671766940720743368e-03
8.050000000000000000e+02 2.591063829787233416e-02 1.658524805068756647e-03
8.060000000000000000e+02 2.808297872340425466e-02 1.645387560925481302e-03
8.070000000000000000e+02 2.753829787234042190e-02 1.632354377440902241e-03
8.080000000000000000e+02 2.696808510638296769e-02 1.619424430346203068e-03
8.090000000000000000e+02 2.662127659574467856e-02 1.606596901901633954e-03
8.100000000000000000e+02 2.715957446808510770e-02 1.593870980844796495e-03
8.110000000000000000e+02 2.690212765957446239e-02 1.581245862339335359e-03
8.120000000000000000e+02 2.702553191489361073e-02 1.568720747924035866e-03
8.130000000000000000e+02 2.468297872340425095e-02 1.556294845462332689e-03
8.140000000000000000e+02 2.422765957446808283e-02 1.543967369092202587e-03
8.150000000000000000e+02 2.400425531914893162e-02 1.531737539176469560e-03
8.160000000000000000e+02 2.432340425531914416e-02 1.519604582253496639e-03
8.170000000000000000e+02 2.425106382978723177e-02 1.507567730988268418e-03
8.180000000000000000e+02 2.433617021276595141e-02 1.495626224123862164e-03
8.190000000000000000e+02 2.437659574468085261e-02 1.483779306433302952e-03
8.200000000000000000e+02 2.431063829787234037e-02 1.472026228671800222e-03
8.210000000000000000e+02 2.450212765957446304e-02 1.460366247529362727e-03
8.220000000000000000e+02 2.443404255319148871e-02 1.448798625583788604e-03
8.230000000000000000e+02 2.408936170212766167e-02 1.437322631254028208e-03
8.240000000000000000e+02 2.284042553191490202e-02 1.425937538753915563e-03
8.250000000000000000e+02 2.221489361702127380e-02 1.414642628046267146e-03
8.260000000000000000e+02 2.095744680851063801e-02 1.403437184797344311e-03
8.270000000000000000e+02 2.178085106382979252e-02 1.392320500331675672e-03
8.280000000000000000e+02 2.188085106382978845e-02 1.381291871587237699e-03
8.290000000000000000e+02 2.195319148936170084e-02 1.370350601070990503e-03
8.300000000000000000e+02 2.161063829787233589e-02 1.359495996814765774e-03
8.310000000000000000e+02 2.026808510638297700e-02 1.348727372331503388e-03
8.320000000000000000e+02 2.029148936170212247e-02 1.338044046571836704e-03
8.330000000000000000e+02 2.046808510638297232e-02 1.327445343881018727e-03
8.340000000000000000e+02 2.035106382978723802e-02 1.316930593956192616e-03
8.350000000000000000e+02 2.034468085106383439e-02 1.306499131803997649e-03
8.360000000000000000e+02 2.053191489361702246e-02 1.296150297698513663e-03
8.370000000000000000e+02 1.978085106382978728e-02 1.285883437139537276e-03
8.380000000000000000e+02 1.992978723404254665e-02 1.275697900811187911e-03
8.390000000000000000e+02 1.973404255319148246e-02 1.265593044540843639e-03
8.400000000000000000e+02 1.846382978723404289e-02 1.255568229258400550e-03
8.410000000000000000e+02 1.729361702127659925e-02 1.245622820955855428e-03
8.420000000000000000e+02 1.728510638297872312e-02 1.235756190647209355e-03
8.430000000000000000e+02 1.702127659574468113e-02 1.225967714328687680e-03
8.440000000000000000e+02 1.672553191489361754e-02 1.216256772939275279e-03
8.450000000000000000e+02 1.671063829787233779e-02 1.206622752321565364e-03
8.460000000000000000e+02 1.752765957446808520e-02 1.197065043182917940e-03
8.470000000000000000e+02 1.732127659574467932e-02 1.187583041056923571e-03
8.480000000000000000e+02 1.847021276595744305e-02 1.178176146265180269e-03
8.490000000000000000e+02 1.843404255319149032e-02 1.168843763879360296e-03
8.500000000000000000e+02 1.875744680851063745e-02 1.159585303683589213e-03
8.510000000000000000e+02 1.877872340425531736e-02 1.150400180137116802e-03
8.520000000000000000e+02 1.804042553191489290e-02 1.141287812337285924e-03
8.530000000000000000e+02 1.768297872340425514e-02 1.132247623982793241e-03
8.540000000000000000e+02 1.648297872340424852e-02 1.123279043337242463e-03
8.550000000000000000e+02 1.729361702127659231e-02 1.114381503192984901e-03
8.560000000000000000e+02 1.735106382978723188e-02 1.105554440835247341e-03
8.570000000000000000e+02 1.692127659574467827e-02 1.096797298006543754e-03
8.580000000000000000e+02 1.686808510638297329e-02 1.088109520871368687e-03
8.590000000000000000e+02 1.504042553191489197e-02 1.079490559981171466e-03
8.600000000000000000e+02 1.496808510638297264e-02 1.070939870239605773e-03
8.610000000000000000e+02 1.507446808510637913e-02 1.062456910868056145e-03
8.620000000000000000e+02 1.476170212765956676e-02 1.054041145371437463e-03
8.630000000000000000e+02 1.449787234042552823e-02 1.045692041504264194e-03
8.640000000000000000e+02 1.551276595744680367e-02 1.037409071236989819e-03
8.650000000000000000e+02 1.488936170212765316e-02 1.029191710722611452e-03
8.660000000000000000e+02 1.487021276595743707e-02 1.021039440263540529e-03
8.670000000000000000e+02 1.434042553191488580e-02 1.012951744278734779e-03
8.680000000000000000e+02 1.378085106382978195e-02 1.004928111271090416e-03
8.690000000000000000e+02 1.473404255319148495e-02 9.969680337950940965e-04
8.700000000000000000e+02 1.457234042553190792e-02 9.890710084247292342e-04
8.710000000000000000e+02 1.509787234042552460e-02 9.812365357216377548e-04
8.720000000000000000e+02 1.491276595744680904e-02 9.734641202035337068e-04
8.730000000000000000e+02 1.574893617021276560e-02 9.657532703128668926e-04
8.740000000000000000e+02 1.567872340425531530e-02 9.581034983857349965e-04
8.750000000000000000e+02 1.524255319148935632e-02 9.505143206210419369e-04
8.760000000000000000e+02 1.574042553191489294e-02 9.429852570499001625e-04
8.770000000000000000e+02 1.638085106382978356e-02 9.355158315052755939e-04
8.780000000000000000e+02 1.577872340425531469e-02 9.281055715918734746e-04
8.790000000000000000e+02 1.590425531914893206e-02 9.207540086562614450e-04
8.800000000000000000e+02 1.596808510638297873e-02 9.134606777572307082e-04
8.810000000000000000e+02 1.584680851063829249e-02 9.062251176363904067e-04
8.820000000000000000e+02 1.600638297872340049e-02 8.990468706889990060e-04
8.830000000000000000e+02 1.641489361702127420e-02 8.919254829350186991e-04
8.840000000000000000e+02 1.643829787234041620e-02 8.848605039904074675e-04
8.850000000000000000e+02 1.559148936170212316e-02 8.778514870386339456e-04
8.860000000000000000e+02 1.591702127659574278e-02 8.708979888024192097e-04
8.870000000000000000e+02 1.652553191489362569e-02 8.639995695157022364e-04
8.880000000000000000e+02 1.630851063829787465e-02 8.571557928958269731e-04
8.890000000000000000e+02 1.676382978723404277e-02 8.503662261159509106e-04
8.900000000000000000e+02 1.655957446808510591e-02 8.436304397776706043e-04
8.910000000000000000e+02 1.606808510638297813e-02 8.369480078838656628e-04
8.920000000000000000e+02 1.611702127659574504e-02 8.303185078117563235e-04
8.930000000000000000e+02 1.593829787234042270e-02 8.237415202861758092e-04
8.940000000000000000e+02 1.582765957446808161e-02 8.172166293530530199e-04
8.950000000000000000e+02 1.566382978723403555e-02 8.107434223531066438e-04
8.960000000000000000e+02 1.538297872340425171e-02 8.043214898957467846e-04
8.970000000000000000e+02 1.530212765957446319e-02 7.979504258331834550e-04
8.980000000000000000e+02 1.581914893617020895e-02 7.916298272347400923e-04
8.990000000000000000e+02 1.563829787234042451e-02 7.853592943613709040e-04
9.000000000000000000e+02 1.625106382978723160e-02 7.791384306403799842e-04
9.010000000000000000e+02 1.700851063829786694e-02 7.729668426403399220e-04
9.020000000000000000e+02 1.738936170212765711e-02 7.668441400462102297e-04
9.030000000000000000e+02 1.734042553191488673e-02 7.607699356346521186e-04
9.040000000000000000e+02 1.714042553191488794e-02 7.547438452495389746e-04
9.050000000000000000e+02 1.691489361702127464e-02 7.487654877776610133e-04
9.060000000000000000e+02 1.663617021276595290e-02 7.428344851246220567e-04
9.070000000000000000e+02 1.641063829787233613e-02 7.369504621909271289e-04
9.080000000000000000e+02 1.586595744680851031e-02 7.311130468482602207e-04
9.090000000000000000e+02 1.556808510638297768e-02 7.253218699159494050e-04
9.100000000000000000e+02 1.534893617021276455e-02 7.195765651376177839e-04
9.110000000000000000e+02 1.542553191489361500e-02 7.138767691580210272e-04
9.120000000000000000e+02 1.560638297872340464e-02 7.082221215000665147e-04
9.130000000000000000e+02 1.555744680851063426e-02 7.026122645420156002e-04
9.140000000000000000e+02 1.505957446808509938e-02 6.970468434948668291e-04
9.150000000000000000e+02 1.514893617021275882e-02 6.915255063799166397e-04
9.160000000000000000e+02 1.527234042553190889e-02 6.860479040064992829e-04
9.170000000000000000e+02 1.483404255319148782e-02 6.806136899499044433e-04
9.180000000000000000e+02 1.531276595744681009e-02 6.752225205294647538e-04
9.190000000000000000e+02 1.555744680851064120e-02 6.698740547868220962e-04
9.200000000000000000e+02 1.561489361702127904e-02 6.645679544643637955e-04
9.210000000000000000e+02 1.535744680851063720e-02 6.593038839838300099e-04
9.220000000000000000e+02 1.716595744680851285e-02 6.540815104250900401e-04
9.230000000000000000e+02 1.707872340425532418e-02 6.489005035050877728e-04
9.240000000000000000e+02 1.754893617021277205e-02 6.437605355569524668e-04
9.250000000000000000e+02 1.734468085106383173e-02 6.386612815092767214e-04
9.260000000000000000e+02 1.745319148936170031e-02 6.336024188655571847e-04
9.270000000000000000e+02 1.799574468085106405e-02 6.285836276837987588e-04
9.280000000000000000e+02 1.926808510638297958e-02 6.236045905562802435e-04
9.290000000000000000e+02 2.007446808510637837e-02 6.186649925894801162e-04
9.300000000000000000e+02 1.992553191489361553e-02 6.137645213841616890e-04
9.310000000000000000e+02 2.162553191489360871e-02 6.089028670156158016e-04
9.320000000000000000e+02 2.084893617021276596e-02 6.040797220140594215e-04
9.330000000000000000e+02 2.087234042553190796e-02 5.992947813451910202e-04
9.340000000000000000e+02 2.200212765957446429e-02 5.945477423908979544e-04
9.350000000000000000e+02 2.105957446808510991e-02 5.898383049301186712e-04
9.360000000000000000e+02 2.122340425531914557e-02 5.851661711198549677e-04
9.370000000000000000e+02 2.535319148936170108e-02 5.805310454763356037e-04
9.380000000000000000e+02 2.505319148936169943e-02 5.759326348563283430e-04
9.390000000000000000e+02 2.360212765957446501e-02 5.713706484386010722e-04
9.400000000000000000e+02 2.396808510638297196e-02 5.668447977055284187e-04
9.410000000000000000e+02 2.521702127659574202e-02 5.623547964248454961e-04
9.420000000000000000e+02 2.462127659574467678e-02 5.579003606315449800e-04
9.430000000000000000e+02 2.590212765957446497e-02 5.534812086099179500e-04
9.440000000000000000e+02 2.597872340425530502e-02 5.490970608757378456e-04
9.450000000000000000e+02 2.546382978723403176e-02 5.447476401585840677e-04
9.460000000000000000e+02 2.656808510638296664e-02 5.404326713843065266e-04
9.470000000000000000e+02 2.614893617021276165e-02 5.361518816576289672e-04
9.480000000000000000e+02 2.916808510638297519e-02 5.319050002448900971e-04
9.490000000000000000e+02 2.864893617021277428e-02 5.276917585569213236e-04
9.500000000000000000e+02 2.819148936170212325e-02 5.235118901320592573e-04
9.510000000000000000e+02 2.879361702127659559e-02 5.193651306192961260e-04
9.520000000000000000e+02 3.114893617021277303e-02 5.152512177615580164e-04
9.530000000000000000e+02 3.029361702127658998e-02 5.111698913791209173e-04
9.540000000000000000e+02 3.017446808510637624e-02 5.071208933531548080e-04
9.550000000000000000e+02 3.215531914893617754e-02 5.031039676094002351e-04
9.560000000000000000e+02 3.102765957446807984e-02 4.991188601019720672e-04
9.570000000000000000e+02 3.159361702127659599e-02 4.951653187972936783e-04
9.580000000000000000e+02 3.065319148936170718e-02 4.912430936581567908e-04
9.590000000000000000e+02 3.043617021276596307e-02 4.873519366279081160e-04
9.600000000000000000e+02 3.117234042553191850e-02 4.834916016147615446e-04
9.610000000000000000e+02 3.052553191489361731e-02 4.796618444762344247e-04
9.620000000000000000e+02 3.034468085106382940e-02 4.758624230037066796e-04
9.630000000000000000e+02 2.991276595744680675e-02 4.720930969071029286e-04
9.640000000000000000e+02 2.909148936170212474e-02 4.683536277996954962e-04
9.650000000000000000e+02 3.027234042553190660e-02 4.646437791830278219e-04
9.660000000000000000e+02 3.033617021276596021e-02 4.609633164319575658e-04
9.670000000000000000e+02 2.820851063829787897e-02 4.573120067798178926e-04
9.680000000000000000e+02 2.754680851063830843e-02 4.536896193036965542e-04
9.690000000000000000e+02 2.844468085106383048e-02 4.500959249098310895e-04
9.700000000000000000e+02 2.865319148936169846e-02 4.465306963191205229e-04
9.710000000000000000e+02 2.995744680851064601e-02 4.429937080527509576e-04
9.720000000000000000e+02 2.941489361702127880e-02 4.394847364179356062e-04
9.730000000000000000e+02 2.820425531914893744e-02 4.360035594937676875e-04
9.740000000000000000e+02 2.808085106382978563e-02 4.325499571171850495e-04
9.750000000000000000e+02 2.836170212765957294e-02 4.291237108690463035e-04
9.760000000000000000e+02 2.873404255319148351e-02 4.257246040603174372e-04
9.770000000000000000e+02 2.855106382978723351e-02 4.223524217183669579e-04
9.780000000000000000e+02 2.915957446808510253e-02 4.190069505733708642e-04
9.790000000000000000e+02 2.899999999999998759e-02 4.156879790448241409e-04
9.800000000000000000e+02 2.792978723404255376e-02 4.123952972281598071e-04
9.810000000000000000e+02 2.748085106382978579e-02 4.091286968814737820e-04
9.820000000000000000e+02 2.713617021276596222e-02 4.058879714123547018e-04
9.830000000000000000e+02 2.721276595744679880e-02 4.026729158648183616e-04
9.840000000000000000e+02 2.908510638297872805e-02 3.994833269063454827e-04
9.850000000000000000e+02 2.901914893617021929e-02 3.963190028150216648e-04
9.860000000000000000e+02 2.830425531914894030e-02 3.931797434667814225e-04
9.870000000000000000e+02 2.891702127659575433e-02 3.900653503227492032e-04
9.880000000000000000e+02 3.068085106382978378e-02 3.869756264166845428e-04
9.890000000000000000e+02 3.050212765957447184e-02 3.839103763425246916e-04
9.900000000000000000e+02 2.976170212765957834e-02 3.808694062420266060e-04
9.910000000000000000e+02 3.082765957446808106e-02 3.778525237925063575e-04
9.920000000000000000e+02 3.011914893617020916e-02 3.748595381946761727e-04
9.930000000000000000e+02 2.968297872340425539e-02 3.718902601605772094e-04
9.940000000000000000e+02 2.911702127659574965e-02 3.689445019016085003e-04
9.950000000000000000e+02 2.911914893617020827e-02 3.660220771166504948e-04
9.960000000000000000e+02 2.897659574468084559e-02 3.631228009802824909e-04
9.970000000000000000e+02 2.927872340425531628e-02 3.602464901310936901e-04
9.980000000000000000e+02 2.859574468085106583e-02 3.573929626600866783e-04
9.990000000000000000e+02 2.859574468085106583e-02 3.545620380991727945e-04
