Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -445.2173    -445.2173       0.0000     0.0
0.0010        -445.2170    -445.2188       0.0018     0.2
0.0020        -445.2121    -445.2240       0.0119     1.0
0.0030        -445.1884    -445.2349       0.0466     4.0
0.0040        -445.1053    -445.2541       0.1488    12.8
0.0050        -444.9441    -445.2825       0.3384    29.1
0.0060        -444.7903    -445.3140       0.5237    45.0
0.0070        -444.6455    -445.3425       0.6970    59.9
0.0080        -444.5091    -445.3631       0.8540    73.4
0.0090        -444.3801    -445.3718       0.9917    85.2
0.0100        -444.2576    -445.3652       1.1076    95.2
0.0110        -444.1404    -445.3410       1.2006   103.2
0.0120        -444.0274    -445.2975       1.2701   109.2
0.0130        -443.9175    -445.2340       1.3165   113.2
0.0140        -443.8093    -445.1507       1.3414   115.3
0.0150        -443.7020    -445.0490       1.3469   115.8
0.0160        -443.5948    -444.9312       1.3365   114.9
0.0170        -443.4867    -444.8007       1.3140   113.0
0.0180        -443.3773    -444.6617       1.2844   110.4
0.0190        -443.2663    -444.5192       1.2529   107.7
0.0200        -443.1539    -444.3791       1.2253   105.3
0.0210        -443.0402    -444.2475       1.2073   103.8
0.0220        -442.9259    -444.1305       1.2046   103.5
0.0230        -442.8119    -444.0341       1.2221   105.1
0.0240        -442.6992    -443.9629       1.2637   108.6
0.0250        -442.5892    -443.9207       1.3315   114.5
0.0260        -442.4831    -443.9090       1.4259   122.6
0.0270        -442.3822    -443.9271       1.5450   132.8
0.0280        -442.2876    -443.9723       1.6847   144.8
0.0290        -442.2004    -444.0400       1.8395   158.1
0.0300        -442.1212    -444.1239       2.0028   172.2
0.0310        -442.0501    -444.2174       2.1673   186.3
0.0320        -441.9872    -444.3135       2.3263   200.0
0.0330        -441.9320    -444.4059       2.4738   212.6
0.0340        -441.8839    -444.4889       2.6050   223.9
0.0350        -441.8419    -444.5582       2.7163   233.5
0.0360        -441.8052    -444.6106       2.8054   241.2
0.0370        -441.7724    -444.6440       2.8716   246.8
0.0380        -441.7424    -444.6572       2.9148   250.6
0.0390        -441.7141    -444.6503       2.9362   252.4
0.0400        -441.6866    -444.6239       2.9373   252.5
0.0410        -441.6586    -444.5791       2.9205   251.0
0.0420        -441.6295    -444.5179       2.8883   248.3
0.0430        -441.5987    -444.4424       2.8437   244.4
0.0440        -441.5653    -444.3551       2.7898   239.8
0.0450        -441.5290    -444.2591       2.7301   234.7
0.0460        -441.4898    -444.1576       2.6678   229.3
0.0470        -441.4474    -444.0540       2.6066   224.1
0.0480        -441.4021    -443.9517       2.5496   219.2
0.0490        -441.3540    -443.8541       2.5001   214.9
0.0500        -441.3037    -443.7648       2.4610   211.6
0.0510        -441.2517    -443.6866       2.4349   209.3
0.0520        -441.1987    -443.6223       2.4237   208.3
0.0530        -441.1454    -443.5744       2.4290   208.8
0.0540        -441.0926    -443.5446       2.4519   210.8
0.0550        -441.0415    -443.5342       2.4927   214.3
0.0560        -440.9927    -443.5437       2.5510   219.3
0.0570        -440.9472    -443.5731       2.6258   225.7
0.0580        -440.9057    -443.6213       2.7155   233.4
0.0590        -440.8691    -443.6867       2.8176   242.2
0.0600        -440.8376    -443.7665       2.9289   251.8
0.0610        -440.8119    -443.8573       3.0454   261.8
0.0620        -440.7921    -443.9548       3.1627   271.9
0.0630        -440.7779    -444.0536       3.2757   281.6
0.0640        -440.7694    -444.1483       3.3790   290.5
0.0650        -440.7657    -444.2326       3.4668   298.0
0.0660        -440.7660    -444.2998       3.5338   303.8
0.0670        -440.7691    -444.3438       3.5746   307.3
0.0680        -440.7737    -444.3583       3.5847   308.1
0.0690        -440.7781    -444.3382       3.5601   306.0
0.0700        -440.7805    -444.2787       3.4982   300.7
0.0710        -440.7791    -444.1766       3.3975   292.1
0.0720        -440.7719    -444.0301       3.2582   280.1
0.0730        -440.7569    -443.8388       3.0819   264.9
0.0740        -440.7323    -443.6047       2.8723   246.9
0.0750        -440.6967    -443.3315       2.6348   226.5
0.0760        -440.6489    -443.0255       2.3765   204.3
0.0770        -440.5879    -442.6944       2.1065   181.1
0.0780        -440.5132    -442.3486       1.8354   157.8
0.0790        -440.4252    -442.0003       1.5751   135.4
0.0800        -440.3245    -441.6631       1.3385   115.1
0.0810        -440.2127    -441.3511       1.1384    97.9
0.0820        -440.0919    -441.0786       0.9868    84.8
0.0830        -439.9645    -440.8589       0.8944    76.9
0.0840        -439.8340    -440.7046       0.8706    74.8
0.0850        -439.7037    -440.6257       0.9221    79.3
0.0860        -439.5776    -440.6281       1.0505    90.3
0.0870        -439.4594    -440.7099       1.2506   107.5
0.0880        -439.3524    -440.8610       1.5085   129.7
0.0890        -439.2592    -441.0634       1.8042   155.1
0.0900        -439.1811    -441.2947       2.1136   181.7
0.0910        -439.1184    -441.5309       2.4125   207.4
0.0920        -439.0702    -441.7493       2.6792   230.3
0.0930        -439.0342    -441.9310       2.8968   249.0
0.0940        -439.0079    -442.0621       3.0542   262.5
0.0950        -438.9883    -442.1351       3.1468   270.5
0.0960        -438.9720    -442.1486       3.1766   273.1
0.0970        -438.9559    -442.1075       3.1516   270.9
0.0980        -438.9378    -442.0230       3.0853   265.2
0.0990        -438.9157    -441.9101       2.9944   257.4
0.1000        -438.8889    -441.7864       2.8974   249.1
0.1010        -438.8575    -441.6702       2.8127   241.8
0.1020        -438.8223    -441.5783       2.7560   236.9
0.1030        -438.7850    -441.5246       2.7396   235.5
0.1040        -438.7479    -441.5188       2.7708   238.2
0.1050        -438.7135    -441.5654       2.8519   245.1
0.1060        -438.6839    -441.6638       2.9798   256.1
0.1070        -438.6616    -441.8084       3.1468   270.5
0.1080        -438.6483    -441.9897       3.3414   287.2
0.1090        -438.6451    -442.1951       3.5500   305.2
0.1100        -438.6523    -442.4114       3.7591   323.1
0.1110        -438.6698    -442.6268       3.9569   340.1
0.1120        -438.6967    -442.8323       4.1356   355.5
0.1130        -438.7323    -443.0235       4.2912   368.9
0.1140        -438.7751    -443.1981       4.4230   380.2
0.1150        -438.8240    -443.3557       4.5317   389.5
0.1160        -438.8778    -443.4959       4.6180   397.0
0.1170        -438.9356    -443.6182       4.6825   402.5
0.1180        -438.9962    -443.7226       4.7263   406.3
0.1190        -439.0586    -443.8103       4.7518   408.5
0.1200        -439.1219    -443.8839       4.7620   409.3
0.1210        -439.1856    -443.9457       4.7602   409.2
0.1220        -439.2488    -443.9971       4.7482   408.2
0.1230        -439.3113    -444.0378       4.7265   406.3
0.1240        -439.3726    -444.0659       4.6934   403.4
0.1250        -439.4319    -444.0775       4.6456   399.3
0.1260        -439.4884    -444.0676       4.5791   393.6
0.1270        -439.5412    -444.0316       4.4903   386.0
0.1280        -439.5891    -443.9668       4.3777   376.3
0.1290        -439.6308    -443.8731       4.2423   364.7
0.1300        -439.6654    -443.7534       4.0880   351.4
0.1310        -439.6920    -443.6128       3.9207   337.0
0.1320        -439.7101    -443.4582       3.7481   322.2
0.1330        -439.7195    -443.2980       3.5785   307.6
0.1340        -439.7207    -443.1412       3.4205   294.0
0.1350        -439.7144    -442.9971       3.2827   282.2
0.1360        -439.7016    -442.8742       3.1726   272.7
0.1370        -439.6841    -442.7806       3.0965   266.2
0.1380        -439.6635    -442.7224       3.0589   262.9
0.1390        -439.6419    -442.7040       3.0622   263.2
0.1400        -439.6212    -442.7275       3.1063   267.0
0.1410        -439.6035    -442.7926       3.1890   274.1
0.1420        -439.5907    -442.8964       3.3057   284.2
0.1430        -439.5843    -443.0341       3.4498   296.5
0.1440        -439.5855    -443.1987       3.6132   310.6
0.1450        -439.5951    -443.3822       3.7871   325.5
0.1460        -439.6135    -443.5757       3.9621   340.6
0.1470        -439.6405    -443.7697       4.1293   354.9
0.1480        -439.6756    -443.9557       4.2802   367.9
0.1490        -439.7178    -444.1256       4.4078   378.9
0.1500        -439.7658    -444.2722       4.5064   387.4
0.1510        -439.8180    -444.3903       4.5722   393.0
0.1520        -439.8729    -444.4758       4.6029   395.7
0.1530        -439.9286    -444.5268       4.5982   395.3
0.1540        -439.9834    -444.5425       4.5591   391.9
0.1550        -440.0355    -444.5240       4.4884   385.8
0.1560        -440.0836    -444.4737       4.3901   377.4
0.1570        -440.1263    -444.3953       4.2690   367.0
0.1580        -440.1625    -444.2936       4.1311   355.1
0.1590        -440.1915    -444.1741       3.9825   342.3
0.1600        -440.2132    -444.0428       3.8296   329.2
0.1610        -440.2270    -443.9052       3.6782   316.2
0.1620        -440.2335    -443.7666       3.5331   303.7
0.1630        -440.2329    -443.6314       3.3985   292.1
0.1640        -440.2258    -443.5030       3.2771   281.7
0.1650        -440.2130    -443.3841       3.1711   272.6
0.1660        -440.1952    -443.2769       3.0817   264.9
0.1670        -440.1733    -443.1831       3.0098   258.7
0.1680        -440.1481    -443.1042       2.9561   254.1
0.1690        -440.1207    -443.0416       2.9209   251.1
0.1700        -440.0918    -442.9958       2.9041   249.6
0.1710        -440.0624    -442.9673       2.9048   249.7
0.1720        -440.0335    -442.9553       2.9219   251.2
0.1730        -440.0056    -442.9586       2.9530   253.8
0.1740        -439.9796    -442.9749       2.9953   257.5
0.1750        -439.9559    -443.0013       3.0454   261.8
0.1760        -439.9347    -443.0343       3.0996   266.4
0.1770        -439.9163    -443.0701       3.1538   271.1
0.1780        -439.9005    -443.1045       3.2040   275.4
0.1790        -439.8871    -443.1332       3.2461   279.0
0.1800        -439.8756    -443.1522       3.2767   281.7
0.1810        -439.8653    -443.1577       3.2924   283.0
0.1820        -439.8554    -443.1460       3.2906   282.9
0.1830        -439.8452    -443.1143       3.2692   281.0
0.1840        -439.8334    -443.0604       3.2270   277.4
0.1850        -439.8190    -442.9824       3.1634   271.9
0.1860        -439.8011    -442.8799       3.0789   264.7
0.1870        -439.7785    -442.7534       2.9750   255.7
0.1880        -439.7504    -442.6045       2.8541   245.3
0.1890        -439.7159    -442.4361       2.7201   233.8
0.1900        -439.6746    -442.2525       2.5778   221.6
0.1910        -439.6261    -442.0592       2.4332   209.2
0.1920        -439.5704    -441.8633       2.2929   197.1
0.1930        -439.5079    -441.6725       2.1647   186.1
0.1940        -439.4393    -441.4956       2.0563   176.8
0.1950        -439.3658    -441.3413       1.9754   169.8
0.1960        -439.2891    -441.2182       1.9292   165.8
0.1970        -439.2107    -441.1337       1.9231   165.3
0.1980        -439.1329    -441.0934       1.9605   168.5
0.1990        -439.0579    -441.1000       2.0421   175.5
0.2000        -438.9878    -441.1530       2.1652   186.1
0.2010        -438.9246    -441.2485       2.3239   199.8
0.2020        -438.8700    -441.3797       2.5097   215.7
0.2030        -438.8250    -441.5371       2.7121   233.1
0.2040        -438.7903    -441.7101       2.9199   251.0
0.2050        -438.7659    -441.8877       3.1218   268.3
0.2060        -438.7513    -442.0590       3.3077   284.3
0.2070        -438.7455    -442.2145       3.4690   298.2
0.2080        -438.7472    -442.3463       3.5991   309.4
0.2090        -438.7547    -442.4480       3.6933   317.5
0.2100        -438.7662    -442.5154       3.7492   322.3
0.2110        -438.7796    -442.5458       3.7661   323.7
0.2120        -438.7932    -442.5382       3.7450   321.9
0.2130        -438.8049    -442.4927       3.6879   317.0
0.2140        -438.8131    -442.4108       3.5977   309.3
0.2150        -438.8162    -442.2943       3.4781   299.0
0.2160        -438.8128    -442.1462       3.3334   286.5
0.2170        -438.8017    -441.9698       3.1682   272.3
0.2180        -438.7821    -441.7693       2.9872   256.8
0.2190        -438.7531    -441.5487       2.7956   240.3
0.2200        -438.7144    -441.3126       2.5982   223.3
0.2210        -438.6658    -441.0657       2.3999   206.3
0.2220        -438.6074    -440.8126       2.2052   189.6
0.2230        -438.5394    -440.5576       2.0182   173.5
0.2240        -438.4622    -440.3051       1.8429   158.4
0.2250        -438.3766    -440.0590       1.6824   144.6
0.2260        -438.2832    -439.8229       1.5397   132.4
0.2270        -438.1832    -439.6005       1.4174   121.8
0.2280        -438.0775    -439.3951       1.3176   113.3
0.2290        -437.9672    -439.2097       1.2425   106.8
0.2300        -437.8537    -439.0477       1.1940   102.6
0.2310        -437.7384    -438.9122       1.1738   100.9
0.2320        -437.6227    -438.8063       1.1836   101.7
0.2330        -437.5080    -438.7328       1.2248   105.3
0.2340        -437.3961    -438.6938       1.2977   111.6
0.2350        -437.2885    -438.6904       1.4019   120.5
0.2360        -437.1866    -438.7217       1.5351   132.0
0.2370        -437.0920    -438.7855       1.6936   145.6
0.2380        -437.0056    -438.8774       1.8718   160.9
0.2390        -436.9286    -438.9919       2.0633   177.4
0.2400        -436.8612    -439.1224       2.2613   194.4
0.2410        -436.8037    -439.2625       2.4587   211.4
0.2420        -436.7560    -439.4054       2.6493   227.7
0.2430        -436.7176    -439.5449       2.8273   243.0
0.2440        -436.6878    -439.6753       2.9875   256.8
0.2450        -436.6655    -439.7911       3.1256   268.7
0.2460        -436.6497    -439.8876       3.2379   278.3
0.2470        -436.6389    -439.9610       3.3221   285.6
0.2480        -436.6317    -440.0090       3.3773   290.3
0.2490        -436.6267    -440.0305       3.4039   292.6
0.2500        -436.6225    -440.0266       3.4041   292.6
0.2510        -436.6178    -439.9995       3.3817   290.7
0.2520        -436.6116    -439.9535       3.3418   287.3
0.2530        -436.6032    -439.8940       3.2908   282.9
0.2540        -436.5922    -439.8280       3.2359   278.2
0.2550        -436.5784    -439.7634       3.1850   273.8
0.2560        -436.5622    -439.7088       3.1465   270.5
0.2570        -436.5446    -439.6736       3.1290   269.0
0.2580        -436.5266    -439.6671       3.1404   269.9
0.2590        -436.5100    -439.6976       3.1877   274.0
0.2600        -436.4964    -439.7723       3.2759   281.6
0.2610        -436.4882    -439.8961       3.4079   292.9
0.2620        -436.4874    -440.0707       3.5833   308.0
0.2630        -436.4962    -440.2951       3.7989   326.5
0.2640        -436.5166    -440.5646       4.0480   348.0
0.2650        -436.5499    -440.8714       4.3215   371.5
0.2660        -436.5972    -441.2046       4.6074   396.1
0.2670        -436.6588    -441.5504       4.8916   420.5
0.2680        -436.7344    -441.8926       5.1582   443.4
0.2690        -436.8227    -442.2133       5.3907   463.4
0.2700        -436.9216    -442.4954       5.5738   479.1
0.2710        -437.0285    -442.7238       5.6952   489.6
0.2720        -437.1401    -442.8885       5.7484   494.1
0.2730        -437.2530    -442.9860       5.7329   492.8
0.2740        -437.3638    -443.0165       5.6527   485.9
0.2750        -437.4694    -442.9816       5.5122   473.8
0.2760        -437.5668    -442.8828       5.3160   457.0
0.2770        -437.6533    -442.7239       5.0706   435.9
0.2780        -437.7268    -442.5125       4.7857   411.4
0.2790        -437.7854    -442.2587       4.4733   384.5
0.2800        -437.8280    -441.9754       4.1475   356.5
0.2810        -437.8543    -441.6776       3.8234   328.7
0.2820        -437.8647    -441.3817       3.5171   302.3
0.2830        -437.8604    -441.1044       3.2441   278.9
0.2840        -437.8433    -440.8615       3.0181   259.4
0.2850        -437.8161    -440.6666       2.8505   245.0
0.2860        -437.7818    -440.5314       2.7496   236.4
0.2870        -437.7439    -440.4644       2.7205   233.9
0.2880        -437.7060    -440.4716       2.7655   237.7
0.2890        -437.6719    -440.5553       2.8834   247.9
0.2900        -437.6450    -440.7148       3.0698   263.9
0.2910        -437.6287    -440.9455       3.3168   285.1
0.2920        -437.6258    -441.2392       3.6134   310.6
0.2930        -437.6386    -441.5844       3.9458   339.2
0.2940        -437.6684    -441.9664       4.2980   369.5
0.2950        -437.7160    -442.3688       4.6528   399.9
0.2960        -437.7811    -442.7736       4.9925   429.2
0.2970        -437.8626    -443.1636       5.3010   455.7
0.2980        -437.9586    -443.5230       5.5644   478.3
0.2990        -438.0667    -443.8398       5.7731   496.3
0.3000        -438.1842    -444.1064       5.9222   509.1
0.3010        -438.3078    -444.3193       6.0115   516.7
0.3020        -438.4347    -444.4791       6.0443   519.6
0.3030        -438.5623    -444.5890       6.0267   518.1
0.3040        -438.6880    -444.6549       5.9669   512.9
0.3050        -438.8101    -444.6841       5.8740   504.9
0.3060        -438.9270    -444.6837       5.7567   494.8
0.3070        -439.0378    -444.6595       5.6218   483.2
0.3080        -439.1414    -444.6159       5.4746   470.6
0.3090        -439.2375    -444.5564       5.3189   457.2
0.3100        -439.3257    -444.4838       5.1581   443.4
0.3110        -439.4059    -444.4012       4.9953   429.4
0.3120        -439.4779    -444.3124       4.8345   415.6
0.3130        -439.5420    -444.2216       4.6796   402.3
0.3140        -439.5985    -444.1331       4.5345   389.8
0.3150        -439.6481    -444.0506       4.4026   378.4
0.3160        -439.6913    -443.9771       4.2858   368.4
0.3170        -439.7290    -443.9139       4.1849   359.7
0.3180        -439.7619    -443.8615       4.0996   352.4
0.3190        -439.7909    -443.8192       4.0282   346.3
0.3200        -439.8167    -443.7851       3.9684   341.1
0.3210        -439.8395    -443.7568       3.9173   336.7
0.3220        -439.8600    -443.7318       3.8718   332.8
0.3230        -439.8782    -443.7072       3.8290   329.1
0.3240        -439.8943    -443.6805       3.7861   325.5
0.3250        -439.9082    -443.6489       3.7407   321.5
0.3260        -439.9198    -443.6101       3.6903   317.2
0.3270        -439.9287    -443.5618       3.6331   312.3
0.3280        -439.9346    -443.5020       3.5673   306.6
0.3290        -439.9370    -443.4289       3.4919   300.2
0.3300        -439.9354    -443.3418       3.4064   292.8
0.3310        -439.9293    -443.2408       3.3115   284.7
0.3320        -439.9184    -443.1271       3.2087   275.8
0.3330        -439.9022    -443.0026       3.1005   266.5
0.3340        -439.8805    -442.8701       2.9896   257.0
0.3350        -439.8532    -442.7326       2.8794   247.5
0.3360        -439.8205    -442.5939       2.7734   238.4
0.3370        -439.7827    -442.4579       2.6752   230.0
0.3380        -439.7401    -442.3284       2.5882   222.5
0.3390        -439.6935    -442.2095       2.5160   216.3
0.3400        -439.6437    -442.1052       2.4615   211.6
0.3410        -439.5915    -442.0190       2.4276   208.7
0.3420        -439.5380    -441.9545       2.4165   207.7
0.3430        -439.4846    -441.9148       2.4302   208.9
0.3440        -439.4322    -441.9020       2.4698   212.3
0.3450        -439.3824    -441.9181       2.5357   218.0
0.3460        -439.3364    -441.9637       2.6273   225.8
0.3470        -439.2955    -442.0385       2.7430   235.8
0.3480        -439.2608    -442.1407       2.8799   247.6
0.3490        -439.2333    -442.2671       3.0337   260.8
0.3500        -439.2138    -442.4132       3.1994   275.0
0.3510        -439.2027    -442.5734       3.3707   289.7
0.3520        -439.2002    -442.7414       3.5412   304.4
0.3530        -439.2061    -442.9112       3.7051   318.5
0.3540        -439.2199    -443.0775       3.8575   331.6
0.3550        -439.2411    -443.2361       3.9950   343.4
0.3560        -439.2689    -443.3828       4.1139   353.6
0.3570        -439.3021    -443.5114       4.2093   361.8
0.3580        -439.3395    -443.6133       4.2738   367.4
0.3590        -439.3794    -443.6786       4.2992   369.6
0.3600        -439.4197    -443.6985       4.2788   367.8
0.3610        -439.4580    -443.6671       4.2091   361.8
0.3620        -439.4917    -443.5823       4.0906   351.6
0.3630        -439.5186    -443.4458       3.9272   337.6
0.3640        -439.5366    -443.2625       3.7260   320.3
0.3650        -439.5439    -443.0396       3.4957   300.5
0.3660        -439.5392    -442.7859       3.2467   279.1
0.3670        -439.5219    -442.5114       2.9896   257.0
0.3680        -439.4917    -442.2267       2.7350   235.1
0.3690        -439.4490    -441.9420       2.4930   214.3
0.3700        -439.3946    -441.6674       2.2727   195.4
0.3710        -439.3298    -441.4113       2.0816   178.9
0.3720        -439.2561    -441.1815       1.9254   165.5
0.3730        -439.1753    -440.9833       1.8080   155.4
0.3740        -439.0895    -440.8205       1.7310   148.8
0.3750        -439.0006    -440.6946       1.6940   145.6
0.3760        -438.9108    -440.6055       1.6948   145.7
0.3770        -438.8216    -440.5511       1.7295   148.7
0.3780        -438.7347    -440.5282       1.7935   154.2
0.3790        -438.6516    -440.5333       1.8817   161.8
0.3800        -438.5732    -440.5627       1.9895   171.0
0.3810        -438.5006    -440.6139       2.1132   181.7
0.3820        -438.4345    -440.6849       2.2504   193.4
0.3830        -438.3754    -440.7752       2.3998   206.3
0.3840        -438.3241    -440.8850       2.5610   220.1
0.3850        -438.2811    -441.0153       2.7343   235.0
0.3860        -438.2469    -441.1668       2.9199   251.0
0.3870        -438.2223    -441.3402       3.1179   268.0
0.3880        -438.2079    -441.5350       3.3271   286.0
0.3890        -438.2041    -441.7498       3.5458   304.8
0.3900        -438.2113    -441.9821       3.7708   324.1
0.3910        -438.2299    -442.2280       3.9981   343.7
0.3920        -438.2598    -442.4825       4.2227   363.0
0.3930        -438.3009    -442.7397       4.4389   381.6
0.3940        -438.3524    -442.9930       4.6405   398.9
0.3950        -438.4137    -443.2355       4.8218   414.5
0.3960        -438.4835    -443.4614       4.9779   427.9
0.3970        -438.5606    -443.6665       5.1059   438.9
0.3980        -438.6435    -443.8487       5.2052   447.4
0.3990        -438.7308    -444.0075       5.2767   453.6
0.4000        -438.8211    -444.1437       5.3226   457.5
0.4010        -438.9133    -444.2586       5.3453   459.5
0.4020        -439.0062    -444.3531       5.3470   459.6
0.4030        -439.0988    -444.4285       5.3298   458.1
0.4040        -439.1901    -444.4854       5.2953   455.2
0.4050        -439.2794    -444.5247       5.2453   450.9
0.4060        -439.3660    -444.5479       5.1819   445.4
0.4070        -439.4491    -444.5564       5.1073   439.0
0.4080        -439.5283    -444.5517       5.0234   431.8
0.4090        -439.6032    -444.5342       4.9310   423.9
0.4100        -439.6733    -444.5031       4.8299   415.2
0.4110        -439.7381    -444.4571       4.7191   405.6
0.4120        -439.7971    -444.3945       4.5973   395.2
0.4130        -439.8499    -444.3135       4.4636   383.7
0.4140        -439.8957    -444.2133       4.3176   371.1
0.4150        -439.9339    -444.0941       4.1602   357.6
0.4160        -439.9641    -443.9577       3.9936   343.3
0.4170        -439.9859    -443.8067       3.8208   328.4
0.4180        -439.9989    -443.6440       3.6451   313.3
0.4190        -440.0032    -443.4727       3.4695   298.2
0.4200        -439.9986    -443.2949       3.2962   283.3
0.4210        -439.9856    -443.1130       3.1274   268.8
0.4220        -439.9641    -442.9293       2.9651   254.9
0.4230        -439.9348    -442.7465       2.8117   241.7
0.4240        -439.8980    -442.5679       2.6699   229.5
0.4250        -439.8543    -442.3974       2.5430   218.6
0.4260        -439.8047    -442.2390       2.4343   209.2
0.4270        -439.7501    -442.0968       2.3467   201.7
0.4280        -439.6915    -441.9746       2.2831   196.3
0.4290        -439.6303    -441.8760       2.2457   193.0
0.4300        -439.5678    -441.8039       2.2361   192.2
0.4310        -439.5054    -441.7607       2.2553   193.9
0.4320        -439.4445    -441.7482       2.3037   198.0
0.4330        -439.3866    -441.7672       2.3806   204.6
0.4340        -439.3331    -441.8177       2.4846   213.6
0.4350        -439.2853    -441.8987       2.6133   224.6
0.4360        -439.2444    -442.0078       2.7634   237.5
0.4370        -439.2114    -442.1422       2.9307   251.9
0.4380        -439.1870    -442.2975       3.1105   267.4
0.4390        -439.1717    -442.4692       3.2975   283.5
0.4400        -439.1659    -442.6523       3.4864   299.7
0.4410        -439.1695    -442.8414       3.6719   315.6
0.4420        -439.1822    -443.0312       3.8490   330.9
0.4430        -439.2035    -443.2165       4.0131   345.0
0.4440        -439.2326    -443.3924       4.1597   357.6
0.4450        -439.2687    -443.5538       4.2851   368.3
0.4460        -439.3106    -443.6960       4.3854   377.0
0.4470        -439.3570    -443.8152       4.4582   383.2
0.4480        -439.4064    -443.9089       4.5025   387.0
0.4490        -439.4574    -443.9772       4.5198   388.5
0.4500        -439.5089    -444.0239       4.5150   388.1
0.4510        -439.5598    -444.0544       4.4946   386.4
0.4520        -439.6094    -444.0739       4.4645   383.8
0.4530        -439.6574    -444.0844       4.4269   380.5
0.4540        -439.7034    -444.0832       4.3797   376.5
0.4550        -439.7467    -444.0654       4.3186   371.2
0.4560        -439.7867    -444.0258       4.2391   364.4
0.4570        -439.8222    -443.9607       4.1385   355.7
0.4580        -439.8523    -443.8687       4.0164   345.2
0.4590        -439.8758    -443.7504       3.8746   333.1
0.4600        -439.8919    -443.6087       3.7167   319.5
0.4610        -439.9000    -443.4474       3.5475   304.9
0.4620        -439.8992    -443.2713       3.3721   289.9
0.4630        -439.8899    -443.0854       3.1956   274.7
0.4640        -439.8716    -442.8946       3.0230   259.9
0.4650        -439.8449    -442.7034       2.8585   245.7
0.4660        -439.8103    -442.5157       2.7054   232.6
0.4670        -439.7681    -442.3343       2.5662   220.6
0.4680        -439.7194    -442.1615       2.4421   209.9
0.4690        -439.6648    -441.9985       2.3337   200.6
0.4700        -439.6050    -441.8454       2.2404   192.6
0.4710        -439.5409    -441.7020       2.1611   185.8
0.4720        -439.4731    -441.5671       2.0941   180.0
0.4730        -439.4021    -441.4394       2.0373   175.1
0.4740        -439.3285    -441.3171       1.9886   170.9
0.4750        -439.2525    -441.1989       1.9463   167.3
0.4760        -439.1746    -441.0836       1.9090   164.1
0.4770        -439.0948    -440.9711       1.8763   161.3
0.4780        -439.0136    -440.8624       1.8488   158.9
0.4790        -438.9311    -440.7596       1.8285   157.2
0.4800        -438.8477    -440.6666       1.8188   156.3
0.4810        -438.7642    -440.5883       1.8241   156.8
0.4820        -438.6813    -440.5309       1.8496   159.0
0.4830        -438.6002    -440.5008       1.9006   163.4
0.4840        -438.5222    -440.5040       1.9818   170.4
0.4850        -438.4489    -440.5452       2.0963   180.2
0.4860        -438.3821    -440.6272       2.2451   193.0
0.4870        -438.3233    -440.7501       2.4267   208.6
0.4880        -438.2743    -440.9108       2.6365   226.6
0.4890        -438.2362    -441.1038       2.8676   246.5
0.4900        -438.2099    -441.3212       3.1113   267.4
0.4910        -438.1959    -441.5538       3.3579   288.6
0.4920        -438.1942    -441.7917       3.5975   309.2
0.4930        -438.2042    -442.0249       3.8208   328.4
0.4940        -438.2248    -442.2441       4.0194   345.5
0.4950        -438.2548    -442.4411       4.1863   359.9
0.4960        -438.2923    -442.6086       4.3163   371.0
0.4970        -438.3356    -442.7411       4.4055   378.7
0.4980        -438.3825    -442.8346       4.4521   382.7
0.4990        -438.4308    -442.8861       4.4553   383.0
0.5000        -438.4785    -442.8943       4.4158   379.6
0.5010        -438.5233    -442.8590       4.3357   372.7
0.5020        -438.5634    -442.7811       4.2177   362.6
0.5030        -438.5969    -442.6627       4.0658   349.5
0.5040        -438.6222    -442.5067       3.8845   333.9
0.5050        -438.6378    -442.3170       3.6792   316.3
0.5060        -438.6429    -442.0985       3.4557   297.0
0.5070        -438.6365    -441.8566       3.2202   276.8
0.5080        -438.6181    -441.5970       2.9789   256.1
0.5090        -438.5877    -441.3259       2.7382   235.4
0.5100        -438.5454    -441.0494       2.5040   215.2
0.5110        -438.4916    -440.7734       2.2818   196.1
0.5120        -438.4270    -440.5034       2.0764   178.5
0.5130        -438.3525    -440.2440       1.8916   162.6
0.5140        -438.2692    -439.9990       1.7298   148.7
0.5150        -438.1784    -439.7711       1.5928   136.9
0.5160        -438.0812    -439.5626       1.4814   127.3
0.5170        -437.9789    -439.3755       1.3966   120.1
0.5180        -437.8730    -439.2125       1.3395   115.1
0.5190        -437.7648    -439.0764       1.3116   112.7
0.5200        -437.6558    -438.9705       1.3147   113.0
0.5210        -437.5476    -438.8980       1.3504   116.1
0.5220        -437.4419    -438.8615       1.4196   122.0
0.5230        -437.3402    -438.8625       1.5223   130.9
0.5240        -437.2445    -438.9016       1.6571   142.4
0.5250        -437.1560    -438.9772       1.8212   156.5
0.5260        -437.0762    -439.0868       2.0106   172.8
0.5270        -437.0064    -439.2265       2.2201   190.8
0.5280        -436.9474    -439.3914       2.4441   210.1
0.5290        -436.8997    -439.5763       2.6765   230.1
0.5300        -436.8638    -439.7752       2.9114   250.3
0.5310        -436.8395    -439.9825       3.1431   270.2
0.5320        -436.8267    -440.1929       3.3663   289.4
0.5330        -436.8248    -440.4012       3.5765   307.4
0.5340        -436.8330    -440.6029       3.7699   324.1
0.5350        -436.8506    -440.7942       3.9436   339.0
0.5360        -436.8764    -440.9721       4.0957   352.1
