Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.9130        -439.5501    -442.1224       2.5723   221.1
2.9140        -439.5054    -442.1417       2.6362   226.6
2.9150        -439.4643    -442.1788       2.7145   233.3
2.9160        -439.4273    -442.2311       2.8039   241.0
2.9170        -439.3949    -442.2954       2.9005   249.3
2.9180        -439.3674    -442.3674       3.0000   257.9
2.9190        -439.3449    -442.4427       3.0978   266.3
2.9200        -439.3271    -442.5161       3.1890   274.1
2.9210        -439.3138    -442.5827       3.2689   281.0
2.9220        -439.3041    -442.6375       3.3334   286.5
2.9230        -439.2973    -442.6762       3.3790   290.5
2.9240        -439.2923    -442.6956       3.4033   292.5
2.9250        -439.2881    -442.6938       3.4057   292.7
2.9260        -439.2835    -442.6702       3.3867   291.1
2.9270        -439.2777    -442.6264       3.3487   287.9
2.9280        -439.2696    -442.5646       3.2950   283.2
2.9290        -439.2586    -442.4884       3.2298   277.6
2.9300        -439.2441    -442.4016       3.1575   271.4
2.9310        -439.2260    -442.3083       3.0824   265.0
2.9320        -439.2041    -442.2127       3.0086   258.6
2.9330        -439.1786    -442.1185       2.9399   252.7
2.9340        -439.1499    -442.0292       2.8794   247.5
2.9350        -439.1183    -441.9475       2.8292   243.2
2.9360        -439.0844    -441.8750       2.7906   239.9
2.9370        -439.0488    -441.8125       2.7637   237.6
2.9380        -439.0122    -441.7597       2.7475   236.2
2.9390        -438.9749    -441.7155       2.7406   235.6
2.9400        -438.9374    -441.6778       2.7404   235.6
2.9410        -438.9000    -441.6445       2.7445   235.9
2.9420        -438.8628    -441.6127       2.7499   236.4
2.9430        -438.8259    -441.5801       2.7542   236.7
2.9440        -438.7892    -441.5442       2.7550   236.8
2.9450        -438.7524    -441.5033       2.7509   236.5
2.9460        -438.7152    -441.4561       2.7408   235.6
2.9470        -438.6774    -441.4019       2.7245   234.2
2.9480        -438.6387    -441.3410       2.7023   232.3
2.9490        -438.5988    -441.2743       2.6754   230.0
2.9500        -438.5575    -441.2029       2.6454   227.4
2.9510        -438.5147    -441.1289       2.6143   224.7
2.9520        -438.4702    -441.0543       2.5841   222.1
2.9530        -438.4244    -440.9813       2.5569   219.8
2.9540        -438.3773    -440.9117       2.5344   217.9
2.9550        -438.3291    -440.8472       2.5181   216.5
2.9560        -438.2803    -440.7895       2.5092   215.7
2.9570        -438.2312    -440.7396       2.5084   215.6
2.9580        -438.1823    -440.6989       2.5166   216.3
2.9590        -438.1339    -440.6682       2.5343   217.8
2.9600        -438.0866    -440.6484       2.5618   220.2
2.9610        -438.0410    -440.6401       2.5991   223.4
2.9620        -437.9973    -440.6435       2.6462   227.5
2.9630        -437.9562    -440.6588       2.7026   232.3
2.9640        -437.9181    -440.6857       2.7676   237.9
2.9650        -437.8834    -440.7240       2.8406   244.2
2.9660        -437.8525    -440.7730       2.9205   251.0
2.9670        -437.8257    -440.8320       3.0063   258.4
2.9680        -437.8033    -440.9002       3.0969   266.2
2.9690        -437.7856    -440.9767       3.1912   274.3
2.9700        -437.7725    -441.0605       3.2880   282.6
2.9710        -437.7644    -441.1508       3.3864   291.1
2.9720        -437.7612    -441.2466       3.4854   299.6
2.9730        -437.7629    -441.3468       3.5839   308.1
2.9740        -437.7696    -441.4507       3.6811   316.4
2.9750        -437.7810    -441.5571       3.7760   324.6
2.9760        -437.7972    -441.6650       3.8678   332.5
2.9770        -437.8178    -441.7733       3.9555   340.0
2.9780        -437.8428    -441.8809       4.0381   347.1
2.9790        -437.8718    -441.9865       4.1148   353.7
2.9800        -437.9044    -442.0888       4.1844   359.7
2.9810        -437.9405    -442.1863       4.2458   365.0
2.9820        -437.9793    -442.2772       4.2979   369.4
2.9830        -438.0206    -442.3600       4.3394   373.0
2.9840        -438.0637    -442.4326       4.3689   375.5
2.9850        -438.1080    -442.4933       4.3852   377.0
2.9860        -438.1529    -442.5402       4.3874   377.1
2.9870        -438.1976    -442.5721       4.3745   376.0
2.9880        -438.2413    -442.5877       4.3463   373.6
2.9890        -438.2833    -442.5865       4.3031   369.9
2.9900        -438.3229    -442.5686       4.2457   365.0
2.9910        -438.3593    -442.5346       4.1753   358.9
2.9920        -438.3920    -442.4857       4.0937   351.9
2.9930        -438.4203    -442.4234       4.0030   344.1
2.9940        -438.4441    -442.3496       3.9055   335.7
2.9950        -438.4628    -442.2666       3.8038   327.0
2.9960        -438.4765    -442.1770       3.7005   318.1
2.9970        -438.4849    -442.0836       3.5987   309.3
2.9980        -438.4883    -441.9897       3.5013   301.0
2.9990        -438.4871    -441.8985       3.4114   293.2
3.0000        -438.4815    -441.8137       3.3321   286.4
3.0010        -438.4723    -441.7387       3.2665   280.8
3.0020        -438.4600    -441.6775       3.2174   276.6
3.0030        -438.4457    -441.6334       3.1877   274.0
3.0040        -438.4303    -441.6099       3.1796   273.3
3.0050        -438.4150    -441.6097       3.1947   274.6
3.0060        -438.4009    -441.6349       3.2340   278.0
3.0070        -438.3893    -441.6869       3.2976   283.5
3.0080        -438.3813    -441.7658       3.3844   290.9
3.0090        -438.3781    -441.8705       3.4924   300.2
3.0100        -438.3807    -441.9991       3.6184   311.0
3.0110        -438.3899    -442.1484       3.7585   323.1
3.0120        -438.4063    -442.3145       3.9082   335.9
3.0130        -438.4303    -442.4926       4.0624   349.2
3.0140        -438.4620    -442.6779       4.2159   362.4
3.0150        -438.5013    -442.8647       4.3635   375.1
3.0160        -438.5478    -443.0479       4.5001   386.8
3.0170        -438.6008    -443.2217       4.6210   397.2
3.0180        -438.6595    -443.3814       4.7219   405.9
3.0190        -438.7227    -443.5222       4.7994   412.6
3.0200        -438.7893    -443.6403       4.8510   417.0
3.0210        -438.8580    -443.7332       4.8752   419.1
3.0220        -438.9273    -443.7992       4.8719   418.8
3.0230        -438.9959    -443.8381       4.8422   416.2
3.0240        -439.0625    -443.8507       4.7883   411.6
3.0250        -439.1260    -443.8392       4.7133   405.1
3.0260        -439.1853    -443.8068       4.6214   397.3
3.0270        -439.2399    -443.7574       4.5175   388.3
3.0280        -439.2890    -443.6947       4.4057   378.7
3.0290        -439.3325    -443.6218       4.2893   368.7
3.0300        -439.3701    -443.5401       4.1700   358.4
3.0310        -439.4016    -443.4497       4.0480   348.0
3.0320        -439.4271    -443.3502       3.9231   337.2
3.0330        -439.4461    -443.2410       3.7949   326.2
3.0340        -439.4588    -443.1220       3.6632   314.9
3.0350        -439.4648    -442.9934       3.5286   303.3
3.0360        -439.4640    -442.8560       3.3920   291.6
3.0370        -439.4563    -442.7108       3.2545   279.8
3.0380        -439.4418    -442.5587       3.1169   267.9
3.0390        -439.4204    -442.4009       2.9805   256.2
3.0400        -439.3922    -442.2382       2.8459   244.6
3.0410        -439.3574    -442.0715       2.7142   233.3
3.0420        -439.3160    -441.9019       2.5859   222.3
3.0430        -439.2683    -441.7304       2.4621   211.6
3.0440        -439.2145    -441.5582       2.3437   201.5
3.0450        -439.1549    -441.3867       2.2319   191.8
3.0460        -439.0899    -441.2175       2.1277   182.9
3.0470        -439.0198    -441.0522       2.0324   174.7
3.0480        -438.9451    -440.8926       1.9475   167.4
3.0490        -438.8665    -440.7408       1.8743   161.1
3.0500        -438.7844    -440.5988       1.8144   156.0
3.0510        -438.6997    -440.4688       1.7691   152.1
3.0520        -438.6130    -440.3531       1.7400   149.6
3.0530        -438.5252    -440.2538       1.7285   148.6
3.0540        -438.4372    -440.1730       1.7359   149.2
3.0550        -438.3499    -440.1129       1.7630   151.5
3.0560        -438.2645    -440.0751       1.8107   155.6
3.0570        -438.1818    -440.0608       1.8790   161.5
3.0580        -438.1029    -440.0707       1.9678   169.1
3.0590        -438.0289    -440.1049       2.0761   178.5
3.0600        -437.9607    -440.1631       2.2025   189.3
3.0610        -437.8991    -440.2443       2.3452   201.6
3.0620        -437.8449    -440.3468       2.5019   215.1
3.0630        -437.7988    -440.4688       2.6700   229.5
3.0640        -437.7614    -440.6081       2.8467   244.7
3.0650        -437.7328    -440.7620       3.0292   260.4
3.0660        -437.7135    -440.9281       3.2146   276.3
3.0670        -437.7034    -441.1042       3.4008   292.3
3.0680        -437.7027    -441.2885       3.5858   308.2
3.0690        -437.7111    -441.4794       3.7683   323.9
3.0700        -437.7287    -441.6758       3.9471   339.3
3.0710        -437.7550    -441.8759       4.1209   354.2
3.0720        -437.7899    -442.0779       4.2879   368.6
3.0730        -437.8330    -442.2787       4.4457   382.2
3.0740        -437.8838    -442.4748       4.5910   394.6
3.0750        -437.9416    -442.6618       4.7202   405.7
3.0760        -438.0053    -442.8350       4.8297   415.2
3.0770        -438.0742    -442.9908       4.9167   422.6
3.0780        -438.1469    -443.1262       4.9794   428.0
3.0790        -438.2222    -443.2393       5.0171   431.3
3.0800        -438.2989    -443.3287       5.0298   432.4
3.0810        -438.3758    -443.3939       5.0181   431.4
3.0820        -438.4515    -443.4353       4.9838   428.4
3.0830        -438.5252    -443.4556       4.9304   423.8
3.0840        -438.5959    -443.4587       4.8627   418.0
3.0850        -438.6630    -443.4493       4.7863   411.4
3.0860        -438.7263    -443.4326       4.7064   404.6
3.0870        -438.7855    -443.4131       4.6277   397.8
3.0880        -438.8408    -443.3946       4.5538   391.4
3.0890        -438.8927    -443.3798       4.4871   385.7
3.0900        -438.9413    -443.3703       4.4290   380.7
3.0910        -438.9872    -443.3666       4.3794   376.5
3.0920        -439.0308    -443.3683       4.3375   372.8
3.0930        -439.0725    -443.3737       4.3012   369.7
3.0940        -439.1124    -443.3803       4.2679   366.9
3.0950        -439.1506    -443.3852       4.2345   364.0
3.0960        -439.1871    -443.3848       4.1977   360.8
3.0970        -439.2217    -443.3759       4.1542   357.1
3.0980        -439.2539    -443.3553       4.1014   352.6
3.0990        -439.2832    -443.3207       4.0374   347.1
3.1000        -439.3092    -443.2709       3.9617   340.5
3.1010        -439.3311    -443.2058       3.8748   333.1
3.1020        -439.3484    -443.1271       3.7787   324.8
3.1030        -439.3608    -443.0379       3.6771   316.1
3.1040        -439.3681    -442.9429       3.5748   307.3
3.1050        -439.3703    -442.8480       3.4777   298.9
3.1060        -439.3679    -442.7600       3.3921   291.6
3.1070        -439.3616    -442.6858       3.3243   285.8
3.1080        -439.3523    -442.6319       3.2797   281.9
3.1090        -439.3413    -442.6038       3.2625   280.4
3.1100        -439.3300    -442.6052       3.2752   281.5
3.1110        -439.3201    -442.6379       3.3178   285.2
3.1120        -439.3127    -442.7011       3.3884   291.3
3.1130        -439.3095    -442.7921       3.4827   299.4
3.1140        -439.3113    -442.9061       3.5948   309.0
3.1150        -439.3190    -443.0369       3.7179   319.6
3.1160        -439.3329    -443.1775       3.8446   330.5
3.1170        -439.3531    -443.3212       3.9680   341.1
3.1180        -439.3794    -443.4615       4.0822   350.9
3.1190        -439.4111    -443.5932       4.1822   359.5
3.1200        -439.4474    -443.7119       4.2645   366.6
3.1210        -439.4875    -443.8143       4.3268   371.9
3.1220        -439.5302    -443.8981       4.3678   375.5
3.1230        -439.5746    -443.9619       4.3873   377.1
3.1240        -439.6195    -444.0052       4.3857   377.0
3.1250        -439.6639    -444.0282       4.3642   375.1
3.1260        -439.7069    -444.0314       4.3245   371.7
3.1270        -439.7476    -444.0161       4.2686   366.9
3.1280        -439.7852    -443.9841       4.1989   360.9
3.1290        -439.8190    -443.9370       4.1180   354.0
3.1300        -439.8487    -443.8771       4.0284   346.3
3.1310        -439.8737    -443.8065       3.9329   338.1
3.1320        -439.8938    -443.7276       3.8337   329.5
3.1330        -439.9090    -443.6423       3.7333   320.9
3.1340        -439.9192    -443.5529       3.6337   312.4
3.1350        -439.9244    -443.4612       3.5367   304.0
3.1360        -439.9249    -443.3689       3.4440   296.0
3.1370        -439.9208    -443.2776       3.3568   288.6
3.1380        -439.9125    -443.1890       3.2765   281.6
3.1390        -439.9003    -443.1044       3.2040   275.4
3.1400        -439.8847    -443.0250       3.1403   269.9
3.1410        -439.8661    -442.9521       3.0860   265.3
3.1420        -439.8450    -442.8866       3.0416   261.5
3.1430        -439.8218    -442.8293       3.0075   258.5
3.1440        -439.7972    -442.7808       2.9836   256.5
3.1450        -439.7715    -442.7413       2.9698   255.3
3.1460        -439.7454    -442.7108       2.9654   254.9
3.1470        -439.7193    -442.6890       2.9697   255.3
3.1480        -439.6934    -442.6750       2.9816   256.3
3.1490        -439.6684    -442.6682       2.9998   257.9
3.1500        -439.6443    -442.6672       3.0229   259.9
3.1510        -439.6214    -442.6711       3.0496   262.1
3.1520        -439.6000    -442.6783       3.0784   264.6
3.1530        -439.5800    -442.6876       3.1075   267.1
3.1540        -439.5615    -442.6971       3.1356   269.5
3.1550        -439.5443    -442.7054       3.1612   271.7
3.1560        -439.5283    -442.7110       3.1827   273.6
3.1570        -439.5133    -442.7121       3.1988   275.0
3.1580        -439.4989    -442.7073       3.2084   275.8
3.1590        -439.4849    -442.6954       3.2105   276.0
3.1600        -439.4709    -442.6754       3.2045   275.5
3.1610        -439.4564    -442.6464       3.1900   274.2
3.1620        -439.4409    -442.6080       3.1671   272.2
3.1630        -439.4242    -442.5605       3.1364   269.6
3.1640        -439.4058    -442.5044       3.0986   266.4
3.1650        -439.3853    -442.4405       3.0552   262.6
3.1660        -439.3627    -442.3707       3.0080   258.6
3.1670        -439.3376    -442.2971       2.9594   254.4
3.1680        -439.3101    -442.2224       2.9123   250.3
3.1690        -439.2803    -442.1501       2.8698   246.7
3.1700        -439.2486    -442.0842       2.8356   243.7
3.1710        -439.2153    -442.0285       2.8132   241.8
3.1720        -439.1813    -441.9875       2.8062   241.2
3.1730        -439.1472    -441.9648       2.8175   242.2
3.1740        -439.1142    -441.9634       2.8493   244.9
3.1750        -439.0831    -441.9850       2.9019   249.4
3.1760        -439.0550    -442.0289       2.9739   255.6
3.1770        -439.0310    -442.0926       3.0616   263.2
3.1780        -439.0115    -442.1708       3.1593   271.6
3.1790        -438.9970    -442.2572       3.2602   280.2
3.1800        -438.9875    -442.3440       3.3565   288.5
3.1810        -438.9826    -442.4238       3.4412   295.8
3.1820        -438.9816    -442.4898       3.5083   301.6
3.1830        -438.9835    -442.5374       3.5539   305.5
3.1840        -438.9872    -442.5637       3.5764   307.4
3.1850        -438.9917    -442.5682       3.5765   307.4
3.1860        -438.9956    -442.5520       3.5564   305.7
3.1870        -438.9983    -442.5175       3.5193   302.5
3.1880        -438.9987    -442.4678       3.4691   298.2
3.1890        -438.9965    -442.4059       3.4093   293.1
3.1900        -438.9912    -442.3345       3.3433   287.4
3.1910        -438.9825    -442.2560       3.2735   281.4
3.1920        -438.9702    -442.1717       3.2015   275.2
3.1930        -438.9543    -442.0826       3.1283   268.9
3.1940        -438.9348    -441.9888       3.0541   262.5
3.1950        -438.9115    -441.8902       2.9787   256.1
3.1960        -438.8844    -441.7864       2.9020   249.5
3.1970        -438.8534    -441.6772       2.8238   242.7
3.1980        -438.8185    -441.5627       2.7442   235.9
3.1990        -438.7796    -441.4436       2.6640   229.0
3.2000        -438.7367    -441.3212       2.5846   222.2
3.2010        -438.6899    -441.1982       2.5083   215.6
3.2020        -438.6393    -441.0775       2.4382   209.6
3.2030        -438.5855    -440.9624       2.3770   204.3
3.2040        -438.5288    -440.8544       2.3257   199.9
3.2050        -438.4696    -440.7531       2.2835   196.3
3.2060        -438.4086    -440.6570       2.2484   193.3
3.2070        -438.3459    -440.5643       2.2183   190.7
3.2080        -438.2818    -440.4742       2.1924   188.5
3.2090        -438.2164    -440.3876       2.1712   186.6
3.2100        -438.1502    -440.3070       2.1568   185.4
3.2110        -438.0834    -440.2358       2.1524   185.0
3.2120        -438.0166    -440.1779       2.1613   185.8
3.2130        -437.9506    -440.1371       2.1865   188.0
3.2140        -437.8862    -440.1171       2.2308   191.8
3.2150        -437.8244    -440.1205       2.2960   197.4
3.2160        -437.7664    -440.1495       2.3831   204.8
3.2170        -437.7132    -440.2054       2.4922   214.2
3.2180        -437.6658    -440.2885       2.6227   225.4
3.2190        -437.6253    -440.3983       2.7729   238.4
3.2200        -437.5928    -440.5334       2.9406   252.8
3.2210        -437.5689    -440.6917       3.1227   268.4
3.2220        -437.5544    -440.8701       3.3157   285.0
3.2230        -437.5497    -441.0652       3.5156   302.2
3.2240        -437.5550    -441.2732       3.7182   319.6
3.2250        -437.5705    -441.4898       3.9193   336.9
3.2260        -437.5959    -441.7105       4.1146   353.7
3.2270        -437.6309    -441.9309       4.3000   369.6
3.2280        -437.6749    -442.1465       4.4717   384.4
3.2290        -437.7271    -442.3531       4.6260   397.6
3.2300        -437.7867    -442.5465       4.7598   409.1
3.2310        -437.8525    -442.7227       4.8701   418.6
3.2320        -437.9233    -442.8779       4.9546   425.9
3.2330        -437.9978    -443.0089       5.0111   430.8
3.2340        -438.0745    -443.1127       5.0381   433.1
3.2350        -438.1520    -443.1867       5.0347   432.8
3.2360        -438.2287    -443.2292       5.0005   429.8
3.2370        -438.3031    -443.2393       4.9363   424.3
3.2380        -438.3736    -443.2172       4.8436   416.4
3.2390        -438.4390    -443.1644       4.7254   406.2
3.2400        -438.4981    -443.0837       4.5857   394.2
3.2410        -438.5497    -442.9789       4.4291   380.7
3.2420        -438.5934    -442.8540       4.2606   366.2
3.2430        -438.6284    -442.7134       4.0850   351.1
3.2440        -438.6546    -442.5615       3.9069   335.8
3.2450        -438.6719    -442.4026       3.7307   320.7
3.2460        -438.6805    -442.2410       3.5606   306.1
3.2470        -438.6808    -442.0812       3.4004   292.3
3.2480        -438.6733    -441.9274       3.2542   279.7
3.2490        -438.6588    -441.7842       3.1254   268.7
3.2500        -438.6383    -441.6555       3.0173   259.4
3.2510        -438.6128    -441.5450       2.9322   252.0
3.2520        -438.5836    -441.4554       2.8718   246.9
3.2530        -438.5519    -441.3888       2.8368   243.9
3.2540        -438.5190    -441.3460       2.8270   243.0
3.2550        -438.4860    -441.3274       2.8414   244.2
3.2560        -438.4542    -441.3326       2.8784   247.4
3.2570        -438.4247    -441.3608       2.9361   252.4
3.2580        -438.3985    -441.4107       3.0123   258.9
3.2590        -438.3764    -441.4812       3.1048   266.9
3.2600        -438.3592    -441.5707       3.2115   276.1
3.2610        -438.3476    -441.6781       3.3305   286.3
3.2620        -438.3422    -441.8020       3.4598   297.4
3.2630        -438.3434    -441.9409       3.5975   309.2
3.2640        -438.3517    -442.0936       3.7419   321.7
3.2650        -438.3673    -442.2581       3.8908   334.5
3.2660        -438.3903    -442.4323       4.0420   347.5
3.2670        -438.4209    -442.6138       4.1929   360.4
3.2680        -438.4591    -442.7993       4.3403   373.1
3.2690        -438.5044    -442.9853       4.4809   385.2
3.2700        -438.5566    -443.1676       4.6110   396.4
3.2710        -438.6151    -443.3420       4.7269   406.3
3.2720        -438.6790    -443.5037       4.8248   414.7
3.2730        -438.7473    -443.6484       4.9011   421.3
3.2740        -438.8191    -443.7719       4.9528   425.7
3.2750        -438.8928    -443.8703       4.9775   427.9
3.2760        -438.9672    -443.9407       4.9735   427.5
3.2770        -439.0408    -443.9809       4.9401   424.6
3.2780        -439.1122    -443.9898       4.8775   419.3
3.2790        -439.1799    -443.9670       4.7871   411.5
3.2800        -439.2425    -443.9136       4.6710   401.5
3.2810        -439.2989    -443.8314       4.5325   389.6
3.2820        -439.3479    -443.7234       4.3754   376.1
3.2830        -439.3888    -443.5930       4.2041   361.4
3.2840        -439.4209    -443.4441       4.0232   345.8
3.2850        -439.4439    -443.2812       3.8373   329.9
3.2860        -439.4575    -443.1089       3.6514   313.9
3.2870        -439.4619    -442.9321       3.4702   298.3
3.2880        -439.4574    -442.7559       3.2984   283.5
3.2890        -439.4446    -442.5853       3.1407   270.0
3.2900        -439.4242    -442.4252       3.0010   258.0
3.2910        -439.3973    -442.2798       2.8825   247.8
3.2920        -439.3649    -442.1523       2.7874   239.6
3.2930        -439.3283    -442.0452       2.7168   233.5
3.2940        -439.2886    -441.9596       2.6710   229.6
3.2950        -439.2471    -441.8962       2.6490   227.7
3.2960        -439.2050    -441.8543       2.6493   227.7
3.2970        -439.1633    -441.8329       2.6696   229.5
3.2980        -439.1230    -441.8302       2.7072   232.7
3.2990        -439.0848    -441.8438       2.7590   237.2
3.3000        -439.0495    -441.8713       2.8218   242.6
3.3010        -439.0175    -441.9100       2.8925   248.6
3.3020        -438.9891    -441.9571       2.9679   255.1
3.3030        -438.9645    -442.0100       3.0455   261.8
3.3040        -438.9439    -442.0666       3.1228   268.4
3.3050        -438.9271    -442.1249       3.1979   274.9
3.3060        -438.9139    -442.1833       3.2694   281.0
3.3070        -438.9042    -442.2410       3.3368   286.8
3.3080        -438.8978    -442.2975       3.3997   292.2
3.3090        -438.8945    -442.3529       3.4584   297.3
3.3100        -438.8940    -442.4077       3.5136   302.0
3.3110        -438.8963    -442.4624       3.5661   306.5
3.3120        -438.9011    -442.5175       3.6164   310.9
3.3130        -438.9084    -442.5734       3.6650   315.0
3.3140        -438.9181    -442.6302       3.7120   319.1
3.3150        -438.9301    -442.6874       3.7573   323.0
3.3160        -438.9443    -442.7447       3.8004   326.7
3.3170        -438.9607    -442.8015       3.8409   330.2
3.3180        -438.9790    -442.8572       3.8782   333.4
3.3190        -438.9991    -442.9110       3.9119   336.3
3.3200        -439.0208    -442.9622       3.9414   338.8
3.3210        -439.0439    -443.0100       3.9662   340.9
3.3220        -439.0681    -443.0538       3.9857   342.6
3.3230        -439.0932    -443.0927       3.9995   343.8
3.3240        -439.1188    -443.1260       4.0072   344.5
3.3250        -439.1447    -443.1534       4.0087   344.6
3.3260        -439.1706    -443.1745       4.0039   344.2
3.3270        -439.1961    -443.1891       3.9930   343.2
3.3280        -439.2209    -443.1973       3.9763   341.8
3.3290        -439.2448    -443.1994       3.9546   339.9
3.3300        -439.2676    -443.1962       3.9287   337.7
3.3310        -439.2889    -443.1884       3.8995   335.2
3.3320        -439.3088    -443.1771       3.8683   332.5
3.3330        -439.3270    -443.1633       3.8362   329.8
3.3340        -439.3437    -443.1483       3.8046   327.0
3.3350        -439.3588    -443.1334       3.7745   324.5
3.3360        -439.3725    -443.1198       3.7473   322.1
3.3370        -439.3849    -443.1086       3.7237   320.1
3.3380        -439.3962    -443.1006       3.7045   318.4
3.3390        -439.4066    -443.0961       3.6896   317.2
3.3400        -439.4163    -443.0948       3.6785   316.2
3.3410        -439.4256    -443.0955       3.6699   315.5
3.3420        -439.4344    -443.0960       3.6616   314.8
3.3430        -439.4428    -443.0933       3.6505   313.8
3.3440        -439.4505    -443.0834       3.6329   312.3
3.3450        -439.4572    -443.0618       3.6046   309.9
3.3460        -439.4621    -443.0246       3.5625   306.2
3.3470        -439.4647    -442.9690       3.5043   301.2
3.3480        -439.4640    -442.8939       3.4299   294.8
3.3490        -439.4592    -442.8005       3.3413   287.2
3.3500        -439.4498    -442.6928       3.2430   278.8
3.3510        -439.4354    -442.5772       3.1418   270.1
3.3520        -439.4160    -442.4622       3.0462   261.8
3.3530        -439.3921    -442.3581       2.9660   255.0
3.3540        -439.3647    -442.2759       2.9112   250.2
3.3550        -439.3352    -442.2258       2.8907   248.5
3.3560        -439.3054    -442.2163       2.9109   250.2
3.3570        -439.2776    -442.2523       2.9747   255.7
3.3580        -439.2538    -442.3348       3.0811   264.8
3.3590        -439.2361    -442.4605       3.2244   277.2
3.3600        -439.2261    -442.6217       3.3956   291.9
3.3610        -439.2252    -442.8082       3.5830   308.0
3.3620        -439.2337    -443.0078       3.7742   324.4
3.3630        -439.2516    -443.2086       3.9570   340.1
3.3640        -439.2784    -443.3993       4.1210   354.2
3.3650        -439.3128    -443.5709       4.2581   366.0
3.3660        -439.3535    -443.7165       4.3631   375.0
3.3670        -439.3986    -443.8316       4.4330   381.1
3.3680        -439.4466    -443.9141       4.4674   384.0
3.3690        -439.4956    -443.9637       4.4681   384.1
3.3700        -439.5440    -443.9822       4.4382   381.5
3.3710        -439.5904    -443.9726       4.3822   376.7
3.3720        -439.6335    -443.9387       4.3051   370.1
3.3730        -439.6725    -443.8848       4.2123   362.1
3.3740        -439.7066    -443.8156       4.1091   353.2
3.3750        -439.7353    -443.7355       4.0001   343.9
3.3760        -439.7586    -443.6482       3.8896   334.3
3.3770        -439.7764    -443.5569       3.7805   325.0
3.3780        -439.7888    -443.4639       3.6751   315.9
3.3790        -439.7960    -443.3703       3.5742   307.2
3.3800        -439.7983    -443.2764       3.4781   299.0
3.3810        -439.7958    -443.1819       3.3861   291.1
3.3820        -439.7888    -443.0856       3.2968   283.4
3.3830        -439.7774    -442.9857       3.2083   275.8
3.3840        -439.7616    -442.8793       3.1177   268.0
3.3850        -439.7410    -442.7629       3.0219   259.8
3.3860        -439.7156    -442.6339       2.9182   250.8
3.3870        -439.6848    -442.4903       2.8055   241.2
3.3880        -439.6482    -442.3324       2.6843   230.7
3.3890        -439.6054    -442.1620       2.5566   219.8
3.3900        -439.5560    -441.9820       2.4260   208.5
3.3910        -439.5003    -441.7968       2.2965   197.4
3.3920        -439.4380    -441.6111       2.1731   186.8
3.3930        -439.3699    -441.4310       2.0611   177.2
3.3940        -439.2964    -441.2629       1.9665   169.0
3.3950        -439.2187    -441.1138       1.8951   162.9
3.3960        -439.1380    -440.9910       1.8530   159.3
3.3970        -439.0558    -440.9018       1.8460   158.7
3.3980        -438.9741    -440.8530       1.8789   161.5
3.3990        -438.8949    -440.8502       1.9554   168.1
3.4000        -438.8204    -440.8972       2.0768   178.5
3.4010        -438.7529    -440.9952       2.2423   192.8
3.4020        -438.6945    -441.1425       2.4480   210.4
3.4030        -438.6471    -441.3343       2.6872   231.0
3.4040        -438.6121    -441.5628       2.9507   253.6
3.4050        -438.5907    -441.8180       3.2273   277.4
3.4060        -438.5831    -442.0879       3.5048   301.3
3.4070        -438.5893    -442.3599       3.7706   324.1
3.4080        -438.6083    -442.6214       4.0131   345.0
3.4090        -438.6388    -442.8605       4.2217   362.9
3.4100        -438.6789    -443.0674       4.3884   377.2
3.4110        -438.7264    -443.2339       4.5075   387.5
3.4120        -438.7789    -443.3552       4.5763   393.4
3.4130        -438.8338    -443.4288       4.5950   395.0
3.4140        -438.8887    -443.4548       4.5662   392.5
3.4150        -438.9412    -443.4344       4.4932   386.2
3.4160        -438.9892    -443.3687       4.3795   376.5
3.4170        -439.0308    -443.2593       4.2285   363.5
3.4180        -439.0642    -443.1091       4.0449   347.7
3.4190        -439.0878    -442.9225       3.8346   329.6
3.4200        -439.1005    -442.7052       3.6047   309.9
3.4210        -439.1014    -442.4642       3.3628   289.1
3.4220        -439.0901    -442.2071       3.1169   267.9
3.4230        -439.0665    -441.9414       2.8749   247.1
3.4240        -439.0311    -441.6750       2.6439   227.3
3.4250        -438.9844    -441.4150       2.4306   208.9
3.4260        -438.9275    -441.1681       2.2406   192.6
3.4270        -438.8617    -440.9402       2.0786   178.7
3.4280        -438.7883    -440.7367       1.9483   167.5
3.4290        -438.7092    -440.5616       1.8525   159.2
3.4300        -438.6259    -440.4187       1.7928   154.1
3.4310        -438.5405    -440.3105       1.7700   152.1
3.4320        -438.4546    -440.2385       1.7839   153.3
3.4330        -438.3701    -440.2034       1.8333   157.6
3.4340        -438.2889    -440.2046       1.9157   164.7
3.4350        -438.2123    -440.2399       2.0276   174.3
3.4360        -438.1418    -440.3061       2.1643   186.0
3.4370        -438.0786    -440.3983       2.3197   199.4
3.4380        -438.0234    -440.5106       2.4872   213.8
3.4390        -437.9767    -440.6362       2.6595   228.6
3.4400        -437.9386    -440.7681       2.8295   243.2
3.4410        -437.9089    -440.8996       2.9907   257.1
3.4420        -437.8870    -441.0248       3.1378   269.7
3.4430        -437.8720    -441.1390       3.2670   280.8
3.4440        -437.8631    -441.2396       3.3765   290.2
3.4450        -437.8593    -441.3256       3.4663   298.0
3.4460        -437.8596    -441.3973       3.5377   304.1
3.4470        -437.8631    -441.4558       3.5927   308.8
3.4480        -437.8691    -441.5019       3.6327   312.3
3.4490        -437.8769    -441.5359       3.6590   314.5
