# Time [fs]    Et_avg [eV]    Ct_avg    Dt_avg    Gt_avg    Dt_fit_avg    Iw_avg
      0.0000     0.000299     0.055980     1.000000     0.000000     1.000000     0.332127
      1.0000     0.007836     0.052839     0.939666     0.062793     0.942948   225.578228
      2.0000     0.012684     0.049719     0.787666     0.247560     0.795796   302.472522
      3.0000     0.016787     0.046106     0.605024     0.546802     0.613647    55.230433
      4.0000     0.015852     0.043360     0.442675     0.952965     0.448404    11.658893
      5.0000     0.010540     0.039799     0.323202     1.458740     0.326413    24.455577
      6.0000     0.003345     0.036019     0.245923     2.056252     0.248967   200.386948
      7.0000    -0.006926     0.032168     0.199888     2.736860     0.204935   123.570024
      8.0000    -0.021599     0.028125     0.173513     3.491607     0.181759   361.147468
      9.0000    -0.039720     0.023958     0.158341     4.311200     0.170125   304.175148
     10.0000    -0.308392     0.019688     0.149182     5.186032     0.164326    71.453627
     11.0000    -0.311664     0.015872     0.143142     6.106570     0.161232    13.036423
     12.0000    -0.318170     0.012189     0.138691     7.063819     0.159264    16.276052
     13.0000    -0.338480     0.008587     0.135047     8.049249     0.157690    15.606841
     14.0000    -0.361322     0.005240     0.131833     9.054645     0.156201     3.995130
     15.0000    -0.475768     0.002164     0.128874    10.072292     0.154682    53.489077
     16.0000    -0.330183    -0.000822     0.126090    11.094986     0.153092   271.471632
     17.0000    -0.456285    -0.003341     0.123436    12.116051     0.151423   218.760710
     18.0000    -0.470256    -0.005664     0.120893    13.129517     0.149674   101.028808
     19.0000    -0.246154    -0.007664     0.118449    14.130096     0.147847    46.446736
     20.0000    -0.546182    -0.009460     0.116091    15.113104     0.145945     4.891368
     21.0000    -0.331794    -0.010774     0.113810    16.074554     0.143973    20.191010
     22.0000     0.162933    -0.011780     0.111602    17.011314     0.141933   204.471983
     23.0000    -0.301561    -0.012540     0.109461    17.921026     0.139828    72.077863
     24.0000    -0.142844    -0.012981     0.107382    18.801977     0.137664   106.379727
     25.0000    -0.609981    -0.013178     0.105359    19.653106     0.135443    95.986948
     26.0000    -0.620975    -0.013062     0.103388    20.473999     0.133170   368.890468
     27.0000     0.075909    -0.012828     0.101467    21.264810     0.130848   145.103989
     28.0000    -0.244656    -0.012439     0.099592    22.026102     0.128481   265.867516
     29.0000    -0.240854    -0.012140     0.097762    22.758631     0.126073   130.522145
     30.0000    -0.240910    -0.011620     0.095975    23.463266     0.123628   286.304176
     31.0000    -0.200228    -0.010872     0.094228    24.141211     0.121150   846.955855
     32.0000    -0.169777    -0.010033     0.092522    24.794116     0.118643   425.089505
     33.0000    -0.135231    -0.009154     0.090855    25.423887     0.116111   351.834064
     34.0000    -0.098840    -0.008213     0.089227    26.032564     0.113557    29.209482
     35.0000    -0.062492    -0.007249     0.087638    26.622298     0.110986    74.023661
     36.0000    -0.025123    -0.006191     0.086087    27.195355     0.108402    67.364923
     37.0000     0.011235    -0.005159     0.084576    27.754107     0.105807    51.505250
     38.0000     0.046278    -0.004172     0.083106    28.300924     0.103205    52.582311
     39.0000     0.080360    -0.003231     0.081678    28.838086     0.100601   354.348251
     40.0000     0.108510    -0.002409     0.080292    29.367721     0.097997  1365.953777
     41.0000     0.134031    -0.001538     0.078949    29.891824     0.095398  9300.997048
     42.0000     0.154945    -0.000607     0.077648    30.412411     0.092806   877.962832
     43.0000     0.165922     0.000395     0.076387    30.931639     0.090224   402.427492
     44.0000     0.186236     0.001222     0.075158    31.451677     0.087656   310.638536
     45.0000     0.191106     0.001977     0.073956    31.974495     0.085105   182.975255
     46.0000     0.190020     0.002786     0.072774    32.501908     0.082573   140.460939
     47.0000     0.186248     0.003896     0.071604    33.035925     0.080063    87.494109
     48.0000     0.177682     0.004989     0.070424    33.578925     0.077578    79.595285
     49.0000     0.165226     0.005880     0.069220    34.133325     0.075120    65.019536
     50.0000     0.148533     0.006848     0.067998    34.701340     0.072691    46.209548
     51.0000     0.129243     0.007553     0.066773    35.285009     0.070295    63.364201
     52.0000     0.110761     0.007914     0.065550    35.885913     0.067932    35.339592
     53.0000     0.089570     0.008215     0.064330    36.505049     0.065606    25.416316
     54.0000     0.068690     0.008319     0.063112    37.143032     0.063317    40.235796
     55.0000     0.048042     0.008381     0.061891    37.800194     0.061067    25.749437
     56.0000     0.027877     0.008261     0.060667    38.476596     0.058858    20.423600
     57.0000     0.008562     0.008086     0.059447    39.172033     0.056691    29.196384
     58.0000    -0.009564     0.007874     0.058239    39.886113     0.054568    24.310489
     59.0000    -0.025341     0.007596     0.057042    40.618329     0.052490    60.011956
     60.0000    -0.038268     0.007267     0.055858    41.368049     0.050457  1206.651819
     61.0000    -0.047836     0.006924     0.054691    42.134535     0.048471   172.060402
     62.0000    -0.053926     0.006306     0.053539    42.916844     0.046532    76.478322
     63.0000    -0.056861     0.005689     0.052405    43.713709     0.044641    71.783500
     64.0000    -0.057637     0.004836     0.051290    44.523569     0.042798    58.229975
     65.0000    -0.055813     0.003874     0.050197    45.344528     0.041004    48.635810
     66.0000    -0.052726     0.002933     0.049128    46.174441     0.039260    72.645379
     67.0000    -0.048892     0.001815     0.048085    47.011022     0.037564    49.844233
     68.0000    -0.044882     0.000677     0.047072    47.851780     0.035918    58.375237
     69.0000    -0.040812    -0.000480     0.046089    48.694090     0.034322    54.025663
     70.0000    -0.037415    -0.001503     0.045138    49.535368     0.032774    39.201677
     71.0000    -0.034710    -0.002618     0.044219    50.373124     0.031276    35.439034
     72.0000    -0.032410    -0.003771     0.043329    51.204816     0.029826    36.376594
     73.0000    -0.031757    -0.004984     0.042466    52.027769     0.028425    54.826572
     74.0000    -0.031034    -0.006012     0.041626    52.839324     0.027071    34.460255
     75.0000    -0.031172    -0.006611     0.040807    53.637249     0.025765    28.984343
     76.0000    -0.032080    -0.007092     0.040008    54.419982     0.024505    18.726026
     77.0000    -0.032914    -0.007083     0.039226    55.186628     0.023292    28.773982
     78.0000    -0.035574    -0.007027     0.038459    55.936951     0.022124    21.802070
     79.0000    -0.039518    -0.006855     0.037708    56.671121     0.021001    25.627727
     80.0000    -0.044787    -0.006578     0.036968    57.389529     0.019921    20.372824
     81.0000    -0.051498    -0.006164     0.036239    58.092833     0.018885    13.032851
     82.0000    -0.059829    -0.005630     0.035518    58.781978     0.017890    31.251180
     83.0000    -0.068861    -0.004948     0.034803    59.458213     0.016937    22.292808
     84.0000    -0.077981    -0.004153     0.034094    60.123094     0.016023    60.652024
     85.0000    -0.087252    -0.003061     0.033390    60.778559     0.015149    30.332538
     86.0000    -0.095445    -0.001792     0.032690    61.427060     0.014313    24.245058
     87.0000    -0.102053    -0.000272     0.031992    62.071569     0.013515    21.243098
     88.0000    -0.106632     0.000920     0.031293    62.715260     0.012752    17.103166
     89.0000    -0.109674     0.002178     0.030588    63.361113     0.012025    16.311413
     90.0000    -0.107533     0.003454     0.029874    64.012004     0.011331    15.632603
     91.0000    -0.103813     0.004596     0.029156    64.670790     0.010670    15.917492
     92.0000    -0.097214     0.005756     0.028436    65.340195     0.010041    17.959541
     93.0000    -0.085614     0.006651     0.027716    66.022733     0.009443    13.704101
     94.0000    -0.073712     0.007237     0.026997    66.720444     0.008875    15.318506
     95.0000    -0.054456     0.007708     0.026280    67.434794     0.008335    14.892714
     96.0000    -0.033709     0.007877     0.025564    68.166761     0.007823    12.685101
     97.0000    -0.010041     0.007918     0.024849    68.916835     0.007338    13.827140
     98.0000     0.015763     0.007893     0.024138    69.685148     0.006878    11.406057
     99.0000     0.043362     0.007453     0.023433    70.471438     0.006443     8.634427
    100.0000     0.071808     0.006848     0.022738    71.274836     0.006031    16.335617
    101.0000     0.099999     0.006162     0.022056    72.093993     0.005642    27.815412
    102.0000     0.126992     0.005374     0.021390    72.927314     0.005274    12.353064
    103.0000     0.152220     0.004454     0.020742    73.772963     0.004927    14.871621
    104.0000     0.175646     0.003304     0.020114    74.628760     0.004600    10.546248
    105.0000     0.194982     0.002061     0.019507    75.492129     0.004292     9.587301
    106.0000     0.210992     0.000667     0.018922    76.360167     0.004001    12.403170
    107.0000     0.222351    -0.000800     0.018361    77.229702     0.003728     6.909446
    108.0000     0.228571    -0.002294     0.017823    78.097375     0.003472    10.097718
    109.0000     0.230373    -0.003924     0.017308    78.959674     0.003230     8.792630
    110.0000     0.226658    -0.005331     0.016814    79.813045     0.003004    13.395387
    111.0000     0.215943    -0.006744     0.016341    80.654107     0.002791    10.115646
    112.0000     0.203146    -0.007916     0.015886    81.479742     0.002592     7.953727
    113.0000     0.185190    -0.009038     0.015449    82.287135     0.002406     7.379864
    114.0000     0.163052    -0.009968     0.015027    83.073777     0.002231     7.128781
    115.0000     0.137538    -0.010703     0.014619    83.837524     0.002068     8.223014
    116.0000     0.108842    -0.011216     0.014225    84.576695     0.001915    11.311759
    117.0000     0.079952    -0.011596     0.013843    85.290054     0.001773     7.597025
    118.0000     0.048742    -0.011782     0.013472    85.976758     0.001640     7.168882
    119.0000     0.018883    -0.011752     0.013114    86.636391     0.001516     9.912547
    120.0000    -0.008512    -0.011517     0.012767    87.269018     0.001400    15.134727
    121.0000    -0.033170    -0.011149     0.012431    87.875138     0.001292    11.638952
    122.0000    -0.053288    -0.010628     0.012107    88.455612     0.001192     7.743028
    123.0000    -0.068378    -0.009889     0.011795    89.011681     0.001099     7.358192
    124.0000    -0.078206    -0.008986     0.011495    89.545018     0.001013     7.275112
    125.0000    -0.082211    -0.007857     0.011206    90.057744     0.000932     8.112443
    126.0000    -0.080060    -0.006763     0.010928    90.552315     0.000858     6.609304
    127.0000    -0.071805    -0.005624     0.010661    91.031302     0.000789    12.625141
    128.0000    -0.057639    -0.004197     0.010404    91.497474     0.000725     9.577327
    129.0000    -0.038217    -0.002894     0.010156    91.953886     0.000665     7.681964
    130.0000    -0.014041    -0.001609     0.009917    92.403609     0.000611     9.821052
    131.0000     0.014306    -0.000345     0.009684    92.849606     0.000560     7.227598
    132.0000     0.046150     0.000877     0.009459    93.294782     0.000513     7.389860
    133.0000     0.079733     0.001932     0.009238    93.741885     0.000470     7.107553
    134.0000     0.114872     0.003007     0.009021    94.193460     0.000430     6.541270
    135.0000     0.150753     0.004082     0.008808    94.651974     0.000393     5.921164
    136.0000     0.186415     0.004644     0.008596    95.119613     0.000360     6.762733
    137.0000     0.219501     0.005311     0.008385    95.598031     0.000328     5.253121
    138.0000     0.250862     0.006081     0.008173    96.088769     0.000300     6.646812
    139.0000     0.272407     0.006611     0.007960    96.593404     0.000273     4.826461
    140.0000     0.273314     0.006620     0.007746    97.112999     0.000249     6.634217
    141.0000     0.274876     0.007059     0.007531    97.648122     0.000227     5.595329
    142.0000     0.276813     0.007372     0.007316    98.199466     0.000207     5.747876
    143.0000     0.279031     0.007480     0.007100    98.767708     0.000188     5.521765
    144.0000     0.281278     0.007410     0.006885    99.353114     0.000171     4.569917
    145.0000     0.282903     0.007013     0.006671    99.955435     0.000155     6.030820
    146.0000     0.284241     0.006493     0.006459   100.573872     0.000141     5.076641
    147.0000     0.285911     0.005890     0.006248   101.207248     0.000128     4.309725
    148.0000     0.284483     0.005400     0.006040   101.854285     0.000116     4.954484
    149.0000     0.284041     0.004759     0.005835   102.513698     0.000105     3.808048
    150.0000     0.282296     0.003966     0.005635   103.184007     0.000095     4.538687
    151.0000     0.271271     0.003161     0.005440   103.863464     0.000086     6.697736
    152.0000     0.243861     0.002027     0.005250   104.550027     0.000078     7.052272
    153.0000     0.215984     0.000910     0.005066   105.241279     0.000070     4.989683
    154.0000     0.181944    -0.000101     0.004887   105.934691     0.000064     4.805488
    155.0000     0.149017    -0.001189     0.004715   106.627826     0.000057     5.445375
    156.0000     0.114632    -0.002051     0.004549   107.318347     0.000052     4.008551
    157.0000     0.082256    -0.002924     0.004388   108.004129     0.000047     4.410738
    158.0000     0.052071    -0.003908     0.004234   108.683097     0.000042     4.762782
    159.0000     0.026418    -0.004933     0.004085   109.353023     0.000038     4.541216
    160.0000     0.003010    -0.006014     0.003941   110.011529     0.000034     4.085367
    161.0000    -0.015393    -0.007086     0.003803   110.656159     0.000031     5.235577
    162.0000    -0.029028    -0.008041     0.003671   111.284500     0.000027     5.333420
    163.0000    -0.039010    -0.008901     0.003543   111.894336     0.000025     5.551301
    164.0000    -0.043886    -0.009590     0.003421   112.483726     0.000022     4.188650
    165.0000    -0.046151    -0.010246     0.003303   113.051001     0.000020     5.238016
    166.0000    -0.045317    -0.010729     0.003191   113.594725     0.000018     4.419622
    167.0000    -0.042736    -0.011083     0.003083   114.113759     0.000016     3.994197
    168.0000    -0.036311    -0.011291     0.002979   114.607295     0.000014     4.357825
    169.0000    -0.030132    -0.011402     0.002880   115.074826     0.000013     2.996720
    170.0000    -0.023141    -0.011589     0.002785   115.515995     0.000011     4.590977
    171.0000    -0.016633    -0.011629     0.002694   115.930500     0.000010     4.843317
    172.0000    -0.011198    -0.011520     0.002606   116.318249     0.000009     4.051043
    173.0000    -0.006836    -0.011343     0.002522   116.679446     0.000008     4.691414
    174.0000    -0.003889    -0.011032     0.002440   117.014539     0.000007     4.745911
    175.0000    -0.003037    -0.010641     0.002362   117.324213     0.000006     3.895756
    176.0000    -0.003168    -0.010075     0.002288   117.609428     0.000006     4.056804
    177.0000    -0.004633    -0.009372     0.002216   117.871466     0.000005     3.641872
    178.0000    -0.007194    -0.008534     0.002147   118.111950     0.000005     3.393002
    179.0000    -0.010655    -0.007528     0.002082   118.332832     0.000004     3.332976
    180.0000    -0.014499    -0.006504     0.002019   118.536348     0.000004     3.524795
    181.0000    -0.018178    -0.005274     0.001959   118.724970     0.000003     3.194991
    182.0000    -0.022088    -0.004077     0.001901   118.901399     0.000003     3.391027
    183.0000    -0.025100    -0.002618     0.001846   119.068569     0.000002     2.920488
    184.0000    -0.027392    -0.001180     0.001792   119.229683     0.000002     3.244129
    185.0000    -0.028293     0.000238     0.001740   119.388062     0.000002     3.670484
    186.0000    -0.027883     0.001769     0.001689   119.547054     0.000002     2.790494
    187.0000    -0.025528     0.003214     0.001639   119.710080     0.000002     3.596529
    188.0000    -0.021974     0.004332     0.001590   119.880336     0.000001     2.861957
    189.0000    -0.015872     0.005506     0.001543   120.060622     0.000001     3.678329
    190.0000    -0.009945     0.006753     0.001497   120.253660     0.000001     2.968765
    191.0000    -0.000727     0.008115     0.001452   120.462350     0.000001     2.948785
    192.0000     0.009060     0.009233     0.001409   120.689630     0.000001     3.158139
    193.0000     0.020861     0.010349     0.001367   120.938221     0.000001     2.672040
    194.0000     0.034099     0.011362     0.001326   121.210639     0.000001     2.956117
    195.0000     0.048985     0.012110     0.001286   121.509130     0.000001     2.893418
    196.0000     0.065051     0.012579     0.001248   121.835413     0.000000     2.767215
    197.0000     0.081670     0.012630     0.001211   122.190488     0.000000     2.774786
    198.0000     0.098842     0.012497     0.001175   122.574609     0.000000     2.639427
    199.0000     0.115563     0.012191     0.001140   122.987476     0.000000     2.759451
    200.0000     0.131910     0.011881     0.001106   123.428479     0.000000     2.229079
    201.0000     0.146821     0.011172     0.001073   123.896676     0.000000     2.688549
    202.0000     0.160080     0.010219     0.001041   124.390519     0.000000     2.634115
    203.0000     0.171456     0.008930     0.001010   124.907756     0.000000     2.351138
    204.0000     0.179781     0.007394     0.000981   125.445461     0.000000     2.865281
    205.0000     0.185097     0.005761     0.000953   126.000176     0.000000     2.019109
    206.0000     0.186506     0.004113     0.000925   126.568180     0.000000     3.154193
    207.0000     0.184842     0.002467     0.000898   127.145679     0.000000     3.387921
    208.0000     0.179416     0.000753     0.000873   127.728833     0.000000     2.695060
    209.0000     0.170949    -0.000876     0.000847   128.313774     0.000000     2.824955
    210.0000     0.159566    -0.002389     0.000823   128.896759     0.000000     2.663847
    211.0000     0.145946    -0.003772     0.000799   129.474306     0.000000     2.149332
    212.0000     0.126662    -0.005179     0.000775   130.043132     0.000000     2.753020
    213.0000     0.106386    -0.006447     0.000751   130.600084     0.000000     2.068283
    214.0000     0.084433    -0.007427     0.000728   131.142321     0.000000     2.352171
    215.0000     0.061714    -0.008169     0.000705   131.667552     0.000000     3.002142
    216.0000     0.038183    -0.008834     0.000682   132.173971     0.000000     2.609959
    217.0000     0.015295    -0.009136     0.000659   132.660209     0.000000     2.783552
    218.0000    -0.006561    -0.009038     0.000637   133.125590     0.000000     2.423635
    219.0000    -0.026619    -0.008771     0.000615   133.570206     0.000000     2.272465
    220.0000    -0.044344    -0.008272     0.000593   133.994710     0.000000     2.286064
    221.0000    -0.059110    -0.007474     0.000571   134.400294     0.000000     2.394916
    222.0000    -0.070205    -0.006558     0.000550   134.788695     0.000000     1.931390
    223.0000    -0.078379    -0.005427     0.000530   135.162083     0.000000     2.245947
    224.0000    -0.083133    -0.004153     0.000510   135.523028     0.000000     1.488213
    225.0000    -0.085422    -0.002928     0.000490   135.874359     0.000000     2.700040
    226.0000    -0.084817    -0.001527     0.000471   136.219034     0.000000     2.629529
    227.0000    -0.081455     0.000003     0.000453   136.560260     0.000000     2.248222
    228.0000    -0.074748     0.001616     0.000436   136.901540     0.000000     2.397636
    229.0000    -0.064615     0.003241     0.000419   137.246557     0.000000     2.247803
    230.0000    -0.050959     0.004927     0.000403   137.599090     0.000000     2.614347
    231.0000    -0.034937     0.006754     0.000388   137.963076     0.000000     2.329680
    232.0000    -0.016395     0.008348     0.000372   138.342516     0.000000     2.107128
    233.0000     0.003622     0.009950     0.000358   138.741230     0.000000     1.764987
    234.0000     0.024598     0.011272     0.000344   139.162749     0.000000     2.345951
    235.0000     0.046534     0.012251     0.000330   139.610087     0.000000     2.008841
    236.0000     0.068070     0.013015     0.000316   140.085578     0.000000     2.044307
    237.0000     0.087586     0.014038     0.000303   140.591259     0.000000     1.852104
    238.0000     0.112475     0.014613     0.000290   141.129084     0.000000     1.873799
    239.0000     0.124218     0.014919     0.000277   141.700483     0.000000     1.999988
    240.0000     0.137694     0.014831     0.000265   142.306090     0.000000     1.754942
    241.0000     0.149388     0.014937     0.000253   142.946041     0.000000     1.875041
    242.0000     0.157084     0.014762     0.000241   143.620307     0.000000     2.092378
    243.0000     0.160589     0.013982     0.000230   144.328297     0.000000     1.691075
    244.0000     0.161125     0.013295     0.000219   145.068612     0.000000     1.661167
    245.0000     0.162263     0.012307     0.000208   145.839441     0.000000     1.853345
    246.0000     0.153789     0.011562     0.000198   146.638817     0.000000     1.417494
    247.0000     0.138472     0.010999     0.000189   147.464984     0.000000     2.058257
    248.0000     0.125822     0.009956     0.000179   148.316262     0.000000     1.499533
    249.0000     0.104467     0.009154     0.000171   149.190658     0.000000     2.462237
    250.0000     0.081222     0.008427     0.000162   150.086226     0.000000     1.535915
    251.0000     0.057353     0.007358     0.000154   151.001047     0.000000     2.493575
    252.0000     0.032219     0.006655     0.000147   151.933063     0.000000     2.079674
    253.0000     0.005931     0.005600     0.000139   152.880236     0.000000     1.643024
    254.0000    -0.020183     0.004741     0.000132   153.840447     0.000000     1.488545
    255.0000    -0.046080     0.004008     0.000126   154.811675     0.000000     2.033538
    256.0000    -0.071133     0.003039     0.000120   155.792018     0.000000     1.720764
    257.0000    -0.093700     0.002331     0.000114   156.779524     0.000000     2.018311
    258.0000    -0.116423     0.001572     0.000109   157.772381     0.000000     1.896326
    259.0000    -0.131841     0.000793     0.000103   158.768854     0.000000     1.620577
    260.0000    -0.123736    -0.000063     0.000098   159.767112     0.000000     1.891227
    261.0000    -0.119661    -0.000899     0.000094   160.765237     0.000000     1.672920
    262.0000    -0.157236    -0.001359     0.000089   161.761504     0.000000     1.516770
    263.0000    -0.159930    -0.001938     0.000085   162.754565     0.000000     1.469442
    264.0000    -0.161292    -0.002478     0.000081   163.743175     0.000000     1.800613
    265.0000    -0.164036    -0.003037     0.000077   164.726054     0.000000     1.430031
    266.0000    -0.167138    -0.003624     0.000074   165.701907     0.000000     1.666768
    267.0000    -0.013544    -0.004112     0.000071   166.669452     0.000000     1.558471
    268.0000    -0.633859    -0.004678     0.000067   167.627461     0.000000     1.433750
    269.0000    -0.595187    -0.005265     0.000064   168.574661     0.000000     1.713881
    270.0000    -0.574147    -0.005740     0.000062   169.509773     0.000000     1.361675
    271.0000    -0.485057    -0.005998     0.000059   170.431762     0.000000     1.606070
    272.0000    -0.101366    -0.006125     0.000056   171.339982     0.000000     1.498330
    273.0000    -0.086391    -0.006236     0.000054   172.234072     0.000000     1.703986
    274.0000    -0.069905    -0.006145     0.000051   173.113885     0.000000     1.462000
    275.0000    -0.053393    -0.006061     0.000049   173.979510     0.000000     1.563055
    276.0000    -0.037818    -0.006036     0.000047   174.831109     0.000000     1.304715
    277.0000    -0.022202    -0.005829     0.000045   175.668882     0.000000     1.674757
    278.0000    -0.009667    -0.005322     0.000043   176.493373     0.000000     1.737821
    279.0000     0.001732    -0.004791     0.000041   177.305593     0.000000     1.597477
    280.0000     0.011961    -0.004213     0.000039   178.106783     0.000000     1.529389
    281.0000     0.020587    -0.003567     0.000037   178.898287     0.000000     1.760794
    282.0000     0.027221    -0.002949     0.000035   179.681541     0.000000     1.371808
    283.0000     0.032514    -0.002090     0.000033   180.458128     0.000000     1.443007
    284.0000     0.035995    -0.001184     0.000032   181.229917     0.000000     1.701513
    285.0000     0.038324    -0.000116     0.000030   181.999067     0.000000     1.256293
    286.0000     0.039674     0.000927     0.000029   182.767935     0.000000     1.526454
    287.0000     0.040612     0.001981     0.000027   183.538949     0.000000     1.619251
    288.0000     0.041800     0.002997     0.000026   184.314513     0.000000     1.494786
    289.0000     0.042456     0.003910     0.000024   185.096935     0.000000     1.590804
    290.0000     0.044399     0.004893     0.000023   185.888423     0.000000     1.390783
    291.0000     0.047619     0.005781     0.000022   186.691151     0.000000     1.227304
    292.0000     0.051921     0.006590     0.000021   187.507175     0.000000     1.446753
    293.0000     0.057021     0.007259     0.000019   188.338329     0.000000     1.648546
    294.0000     0.063078     0.007712     0.000018   189.186113     0.000000     1.537069
    295.0000     0.069543     0.007991     0.000017   190.051598     0.000000     1.153456
    296.0000     0.076310     0.008029     0.000016   190.935388     0.000000     1.550733
    297.0000     0.083111     0.007881     0.000016   191.837602     0.000000     1.204407
    298.0000     0.088984     0.007647     0.000015   192.757958     0.000000     1.213638
    299.0000     0.095648     0.007197     0.000014   193.695840     0.000000     1.242259
    300.0000     0.101296     0.006567     0.000013   194.650229     0.000000     1.537032
    301.0000     0.105633     0.005727     0.000012   195.619655     0.000000     1.378575
    302.0000     0.108347     0.004833     0.000012   196.602269     0.000000     1.475445
    303.0000     0.111884     0.003778     0.000011   197.595947     0.000000     1.251781
    304.0000     0.108769     0.002497     0.000011   198.598215     0.000000     0.931740
    305.0000     0.106332     0.001156     0.000010   199.606212     0.000000     1.382038
    306.0000     0.101048    -0.000196     0.000009   200.616872     0.000000     1.177170
    307.0000     0.093537    -0.001598     0.000009   201.627050     0.000000     1.509436
    308.0000     0.083891    -0.002955     0.000008   202.633565     0.000000     1.277781
    309.0000     0.071779    -0.004333     0.000008   203.633248     0.000000     1.124223
    310.0000     0.057516    -0.005603     0.000008   204.622992     0.000000     1.098766
    311.0000     0.041744    -0.006773     0.000007   205.599862     0.000000     1.017175
    312.0000     0.024480    -0.007690     0.000007   206.561246     0.000000     1.220415
    313.0000     0.006191    -0.008493     0.000006   207.504945     0.000000     0.974392
    314.0000    -0.012163    -0.009091     0.000006   208.429159     0.000000     1.023297
    315.0000    -0.030243    -0.009643     0.000006   209.332416     0.000000     1.066579
    316.0000    -0.047336    -0.009956     0.000005   210.213553     0.000000     1.263557
    317.0000    -0.062901    -0.010069     0.000005   211.071826     0.000000     0.975602
    318.0000    -0.075834    -0.009995     0.000005   211.906965     0.000000     1.442970
    319.0000    -0.085957    -0.009724     0.000005   212.719148     0.000000     1.199436
    320.0000    -0.092155    -0.009391     0.000004   213.508922     0.000000     1.118287
    321.0000    -0.094666    -0.008836     0.000004   214.277146     0.000000     1.221811
    322.0000    -0.092976    -0.008061     0.000004   215.025102     0.000000     1.071626
    323.0000    -0.087060    -0.007065     0.000004   215.754578     0.000000     1.736197
    324.0000    -0.076834    -0.005895     0.000004   216.467848     0.000000     1.309517
    325.0000    -0.062702    -0.004575     0.000003   217.167598     0.000000     1.234733
    326.0000    -0.044601    -0.003156     0.000003   217.856844     0.000000     1.215662
    327.0000    -0.023328    -0.001668     0.000003   218.538846     0.000000     1.273950
    328.0000     0.001013    -0.000358     0.000003   219.216895     0.000000     1.052106
    329.0000     0.028086     0.001021     0.000003   219.894157     0.000000     1.439547
    330.0000     0.056291     0.002170     0.000003   220.573643     0.000000     1.062884
    331.0000     0.085808     0.003306     0.000003   221.258129     0.000000     1.313589
    332.0000     0.115703     0.004082     0.000002   221.950039     0.000000     1.249756
    333.0000     0.145121     0.004862     0.000002   222.651373     0.000000     1.250069
    334.0000     0.173967     0.005410     0.000002   223.363796     0.000000     1.199488
    335.0000     0.201365     0.005797     0.000002   224.088613     0.000000     1.102398
    336.0000     0.227000     0.006164     0.000002   224.826799     0.000000     1.105214
    337.0000     0.250571     0.006137     0.000002   225.578984     0.000000     1.254845
    338.0000     0.272704     0.006002     0.000002   226.345272     0.000000     1.115046
    339.0000     0.291922     0.005646     0.000002   227.125285     0.000000     1.075565
    340.0000     0.302486     0.005350     0.000002   227.918364     0.000000     0.972171
    341.0000     0.311771     0.004907     0.000002   228.723707     0.000000     1.035399
    342.0000     0.320619     0.004289     0.000001   229.540277     0.000000     0.998899
    343.0000     0.317430     0.003708     0.000001   230.366768     0.000000     1.124806
    344.0000     0.315206     0.003021     0.000001   231.201757     0.000000     1.057582
    345.0000     0.309174     0.002458     0.000001   232.043791     0.000000     0.935552
    346.0000     0.292589     0.001864     0.000001   232.891482     0.000000     1.123877
    347.0000     0.278601     0.001069     0.000001   233.743358     0.000000     1.002172
    348.0000     0.256723     0.000115     0.000001   234.597609     0.000000     0.989048
    349.0000     0.231959    -0.000754     0.000001   235.452174     0.000000     0.927059
    350.0000     0.203346    -0.001440     0.000001   236.305104     0.000000     0.910919
    351.0000     0.172350    -0.002051     0.000001   237.154753     0.000000     0.977454
    352.0000     0.139583    -0.002767     0.000001   237.999608     0.000000     0.897969
    353.0000     0.105963    -0.003304     0.000001   238.838178     0.000000     0.842863
    354.0000     0.072335    -0.003847     0.000001   239.669118     0.000000     0.669560
    355.0000     0.039873    -0.004295     0.000001   240.491235     0.000000     0.878433
    356.0000     0.009107    -0.004697     0.000001   241.303464     0.000000     0.835186
    357.0000    -0.019312    -0.004946     0.000001   242.104940     0.000000     1.120499
    358.0000    -0.044567    -0.005064     0.000001   242.895075     0.000000     0.821678
    359.0000    -0.066120    -0.005333     0.000001   243.673435     0.000000     0.813658
    360.0000    -0.083520    -0.005609     0.000001   244.439483     0.000000     0.916361
    361.0000    -0.096116    -0.005867     0.000001   245.192593     0.000000     0.945798
    362.0000    -0.103342    -0.005928     0.000000   245.932275     0.000000     0.778541
    363.0000    -0.106323    -0.005970     0.000000   246.658284     0.000000     1.248660
    364.0000    -0.104801    -0.005973     0.000000   247.370536     0.000000     0.886103
    365.0000    -0.098008    -0.005878     0.000000   248.069058     0.000000     0.894291
    366.0000    -0.087531    -0.005909     0.000000   248.753941     0.000000     1.231239
    367.0000    -0.073263    -0.005950     0.000000   249.425179     0.000000     0.967608
    368.0000    -0.056421    -0.005957     0.000000   250.082704     0.000000     1.110369
    369.0000    -0.036848    -0.005830     0.000000   250.726555     0.000000     0.976050
    370.0000    -0.016260    -0.005667     0.000000   251.356972     0.000000     0.920912
    371.0000     0.005006    -0.005460     0.000000   251.974334     0.000000     1.010747
    372.0000     0.025445    -0.005208     0.000000   252.579119     0.000000     1.136524
    373.0000     0.041989    -0.004899     0.000000   253.171916     0.000000     0.880280
    374.0000     0.055401    -0.004538     0.000000   253.753436     0.000000     1.151875
    375.0000     0.067839    -0.004133     0.000000   254.324505     0.000000     0.976962
