# Time [fs]    Et_avg [eV]    Ct_avg    Dt_avg    Gt_avg    Dt_fit_avg    Iw_avg
    501.0000     0.017149     0.002458     0.000000   314.506163     0.000000     0.575844
    502.0000     0.020054     0.001449     0.000000   315.103304     0.000000     0.764320
    503.0000     0.021816     0.000360     0.000000   315.703743     0.000000     0.590546
    504.0000     0.022432    -0.000760     0.000000   316.304995     0.000000     0.623138
    505.0000     0.019812    -0.001898     0.000000   316.904482     0.000000     0.670499
    506.0000     0.016764    -0.003031     0.000000   317.499589     0.000000     0.558747
    507.0000     0.012308    -0.004117     0.000000   318.087728     0.000000     0.539956
    508.0000     0.004338    -0.005161     0.000000   318.666388     0.000000     0.614366
    509.0000    -0.008642    -0.006240     0.000000   319.233116     0.000000     0.624539
    510.0000    -0.019962    -0.007134     0.000000   319.785546     0.000000     0.582824
    511.0000    -0.034744    -0.007881     0.000000   320.321594     0.000000     0.604204
    512.0000    -0.051029    -0.008513     0.000000   320.839518     0.000000     0.561255
    513.0000    -0.068375    -0.008995     0.000000   321.337878     0.000000     0.502735
    514.0000    -0.087072    -0.009346     0.000000   321.815553     0.000000     0.601213
    515.0000    -0.106335    -0.009555     0.000000   322.271738     0.000000     0.504919
    516.0000    -0.125415    -0.009604     0.000000   322.705960     0.000000     0.523312
    517.0000    -0.144005    -0.009498     0.000000   323.118104     0.000000     0.549303
    518.0000    -0.160513    -0.009236     0.000000   323.508414     0.000000     0.556374
    519.0000    -0.174847    -0.008817     0.000000   323.877497     0.000000     0.524162
    520.0000    -0.186864    -0.008275     0.000000   324.226300     0.000000     0.560553
    521.0000    -0.195900    -0.007610     0.000000   324.556075     0.000000     0.560719
    522.0000    -0.200188    -0.006850     0.000000   324.868338     0.000000     0.474910
    523.0000    -0.200356    -0.005994     0.000000   325.164846     0.000000     0.543220
    524.0000    -0.196623    -0.005049     0.000000   325.447570     0.000000     0.538693
    525.0000    -0.188159    -0.004048     0.000000   325.718672     0.000000     0.561120
    526.0000    -0.175266    -0.002995     0.000000   325.980461     0.000000     0.496997
    527.0000    -0.158599    -0.001846     0.000000   326.235392     0.000000     0.448463
    528.0000    -0.139310    -0.000730     0.000000   326.486042     0.000000     0.449018
    529.0000    -0.114119     0.000302     0.000000   326.734959     0.000000     0.503673
    530.0000    -0.088350     0.001349     0.000000   326.984581     0.000000     0.418186
    531.0000    -0.060280     0.002364     0.000000   327.237299     0.000000     0.510762
    532.0000    -0.030884     0.003306     0.000000   327.495431     0.000000     0.510012
    533.0000    -0.000554     0.003899     0.000000   327.760992     0.000000     0.482255
    534.0000     0.028557     0.004398     0.000000   328.035497     0.000000     0.541072
    535.0000     0.056372     0.004853     0.000000   328.320128     0.000000     0.540886
    536.0000     0.082923     0.004900     0.000000   328.615725     0.000000     0.560576
    537.0000     0.106013     0.005062     0.000000   328.922697     0.000000     0.478017
    538.0000     0.126449     0.005090     0.000000   329.241277     0.000000     0.450598
    539.0000     0.144748     0.004920     0.000000   329.571490     0.000000     0.546259
    540.0000     0.159314     0.004569     0.000000   329.912956     0.000000     0.392546
    541.0000     0.169878     0.004043     0.000000   330.264868     0.000000     0.480617
    542.0000     0.173751     0.003430     0.000000   330.626062     0.000000     0.466099
    543.0000     0.173075     0.002770     0.000000   330.995146     0.000000     0.423707
    544.0000     0.166126     0.002072     0.000000   331.370601     0.000000     0.565380
    545.0000     0.154203     0.001333     0.000000   331.750815     0.000000     0.522391
    546.0000     0.136379     0.000568     0.000000   332.134090     0.000000     0.553644
    547.0000     0.113490    -0.000205     0.000000   332.518671     0.000000     0.517799
    548.0000     0.090337    -0.000943     0.000000   332.902799     0.000000     0.468600
    549.0000     0.065763    -0.001713     0.000000   333.284731     0.000000     0.529494
    550.0000     0.040800    -0.002411     0.000000   333.662752     0.000000     0.509396
    551.0000     0.015149    -0.003096     0.000000   334.035215     0.000000     0.451008
    552.0000    -0.009529    -0.003681     0.000000   334.400589     0.000000     0.520586
    553.0000    -0.032671    -0.004221     0.000000   334.757493     0.000000     0.464610
    554.0000    -0.053804    -0.004693     0.000000   335.104692     0.000000     0.452958
    555.0000    -0.072152    -0.005103     0.000000   335.441094     0.000000     0.498055
    556.0000    -0.087148    -0.005453     0.000000   335.765752     0.000000     0.426035
    557.0000    -0.092404    -0.005747     0.000000   336.077855     0.000000     0.436387
    558.0000    -0.104539    -0.005968     0.000000   336.376735     0.000000     0.394713
    559.0000    -0.109080    -0.006123     0.000000   336.661878     0.000000     0.520946
    560.0000    -0.104902    -0.006222     0.000000   336.932922     0.000000     0.424023
    561.0000    -0.096561    -0.006256     0.000000   337.189641     0.000000     0.470367
    562.0000    -0.084560    -0.006222     0.000000   337.431959     0.000000     0.480636
    563.0000    -0.068249    -0.006134     0.000000   337.659947     0.000000     0.468224
    564.0000    -0.047248    -0.006008     0.000000   337.873799     0.000000     0.386511
    565.0000    -0.023077    -0.005824     0.000000   338.073817     0.000000     0.477624
    566.0000     0.004477    -0.005602     0.000000   338.260413     0.000000     0.500572
    567.0000     0.033965    -0.005372     0.000000   338.434084     0.000000     0.440325
    568.0000     0.064737    -0.005116     0.000000   338.595370     0.000000     0.585926
    569.0000     0.096371    -0.004838     0.000000   338.744860     0.000000     0.439357
    570.0000     0.127601    -0.004469     0.000000   338.883235     0.000000     0.427506
    571.0000     0.157796    -0.004261     0.000000   339.011202     0.000000     0.456041
    572.0000     0.186018    -0.003967     0.000000   339.129384     0.000000     0.417334
    573.0000     0.211914    -0.003655     0.000000   339.238420     0.000000     0.434945
    574.0000     0.234687    -0.003314     0.000000   339.339037     0.000000     0.377424
    575.0000     0.253867    -0.002972     0.000000   339.432006     0.000000     0.411168
    576.0000     0.269374    -0.002612     0.000000   339.518125     0.000000     0.593541
    577.0000     0.280245    -0.002221     0.000000   339.598232     0.000000     0.507301
    578.0000     0.287069    -0.001807     0.000000   339.673227     0.000000     0.518956
    579.0000     0.289301    -0.001310     0.000000   339.744099     0.000000     0.630563
    580.0000     0.287334    -0.000788     0.000000   339.811962     0.000000     0.549148
    581.0000     0.281254    -0.000311     0.000000   339.877980     0.000000     0.557188
    582.0000     0.271056     0.000343     0.000000   339.943383     0.000000     0.480451
    583.0000     0.257675     0.000989     0.000000   340.009573     0.000000     0.401611
    584.0000     0.241398     0.001413     0.000000   340.077917     0.000000     0.423855
    585.0000     0.222693     0.001629     0.000000   340.149402     0.000000     0.319556
    586.0000     0.202073     0.002025     0.000000   340.224751     0.000000     0.483290
    587.0000     0.180164     0.002529     0.000000   340.304837     0.000000     0.451416
    588.0000     0.157503     0.002714     0.000000   340.390576     0.000000     0.485096
    589.0000     0.133888     0.003119     0.000000   340.482706     0.000000     0.480400
    590.0000     0.110456     0.003250     0.000000   340.581877     0.000000     0.471663
    591.0000     0.086715     0.003422     0.000000   340.688574     0.000000     0.420655
    592.0000     0.064022     0.003458     0.000000   340.803090     0.000000     0.357478
    593.0000     0.041523     0.003473     0.000000   340.925576     0.000000     0.440763
    594.0000     0.020462     0.003344     0.000000   341.055994     0.000000     0.418104
    595.0000     0.000553     0.003032     0.000000   341.194026     0.000000     0.420861
    596.0000    -0.017964     0.002655     0.000000   341.339018     0.000000     0.460221
    597.0000    -0.034462     0.002171     0.000000   341.490077     0.000000     0.457271
    598.0000    -0.048847     0.001472     0.000000   341.646023     0.000000     0.403079
    599.0000    -0.061170     0.000648     0.000000   341.805295     0.000000     0.333532
    600.0000    -0.071800    -0.000360     0.000000   341.965956     0.000000     0.413848
    601.0000    -0.080632    -0.001135     0.000000   342.125922     0.000000     0.442190
    602.0000    -0.087738    -0.002177     0.000000   342.283113     0.000000     0.471204
    603.0000    -0.093856    -0.003175     0.000000   342.435305     0.000000     0.366285
    604.0000    -0.098702    -0.004150     0.000000   342.580182     0.000000     0.445804
    605.0000    -0.102574    -0.005126     0.000000   342.715480     0.000000     0.509455
    606.0000    -0.105978    -0.006108     0.000000   342.838943     0.000000     0.362017
    607.0000    -0.108683    -0.007159     0.000000   342.948269     0.000000     0.416147
    608.0000    -0.110771    -0.008074     0.000000   343.041150     0.000000     0.442056
    609.0000    -0.113162    -0.008741     0.000000   343.115537     0.000000     0.330978
    610.0000    -0.115006    -0.009299     0.000000   343.169811     0.000000     0.491376
    611.0000    -0.117724    -0.009718     0.000000   343.202701     0.000000     0.444810
    612.0000    -0.120439    -0.010006     0.000000   343.213237     0.000000     0.398058
    613.0000    -0.122689    -0.010120     0.000000   343.200778     0.000000     0.540869
    614.0000    -0.126504    -0.010061     0.000000   343.165060     0.000000     0.411619
    615.0000    -0.129724    -0.009824     0.000000   343.106222     0.000000     0.358961
    616.0000    -0.133108    -0.009414     0.000000   343.024808     0.000000     0.446427
    617.0000    -0.136498    -0.008841     0.000000   342.921759     0.000000     0.387533
    618.0000    -0.133006    -0.008112     0.000000   342.798392     0.000000     0.399980
    619.0000    -0.127218    -0.007233     0.000000   342.656389     0.000000     0.374814
    620.0000    -0.122024    -0.006222     0.000000   342.497767     0.000000     0.401558
    621.0000    -0.117426    -0.005130     0.000000   342.324831     0.000000     0.454447
    622.0000    -0.113454    -0.003933     0.000000   342.140113     0.000000     0.419239
    623.0000    -0.110117    -0.002660     0.000000   341.946362     0.000000     0.514198
    624.0000    -0.107468    -0.001377     0.000000   341.746477     0.000000     0.406581
    625.0000    -0.105648    -0.000083     0.000000   341.543420     0.000000     0.456897
    626.0000    -0.103601     0.001210     0.000000   341.340170     0.000000     0.410348
    627.0000    -0.092437     0.002441     0.000000   341.139677     0.000000     0.414783
    628.0000    -0.080398     0.003706     0.000000   340.944839     0.000000     0.395288
    629.0000    -0.069313     0.004974     0.000000   340.758557     0.000000     0.362149
    630.0000    -0.058202     0.006115     0.000000   340.583681     0.000000     0.427033
    631.0000    -0.047320     0.007169     0.000000   340.422870     0.000000     0.383052
    632.0000    -0.036397     0.008044     0.000000   340.278502     0.000000     0.411649
    633.0000    -0.025638     0.008658     0.000000   340.152550     0.000000     0.394578
    634.0000    -0.015810     0.009256     0.000000   340.046573     0.000000     0.430560
    635.0000    -0.007016     0.009681     0.000000   339.961861     0.000000     0.377808
    636.0000     0.000210     0.009539     0.000000   339.899167     0.000000     0.402115
    637.0000     0.005892     0.009552     0.000000   339.858581     0.000000     0.282715
    638.0000     0.008975     0.009015     0.000000   339.839725     0.000000     0.341334
    639.0000     0.011098     0.008467     0.000000   339.841671     0.000000     0.405793
    640.0000     0.009378     0.008169     0.000000   339.863303     0.000000     0.356341
    641.0000     0.006108     0.007178     0.000000   339.903391     0.000000     0.381570
    642.0000     0.000992     0.006417     0.000000   339.960180     0.000000     0.406007
    643.0000    -0.008292     0.005277     0.000000   340.031562     0.000000     0.336480
    644.0000    -0.018631     0.004242     0.000000   340.115184     0.000000     0.318717
    645.0000    -0.031646     0.003359     0.000000   340.208687     0.000000     0.342292
    646.0000    -0.045063     0.002305     0.000000   340.309844     0.000000     0.256988
    647.0000    -0.059568     0.001226     0.000000   340.416307     0.000000     0.402390
    648.0000    -0.075198     0.000106     0.000000   340.525578     0.000000     0.347671
    649.0000    -0.090332    -0.000895     0.000000   340.635162     0.000000     0.350756
    650.0000    -0.106306    -0.001773     0.000000   340.742752     0.000000     0.461305
    651.0000    -0.120909    -0.002797     0.000000   340.846165     0.000000     0.299046
    652.0000    -0.134435    -0.003702     0.000000   340.943189     0.000000     0.466968
    653.0000    -0.145933    -0.004228     0.000000   341.031888     0.000000     0.385498
    654.0000    -0.158723    -0.004590     0.000000   341.110922     0.000000     0.446881
    655.0000    -0.170260    -0.004791     0.000000   341.179454     0.000000     0.415531
    656.0000    -0.186528    -0.005193     0.000000   341.236812     0.000000     0.405984
    657.0000    -0.200845    -0.005464     0.000000   341.282260     0.000000     0.375940
    658.0000    -0.205243    -0.005576     0.000000   341.315188     0.000000     0.418000
    659.0000    -0.214964    -0.005768     0.000000   341.335201     0.000000     0.364077
    660.0000    -0.228802    -0.005664     0.000000   341.342072     0.000000     0.317487
    661.0000    -0.640044    -0.005565     0.000000   341.335867     0.000000     0.395157
    662.0000    -0.631919    -0.005536     0.000000   341.316778     0.000000     0.384424
    663.0000    -0.254111    -0.005208     0.000000   341.285083     0.000000     0.430326
    664.0000    -0.305893    -0.004742     0.000000   341.241447     0.000000     0.379548
    665.0000     0.281050    -0.004515     0.000000   341.186728     0.000000     0.457159
    666.0000    -0.237985    -0.004189     0.000000   341.121644     0.000000     0.405354
    667.0000    -0.234940    -0.003844     0.000000   341.046902     0.000000     0.394232
    668.0000    -0.476055    -0.003456     0.000000   340.963313     0.000000     0.421344
    669.0000    -0.521096    -0.002918     0.000000   340.871833     0.000000     0.392661
    670.0000    -0.531181    -0.002507     0.000000   340.773545     0.000000     0.398671
    671.0000    -0.502584    -0.002173     0.000000   340.669425     0.000000     0.343046
    672.0000    -0.473931    -0.001735     0.000000   340.560350     0.000000     0.388394
    673.0000    -0.446238    -0.001342     0.000000   340.447245     0.000000     0.291323
    674.0000    -0.387266    -0.001002     0.000000   340.331010     0.000000     0.425494
    675.0000    -0.400156    -0.000663     0.000000   340.212461     0.000000     0.345043
    676.0000    -0.379177    -0.000220     0.000000   340.092442     0.000000     0.377938
    677.0000    -0.366102     0.000086     0.000000   339.971836     0.000000     0.335595
    678.0000    -0.350123     0.000300     0.000000   339.851376     0.000000     0.369223
    679.0000    -0.384969     0.000518     0.000000   339.731611     0.000000     0.360797
    680.0000    -0.393736     0.000678     0.000000   339.613009     0.000000     0.399766
    681.0000    -0.306924     0.000965     0.000000   339.496045     0.000000     0.372776
    682.0000    -0.293441     0.001614     0.000000   339.381518     0.000000     0.350961
    683.0000    -0.052063     0.001999     0.000000   339.270563     0.000000     0.295195
    684.0000    -0.269602     0.002327     0.000000   339.164189     0.000000     0.352369
    685.0000    -0.238005     0.002513     0.000000   339.063104     0.000000     0.313145
    686.0000    -0.329047     0.002665     0.000000   338.967799     0.000000     0.274360
    687.0000    -0.336719     0.002922     0.000000   338.878705     0.000000     0.353959
    688.0000    -0.375077     0.003128     0.000000   338.796326     0.000000     0.368369
    689.0000    -0.355128     0.003310     0.000000   338.721153     0.000000     0.377584
    690.0000    -0.368828     0.003433     0.000000   338.653586     0.000000     0.378068
    691.0000    -0.379619     0.003532     0.000000   338.593930     0.000000     0.291784
    692.0000     0.006264     0.003625     0.000000   338.542422     0.000000     0.274443
    693.0000     0.007564     0.003443     0.000000   338.499123     0.000000     0.351318
    694.0000     0.010376     0.003310     0.000000   338.463799     0.000000     0.280067
    695.0000     0.014934     0.003162     0.000000   338.436107     0.000000     0.390463
    696.0000     0.020435     0.002905     0.000000   338.415649     0.000000     0.360866
    697.0000     0.026820     0.002612     0.000000   338.401876     0.000000     0.394294
    698.0000     0.033724     0.002322     0.000000   338.394133     0.000000     0.364789
    699.0000     0.040491     0.001923     0.000000   338.391687     0.000000     0.374649
    700.0000     0.046489     0.001487     0.000000   338.393659     0.000000     0.290071
    701.0000     0.050881     0.000884     0.000000   338.398966     0.000000     0.290599
    702.0000     0.053587     0.000171     0.000000   338.406250     0.000000     0.380910
    703.0000     0.054298    -0.000534     0.000000   338.413933     0.000000     0.278345
    704.0000     0.054537    -0.001196     0.000000   338.420408     0.000000     0.422054
    705.0000     0.050597    -0.001813     0.000000   338.424148     0.000000     0.324436
    706.0000     0.046338    -0.002456     0.000000   338.423688     0.000000     0.378787
    707.0000     0.040917    -0.003031     0.000000   338.417599     0.000000     0.338975
    708.0000     0.037394    -0.003632     0.000000   338.404499     0.000000     0.295796
    709.0000     0.025342    -0.004038     0.000000   338.383128     0.000000     0.337783
    710.0000     0.018259    -0.004462     0.000000   338.352426     0.000000     0.338623
    711.0000     0.011104    -0.004862     0.000000   338.311439     0.000000     0.274086
    712.0000    -0.001787    -0.005138     0.000000   338.259300     0.000000     0.385590
    713.0000    -0.013305    -0.005120     0.000000   338.195472     0.000000     0.357282
    714.0000    -0.024500    -0.005104     0.000000   338.119825     0.000000     0.374710
    715.0000    -0.039931    -0.004875     0.000000   338.032520     0.000000     0.310758
    716.0000    -0.047555    -0.004503     0.000000   337.934046     0.000000     0.365903
    717.0000    -0.058323    -0.004077     0.000000   337.825208     0.000000     0.297544
    718.0000    -0.066471    -0.003346     0.000000   337.707136     0.000000     0.373555
    719.0000    -0.080517    -0.002867     0.000000   337.581194     0.000000     0.420635
    720.0000    -0.089517    -0.002093     0.000000   337.448805     0.000000     0.373737
    721.0000    -0.097078    -0.001230     0.000000   337.311636     0.000000     0.371646
    722.0000    -0.102336    -0.000372     0.000000   337.171625     0.000000     0.365236
    723.0000    -0.105044     0.000708     0.000000   337.030884     0.000000     0.361197
    724.0000    -0.105175     0.001549     0.000000   336.891638     0.000000     0.347429
    725.0000    -0.102248     0.002558     0.000000   336.756065     0.000000     0.365912
    726.0000    -0.095951     0.003586     0.000000   336.626407     0.000000     0.358266
    727.0000    -0.086243     0.004838     0.000000   336.505155     0.000000     0.302121
    728.0000    -0.073638     0.005706     0.000000   336.394849     0.000000     0.340835
    729.0000    -0.058496     0.006264     0.000000   336.297534     0.000000     0.379302
    730.0000    -0.041247     0.006549     0.000000   336.214520     0.000000     0.310243
    731.0000    -0.023148     0.006670     0.000000   336.146527     0.000000     0.347124
    732.0000    -0.005679     0.006887     0.000000   336.093985     0.000000     0.316046
    733.0000     0.009606     0.007087     0.000000   336.057330     0.000000     0.312135
    734.0000     0.021364     0.007234     0.000000   336.037002     0.000000     0.344761
    735.0000     0.028293     0.007113     0.000000   336.033216     0.000000     0.280342
    736.0000     0.031235     0.006792     0.000000   336.045733     0.000000     0.360495
    737.0000     0.032469     0.006256     0.000000   336.073804     0.000000     0.286131
    738.0000     0.030320     0.005576     0.000000   336.116231     0.000000     0.393491
    739.0000    -0.307462     0.004844     0.000000   336.171499     0.000000     0.350069
    740.0000    -0.600912     0.004013     0.000000   336.237891     0.000000     0.332557
    741.0000    -0.363621     0.003046     0.000000   336.313467     0.000000     0.347131
    742.0000    -0.583208     0.002052     0.000000   336.396059     0.000000     0.353456
    743.0000    -0.488036     0.001059     0.000000   336.483388     0.000000     0.311566
    744.0000    -0.552054     0.000050     0.000000   336.573152     0.000000     0.343687
    745.0000    -0.333626    -0.000955     0.000000   336.663033     0.000000     0.273757
    746.0000    -0.024165    -0.001918     0.000000   336.750735     0.000000     0.268338
    747.0000    -0.032415    -0.002819     0.000000   336.834046     0.000000     0.389036
    748.0000    -0.040286    -0.003624     0.000000   336.910905     0.000000     0.289297
    749.0000    -0.047845    -0.004307     0.000000   336.979469     0.000000     0.363977
    750.0000    -0.054579    -0.004923     0.000000   337.038130     0.000000     0.342918
    751.0000    -0.058826    -0.005373     0.000000   337.085523     0.000000     0.359541
    752.0000    -0.062884    -0.005761     0.000000   337.120551     0.000000     0.350743
    753.0000    -0.066518    -0.005970     0.000000   337.142385     0.000000     0.364041
    754.0000    -0.068641    -0.006065     0.000000   337.150505     0.000000     0.288148
    755.0000    -0.071573    -0.006142     0.000000   337.144636     0.000000     0.383015
    756.0000    -0.075629    -0.006095     0.000000   337.124662     0.000000     0.308755
    757.0000    -0.080400    -0.005994     0.000000   337.090650     0.000000     0.361952
    758.0000    -0.087925    -0.005820     0.000000   337.042845     0.000000     0.313889
    759.0000    -0.092589    -0.005428     0.000000   336.981733     0.000000     0.326764
    760.0000    -0.088298    -0.005040     0.000000   336.908091     0.000000     0.339167
    761.0000    -0.084602    -0.004557     0.000000   336.822870     0.000000     0.322562
    762.0000    -0.080729    -0.004042     0.000000   336.727149     0.000000     0.362832
    763.0000    -0.076482    -0.003521     0.000000   336.622102     0.000000     0.353944
    764.0000    -0.071034    -0.002944     0.000000   336.508961     0.000000     0.331202
    765.0000    -0.055606    -0.002369     0.000000   336.389023     0.000000     0.350773
    766.0000    -0.034530    -0.001779     0.000000   336.263625     0.000000     0.318556
    767.0000    -0.010261    -0.001190     0.000000   336.134121     0.000000     0.293851
    768.0000     0.015086    -0.000568     0.000000   336.001890     0.000000     0.345069
    769.0000     0.041214    -0.000001     0.000000   335.868317     0.000000     0.352019
    770.0000     0.066984     0.000688     0.000000   335.734812     0.000000     0.307396
    771.0000     0.093522     0.001226     0.000000   335.602807     0.000000     0.324230
    772.0000     0.118272     0.001704     0.000000   335.473598     0.000000     0.268472
    773.0000     0.139816     0.002137     0.000000   335.348296     0.000000     0.245830
    774.0000     0.159563     0.002387     0.000000   335.227821     0.000000     0.288741
    775.0000     0.174747     0.002664     0.000000   335.112871     0.000000     0.276368
    776.0000     0.186388     0.002944     0.000000   335.004071     0.000000     0.338571
    777.0000     0.193186     0.003155     0.000000   334.902025     0.000000     0.357952
    778.0000     0.174225     0.003326     0.000000   334.807239     0.000000     0.315173
    779.0000     0.193919     0.003457     0.000000   334.720106     0.000000     0.299226
    780.0000     0.167471     0.003550     0.000000   334.640931     0.000000     0.311474
    781.0000     0.178135     0.003581     0.000000   334.569915     0.000000     0.337370
    782.0000     0.165346     0.003563     0.000000   334.507136     0.000000     0.216639
    783.0000     0.148532     0.003490     0.000000   334.452550     0.000000     0.355140
    784.0000     0.131739     0.003365     0.000000   334.405989     0.000000     0.326886
    785.0000     0.114418     0.003182     0.000000   334.367162     0.000000     0.337705
    786.0000     0.096163     0.002951     0.000000   334.335650     0.000000     0.350705
    787.0000     0.078697     0.002677     0.000000   334.310926     0.000000     0.316336
    788.0000     0.061603     0.002354     0.000000   334.292352     0.000000     0.238592
    789.0000     0.048229     0.001994     0.000000   334.279191     0.000000     0.328930
    790.0000     0.036738     0.001606     0.000000   334.270616     0.000000     0.320322
    791.0000     0.028139     0.001171     0.000000   334.265721     0.000000     0.299700
    792.0000     0.022766     0.000701     0.000000   334.263508     0.000000     0.344395
    793.0000     0.020984     0.000185     0.000000   334.262887     0.000000     0.316616
    794.0000     0.022275    -0.000376     0.000000   334.262667     0.000000     0.362988
    795.0000     0.026155    -0.000896     0.000000   334.261603     0.000000     0.334877
    796.0000     0.032762    -0.001403     0.000000   334.258479     0.000000     0.346953
    797.0000     0.041624    -0.001995     0.000000   334.252067     0.000000     0.311389
    798.0000     0.051811    -0.002578     0.000000   334.241054     0.000000     0.336870
    799.0000     0.062667    -0.003222     0.000000   334.224055     0.000000     0.358641
    800.0000     0.074024    -0.003834     0.000000   334.199637     0.000000     0.346660
    801.0000     0.085586    -0.004510     0.000000   334.166332     0.000000     0.357496
    802.0000     0.096487    -0.005234     0.000000   334.122589     0.000000     0.311087
    803.0000     0.106811    -0.005870     0.000000   334.066816     0.000000     0.350279
    804.0000     0.116398    -0.006461     0.000000   333.997519     0.000000     0.296516
    805.0000     0.124856    -0.007038     0.000000   333.913318     0.000000     0.351526
    806.0000     0.132448    -0.007578     0.000000   333.812894     0.000000     0.298215
    807.0000     0.138864    -0.008133     0.000000   333.694971     0.000000     0.298234
    808.0000     0.143770    -0.008520     0.000000   333.558373     0.000000     0.304331
    809.0000     0.147458    -0.008879     0.000000   333.402126     0.000000     0.342579
    810.0000     0.149886    -0.009107     0.000000   333.225460     0.000000     0.322133
    811.0000     0.150752    -0.009206     0.000000   333.027848     0.000000     0.335537
    812.0000     0.150203    -0.009105     0.000000   332.809103     0.000000     0.250832
    813.0000     0.147827    -0.008770     0.000000   332.569477     0.000000     0.296577
    814.0000     0.143943    -0.008295     0.000000   332.309689     0.000000     0.291383
    815.0000     0.138224    -0.007701     0.000000   332.030824     0.000000     0.324403
    816.0000     0.130361    -0.006934     0.000000   331.734284     0.000000     0.242339
    817.0000     0.119937    -0.006094     0.000000   331.421781     0.000000     0.271582
    818.0000     0.106772    -0.005136     0.000000   331.095279     0.000000     0.291334
    819.0000     0.092304    -0.004160     0.000000   330.756933     0.000000     0.321336
    820.0000     0.075826    -0.003168     0.000000   330.408995     0.000000     0.299291
    821.0000     0.058915    -0.001818     0.000000   330.053952     0.000000     0.329729
    822.0000     0.043765    -0.000599     0.000000   329.694636     0.000000     0.294238
    823.0000     0.029309     0.000545     0.000000   329.333894     0.000000     0.314334
    824.0000     0.017319     0.001674     0.000000   328.974402     0.000000     0.288762
    825.0000     0.008278     0.002905     0.000000   328.618831     0.000000     0.294228
    826.0000     0.001721     0.004034     0.000000   328.269907     0.000000     0.292501
    827.0000    -0.002915     0.005117     0.000000   327.930268     0.000000     0.279463
    828.0000    -0.002676     0.006003     0.000000   327.602327     0.000000     0.360442
    829.0000    -0.000434     0.006679     0.000000   327.288120     0.000000     0.279777
    830.0000     0.004785     0.007338     0.000000   326.989321     0.000000     0.270368
    831.0000     0.012386     0.007910     0.000000   326.707409     0.000000     0.332422
    832.0000     0.022205     0.008233     0.000000   326.443611     0.000000     0.355873
    833.0000     0.033769     0.008422     0.000000   326.198740     0.000000     0.343424
    834.0000     0.046699     0.008396     0.000000   325.973184     0.000000     0.299218
    835.0000     0.060607     0.008110     0.000000   325.766858     0.000000     0.332934
    836.0000     0.079277     0.007696     0.000000   325.579177     0.000000     0.247637
    837.0000     0.089982     0.007103     0.000000   325.409156     0.000000     0.334915
    838.0000     0.093974     0.006362     0.000000   325.255446     0.000000     0.303160
    839.0000     0.117611     0.005554     0.000000   325.116382     0.000000     0.294400
    840.0000     0.130882     0.004681     0.000000   324.990101     0.000000     0.324518
    841.0000     0.141976     0.003738     0.000000   324.874584     0.000000     0.308601
    842.0000     0.150607     0.002727     0.000000   324.767656     0.000000     0.287040
    843.0000     0.157714     0.001869     0.000000   324.667111     0.000000     0.281871
    844.0000     0.162278     0.000911     0.000000   324.570822     0.000000     0.322051
    845.0000     0.164336    -0.000006     0.000000   324.476659     0.000000     0.319340
    846.0000     0.163362    -0.000932     0.000000   324.382476     0.000000     0.327979
    847.0000     0.158397    -0.001665     0.000000   324.286254     0.000000     0.323602
    848.0000     0.150222    -0.002369     0.000000   324.186205     0.000000     0.324777
    849.0000     0.138551    -0.002877     0.000000   324.080801     0.000000     0.272672
    850.0000     0.122955    -0.003135     0.000000   323.968900     0.000000     0.339506
    851.0000     0.104452    -0.003413     0.000000   323.849751     0.000000     0.254281
    852.0000     0.089075    -0.003457     0.000000   323.722860     0.000000     0.335362
    853.0000     0.094173    -0.003541     0.000000   323.587967     0.000000     0.290927
    854.0000     0.094528    -0.003634     0.000000   323.444896     0.000000     0.333273
    855.0000     0.091514    -0.003684     0.000000   323.293462     0.000000     0.298855
    856.0000     0.086299    -0.003601     0.000000   323.133602     0.000000     0.312715
    857.0000     0.079099    -0.003326     0.000000   322.965541     0.000000     0.306537
    858.0000     0.070039    -0.003128     0.000000   322.789760     0.000000     0.284465
    859.0000     0.059256    -0.002734     0.000000   322.606871     0.000000     0.324683
    860.0000     0.046808    -0.002458     0.000000   322.417604     0.000000     0.275294
    861.0000     0.032914    -0.002057     0.000000   322.222735     0.000000     0.316728
    862.0000     0.017620    -0.001559     0.000000   322.023173     0.000000     0.299818
    863.0000     0.001242    -0.001154     0.000000   321.819959     0.000000     0.322301
    864.0000    -0.016082    -0.000689     0.000000   321.614115     0.000000     0.246115
    865.0000    -0.034123    -0.000131     0.000000   321.406735     0.000000     0.339811
    866.0000    -0.051348     0.000475     0.000000   321.199080     0.000000     0.264883
    867.0000    -0.033975     0.001030     0.000000   320.992493     0.000000     0.284849
    868.0000    -0.014523     0.001641     0.000000   320.788315     0.000000     0.301533
    869.0000     0.005992     0.002135     0.000000   320.587859     0.000000     0.307682
    870.0000     0.025647     0.002506     0.000000   320.392259     0.000000     0.302081
    871.0000     0.044413     0.002873     0.000000   320.202440     0.000000     0.299304
    872.0000     0.061835     0.003020     0.000000   320.019126     0.000000     0.276984
    873.0000     0.076951     0.003107     0.000000   319.842747     0.000000     0.240422
    874.0000     0.091154     0.003253     0.000000   319.673573     0.000000     0.333017
    875.0000     0.096697     0.003092     0.000000   319.511731     0.000000     0.334290
    876.0000     0.101865     0.003056     0.000000   319.357099     0.000000     0.318878
