#Distance(A) Planar-Average-Potential(eV)/Densitiy(e/A)
 21.6964           -18.36472
 21.7857           -16.56359
 21.8750           -14.50165
 21.9643           -12.39362
 22.0536           -10.72360
 22.1429            -9.60290
 22.2321            -8.85578
 22.3214            -8.24017
 22.4107            -7.67621
 22.5000            -7.19057
 22.5893            -6.79933
 22.6786            -6.37414
 22.7679            -5.78098
 22.8571            -4.93805
 22.9464            -3.74818
 23.0357            -2.29539
 23.1250            -0.90359
 23.2143             0.01272
 23.3036             0.16696
 23.3929            -0.26871
 23.4821            -0.92937
 23.5714            -2.02641
 23.6607            -3.73210
 23.7500            -5.99399
 23.8393            -8.64641
 23.9286           -11.48556
 24.0179           -14.29108
 24.1071           -16.84829
 24.1964           -18.95302
 24.2857           -20.76853
 24.3750           -22.37446
 24.4643           -23.49419
 24.5536           -23.78318
 24.6429           -23.04176
 24.7321           -21.35305
 24.8214           -19.00731
 24.9107           -16.36547
 25.0000           -13.67136
 25.0893           -11.01472
 25.1786            -8.39014
 25.2679            -5.79713
 25.3571            -3.21799
 25.4464            -0.85011
 25.5357             0.90104
 25.6250             2.00430
 25.7143             2.82136
 25.8036             3.46741
 25.8929             3.93967
 25.9821             4.29408
 26.0714             4.55448
 26.1607             4.74997
 26.2500             4.89410
 26.3393             5.00277
 26.4286             5.08312
 26.5179             5.14409
 26.6071             5.18933
 26.6964             5.22395
 26.7857             5.24980
 26.8750             5.26982
 26.9643             5.28488
 27.0536             5.29672
 27.1429             5.30577
 27.2321             5.31304
 27.3214             5.31873
 27.4107             5.32341
 27.5000             5.32722
 27.5893             5.33045
 27.6786             5.33321
 27.7679             5.33561
 27.8571             5.33779
 27.9464             5.33973
 28.0357             5.34158
 28.1250             5.34324
 28.2143             5.34491
 28.3036             5.34643
 28.3929             5.34800
 28.4821             5.34942
 28.5714             5.35094
 28.6607             5.35232
 28.7500             5.35381
 28.8393             5.35514
 28.9286             5.35662
 29.0179             5.35795
 29.1071             5.35941
 29.1964             5.36072
 29.2857             5.36219
